"WOZ-objecten naar waardeklasse; 1997 - 2011"
""
"";"";"";"";"Perioden"
"Waardeklasse WOZ-objecten";"Regio's";"Onderwerp";"";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010*";"2011*"
"100 000 tot 150 000 euro";"Groningen (PV)";"Recreatiewoningen en overige woningen";"aantal";"273";"279";"301";"306";"552";"536";"540";"543";"1584";"1688";"1911";"1038";"791";"778";"984"
"100 000 tot 150 000 euro";"Groningen (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1510";"1591";"1608";"1597";"2363";"2289";"2183";"2096";"1296";"1261";"745";"619";"527";"422";"403"
"100 000 tot 150 000 euro";"Groningen (PV)";"Niet-woningen; niet bewoond";"aantal";"2201";"2228";"2295";"2342";"2328";"2369";"2416";"2432";"2513";"2552";"2643";"2742";"2929";"2885";"2857"
"100 000 tot 150 000 euro";"Friesland (PV)";"Totaal WOZ-objecten";"aantal";"25824";"27520";"29009";"30409";"67073";"67598";"68268";"68651";"89623";"90222";"93594";"88837";"85273";"84809";"88734"
"100 000 tot 150 000 euro";"Friesland (PV)";"WOZ-objecten woningen";"aantal";"18898";"20467";"21741";"23040";"59584";"60116";"60660";"60992";"84013";"84575";"88362";"83785";"80441";"80109";"84054"
"100 000 tot 150 000 euro";"Friesland (PV)";"Recreatiewoningen en overige woningen";"aantal";"1541";"1701";"1770";"1787";"2071";"2108";"2151";"2228";"1518";"1627";"1585";"1494";"1268";"1255";"1265"
"100 000 tot 150 000 euro";"Friesland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"2929";"2780";"2920";"2914";"2574";"2505";"2409";"2323";"1188";"1049";"528";"382";"304";"259";"250"
"100 000 tot 150 000 euro";"Friesland (PV)";"Niet-woningen; niet bewoond";"aantal";"2456";"2572";"2578";"2668";"2844";"2869";"3048";"3108";"2904";"2971";"3119";"3176";"3260";"3186";"3165"
"100 000 tot 150 000 euro";"Drenthe (PV)";"Totaal WOZ-objecten";"aantal";"30123";"31467";"32540";"33490";"57054";"57777";"58225";"58792";"67185";"67235";"66443";"60504";"57205";"57582";"58967"
"100 000 tot 150 000 euro";"Drenthe (PV)";"WOZ-objecten woningen";"aantal";"26086";"27303";"28326";"29213";"52583";"53225";"53647";"54072";"62223";"62292";"61528";"55425";"52268";"52479";"54120"
"100 000 tot 150 000 euro";"Drenthe (PV)";"Recreatiewoningen en overige woningen";"aantal";"84";"120";"142";"149";"703";"789";"864";"1026";"2270";"2276";"2475";"2664";"2524";"2619";"2435"
"100 000 tot 150 000 euro";"Drenthe (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"2276";"2358";"2338";"2336";"1932";"1874";"1799";"1734";"681";"643";"392";"275";"218";"198";"198"
"100 000 tot 150 000 euro";"Drenthe (PV)";"Niet-woningen; niet bewoond";"aantal";"1677";"1686";"1734";"1792";"1836";"1889";"1915";"1960";"2011";"2024";"2048";"2140";"2195";"2286";"2214"
"100 000 tot 150 000 euro";"Overijssel (PV)";"Totaal WOZ-objecten";"aantal";"63744";"66335";"68687";"70797";"137196";"138718";"141147";"142545";"140496";"140374";"124305";"110617";"104617";"104242";"108990"
"100 000 tot 150 000 euro";"Overijssel (PV)";"WOZ-objecten woningen";"aantal";"53862";"56214";"58557";"60652";"128561";"130055";"132313";"133534";"131883";"131652";"115755";"102349";"96367";"96079";"100734"
"100 000 tot 150 000 euro";"Overijssel (PV)";"Recreatiewoningen en overige woningen";"aantal";"340";"331";"360";"381";"1120";"1139";"1314";"1543";"2324";"2439";"2623";"2475";"2505";"2503";"2546"
"100 000 tot 150 000 euro";"Overijssel (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"5405";"5331";"5222";"5168";"2895";"2886";"2726";"2584";"1159";"1108";"730";"572";"489";"359";"308"
"100 000 tot 150 000 euro";"Overijssel (PV)";"Niet-woningen; niet bewoond";"aantal";"4137";"4459";"4548";"4596";"4620";"4638";"4794";"4884";"5130";"5175";"5197";"5221";"5256";"5301";"5402"
"100 000 tot 150 000 euro";"Flevoland (PV)";"Totaal WOZ-objecten";"aantal";"13498";"14506";"16114";"17435";"42348";"44815";"46073";"47876";"54379";"54775";"46751";"40632";"37275";"37425";"40693"
"100 000 tot 150 000 euro";"Flevoland (PV)";"WOZ-objecten woningen";"aantal";"12014";"13008";"14535";"15840";"41036";"43431";"44618";"46263";"52883";"53193";"45231";"38840";"35403";"35797";"39057"
"100 000 tot 150 000 euro";"Flevoland (PV)";"Recreatiewoningen en overige woningen";"aantal";"3";"3";"2";"3";"24";"56";"11";"36";"54";"93";"66";"189";"225";"84";"103"
"100 000 tot 150 000 euro";"Flevoland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"713";"683";"695";"667";"246";"258";"256";"243";"100";"98";"57";"72";"53";"47";"40"
"100 000 tot 150 000 euro";"Flevoland (PV)";"Niet-woningen; niet bewoond";"aantal";"768";"812";"882";"925";"1042";"1070";"1188";"1334";"1342";"1391";"1397";"1531";"1594";"1497";"1493"
"100 000 tot 150 000 euro";"Gelderland (PV)";"Totaal WOZ-objecten";"aantal";"145073";"148864";"152488";"155953";"305837";"308498";"309804";"311391";"177517";"178941";"143158";"116302";"108284";"106412";"122557"
"100 000 tot 150 000 euro";"Gelderland (PV)";"WOZ-objecten woningen";"aantal";"128821";"132634";"136191";"139510";"292876";"295276";"296511";"298013";"164832";"166099";"130221";"103409";"95149";"93621";"109660"
"100 000 tot 150 000 euro";"Gelderland (PV)";"Recreatiewoningen en overige woningen";"aantal";"1103";"703";"680";"915";"2068";"2226";"2290";"2349";"3581";"3680";"4055";"4168";"4329";"4259";"4255"
"100 000 tot 150 000 euro";"Gelderland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"8214";"8313";"8127";"8001";"3345";"3206";"3063";"2962";"1190";"1153";"879";"658";"576";"387";"350"
"100 000 tot 150 000 euro";"Gelderland (PV)";"Niet-woningen; niet bewoond";"aantal";"6935";"7214";"7490";"7527";"7548";"7790";"7940";"8067";"7914";"8009";"8003";"8067";"8230";"8145";"8292"
"100 000 tot 150 000 euro";"Utrecht (PV)";"Totaal WOZ-objecten";"aantal";"95055";"97855";"100442";"102605";"191700";"198279";"199721";"201025";"107643";"107930";"80933";"62603";"50405";"46220";"53759"
"100 000 tot 150 000 euro";"Utrecht (PV)";"WOZ-objecten woningen";"aantal";"88508";"91336";"93914";"95872";"185827";"192277";"193621";"194866";"102027";"102288";"75442";"57379";"44989";"40988";"48113"
"100 000 tot 150 000 euro";"Utrecht (PV)";"Recreatiewoningen en overige woningen";"aantal";"446";"447";"473";"482";"587";"545";"560";"558";"446";"457";"490";"431";"467";"454";"470"
"100 000 tot 150 000 euro";"Utrecht (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1750";"1763";"1619";"1658";"550";"556";"541";"532";"181";"174";"125";"85";"68";"61";"63"
"100 000 tot 150 000 euro";"Utrecht (PV)";"Niet-woningen; niet bewoond";"aantal";"4351";"4309";"4436";"4593";"4736";"4901";"4999";"5069";"4989";"5011";"4876";"4708";"4881";"4717";"5113"
"100 000 tot 150 000 euro";"Noord-Holland (PV)";"Totaal WOZ-objecten";"aantal";"169920";"173676";"180712";"184403";"424439";"428707";"431400";"434218";"301336";"300685";"273561";"211103";"175165";"170953";"180176"
"100 000 tot 150 000 euro";"Noord-Holland (PV)";"WOZ-objecten woningen";"aantal";"153525";"156958";"163603";"167250";"405111";"408732";"411560";"414182";"281963";"281405";"254185";"191916";"156470";"152785";"161324"
"100 000 tot 150 000 euro";"Noord-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"1235";"1164";"1237";"1286";"2822";"2868";"2994";"3084";"3892";"3841";"4053";"4005";"4075";"3714";"3879"
"100 000 tot 150 000 euro";"Noord-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"4145";"4352";"4396";"4243";"2081";"2036";"1962";"1840";"855";"834";"516";"394";"311";"198";"202"
"100 000 tot 150 000 euro";"Noord-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"11015";"11202";"11476";"11624";"14425";"15071";"14884";"15112";"14626";"14605";"14807";"14788";"14309";"14256";"14771"
"100 000 tot 150 000 euro";"Zuid-Holland (PV)";"Totaal WOZ-objecten";"aantal";"211820";"217687";"225198";"232376";"475127";"476018";"480333";"484189";"442069";"442406";"426463";"395128";"386081";"376818";"393770"
"100 000 tot 150 000 euro";"Zuid-Holland (PV)";"WOZ-objecten woningen";"aantal";"193710";"199025";"206336";"213311";"455675";"455986";"460081";"463740";"421608";"421965";"406523";"375169";"366716";"358084";"375129"
"100 000 tot 150 000 euro";"Zuid-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"1648";"1727";"1792";"1942";"2541";"2600";"2743";"2766";"3598";"3631";"3607";"3616";"2924";"3300";"2559"
"100 000 tot 150 000 euro";"Zuid-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"3411";"3482";"3404";"3267";"2118";"2063";"1999";"1937";"863";"799";"427";"384";"320";"278";"269"
"100 000 tot 150 000 euro";"Zuid-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"13051";"13453";"13666";"13856";"14793";"15369";"15510";"15746";"16000";"16011";"15906";"15959";"16121";"15156";"15813"
"100 000 tot 150 000 euro";"Zeeland (PV)";"Totaal WOZ-objecten";"aantal";"22801";"23497";"24542";"25318";"41984";"42437";"42934";"43196";"62571";"62679";"56141";"50934";"49573";"49697";"51662"
"100 000 tot 150 000 euro";"Zeeland (PV)";"WOZ-objecten woningen";"aantal";"17811";"18393";"19096";"19765";"34629";"35096";"35662";"35877";"56085";"56130";"49947";"44902";"43644";"43872";"45700"
"100 000 tot 150 000 euro";"Zeeland (PV)";"Recreatiewoningen en overige woningen";"aantal";"1433";"1474";"1893";"2002";"3775";"3793";"3769";"3854";"3926";"3942";"3790";"3699";"3602";"3479";"3436"
"100 000 tot 150 000 euro";"Zeeland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1958";"2001";"1941";"1915";"1827";"1801";"1713";"1641";"647";"610";"310";"148";"119";"87";"91"
"100 000 tot 150 000 euro";"Zeeland (PV)";"Niet-woningen; niet bewoond";"aantal";"1599";"1629";"1612";"1636";"1753";"1747";"1790";"1824";"1913";"1997";"2094";"2185";"2208";"2259";"2435"
"100 000 tot 150 000 euro";"Noord-Brabant (PV)";"Totaal WOZ-objecten";"aantal";"171376";"175774";"180831";"185518";"385677";"386362";"387509";"388588";"209666";"211464";"152383";"117424";"105452";"104544";"120502"
"100 000 tot 150 000 euro";"Noord-Brabant (PV)";"WOZ-objecten woningen";"aantal";"153822";"157805";"163018";"167511";"369752";"370019";"371064";"371922";"192607";"194613";"136796";"102815";"91218";"90582";"105612"
"100 000 tot 150 000 euro";"Noord-Brabant (PV)";"Recreatiewoningen en overige woningen";"aantal";"359";"321";"319";"315";"2870";"3110";"3176";"3193";"5615";"5806";"5062";"4264";"3761";"3783";"4004"
"100 000 tot 150 000 euro";"Noord-Brabant (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"8303";"8345";"7984";"7794";"3097";"3077";"2935";"2835";"1078";"1049";"682";"509";"421";"399";"388"
"100 000 tot 150 000 euro";"Noord-Brabant (PV)";"Niet-woningen; niet bewoond";"aantal";"8892";"9303";"9510";"9898";"9958";"10156";"10334";"10638";"10366";"9996";"9843";"9836";"10052";"9780";"10498"
"100 000 tot 150 000 euro";"Limburg (PV)";"Totaal WOZ-objecten";"aantal";"91058";"93100";"94983";"96847";"192570";"193609";"194361";"194515";"151671";"153010";"140183";"129035";"127208";"127126";"132794"
"100 000 tot 150 000 euro";"Limburg (PV)";"WOZ-objecten woningen";"aantal";"81778";"83628";"85526";"87462";"184765";"185794";"186467";"186707";"144628";"145965";"133479";"122341";"120589";"120825";"126163"
"100 000 tot 150 000 euro";"Limburg (PV)";"Recreatiewoningen en overige woningen";"aantal";"113";"111";"138";"143";"928";"894";"948";"985";"1245";"1257";"1209";"1316";"1223";"1245";"1347"
"100 000 tot 150 000 euro";"Limburg (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"5106";"4880";"4647";"4537";"2157";"2047";"1912";"1771";"738";"705";"425";"277";"288";"211";"235"
"100 000 tot 150 000 euro";"Limburg (PV)";"Niet-woningen; niet bewoond";"aantal";"4061";"4481";"4672";"4705";"4720";"4874";"5034";"5052";"5060";"5083";"5070";"5101";"5108";"4845";"5049"
"100 000 tot 150 000 euro";"Leeuwarden (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"5660";"13168";"13387";"13600";"13722";"21667";"21812";"26064";"26667";"26455";"25966";"26925"
"100 000 tot 150 000 euro";"Leeuwarden (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"4630";"12139";"12352";"12516";"12631";"20567";"20713";"24987";"25668";"25521";"25094";"26048"
"100 000 tot 150 000 euro";"Leeuwarden (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"6";"50";"51";"81";"81";"261";"267";"250";"231";"128";"106";"95"
"100 000 tot 150 000 euro";"Leeuwarden (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"448";"347";"334";"318";"323";"185";"169";"88";"69";"55";"50";"45"
"100 000 tot 150 000 euro";"Leeuwarden (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"576";"632";"650";"685";"687";"654";"663";"739";"699";"751";"716";"737"
"100 000 tot 150 000 euro";"Maastricht (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"18640";"30128";"30179";"30266";"30285";"24181";"24435";"22500";"20388";"19602";"20229";"20879"
"100 000 tot 150 000 euro";"Maastricht (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"17307";"29096";"29139";"29221";"29233";"23236";"23472";"21600";"19502";"18712";"19348";"19961"
"100 000 tot 150 000 euro";"Maastricht (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"7";"13";"13";"15";"12";"19";"20";"29";"22";"26";"24";"29"
"100 000 tot 150 000 euro";"Maastricht (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"571";"211";"206";"200";"178";"111";"94";"44";"41";"32";"36";"36"
"100 000 tot 150 000 euro";"Maastricht (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"755";"808";"821";"830";"862";"815";"849";"827";"823";"832";"821";"853"
"100 000 tot 150 000 euro";"Leeuwarden (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"1989";"5608";"5756";"5849";"5913";"12868";"13011";"17043";"18777";"19108";"18706";"19471"
"100 000 tot 150 000 euro";"Leeuwarden (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"1486";"5079";"5220";"5288";"5353";"12360";"12499";"16484";"18279";"18567";"18210";"18958"
"100 000 tot 150 000 euro";"Leeuwarden (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"2";"13";"12";"42";"42";"11";"11";"13";"12";"12";"12";"9"
"100 000 tot 150 000 euro";"Leeuwarden (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"113";"121";"113";"94";"100";"63";"64";"34";"21";"14";"14";"14"
"100 000 tot 150 000 euro";"Leeuwarden (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"388";"395";"411";"425";"418";"434";"437";"512";"465";"515";"470";"490"
"100 000 tot 150 000 euro";"Maastricht (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"9402";"21890";"21933";"22061";"22067";"20218";"20393";"18908";"17239";"16546";"17063";"17506"
"100 000 tot 150 000 euro";"Maastricht (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"8631";"21209";"21253";"21382";"21386";"19609";"19785";"18350";"16693";"15991";"16501";"16941"
"100 000 tot 150 000 euro";"Maastricht (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"5";"3";"3";"5";"3";"5";"5";"2";"-";"4";"3";"5"
"100 000 tot 150 000 euro";"Maastricht (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"241";"101";"98";"93";"70";"49";"46";"21";"20";"18";"18";"18"
"100 000 tot 150 000 euro";"Maastricht (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"525";"577";"579";"581";"608";"555";"557";"535";"526";"533";"541";"542"
"150 000 tot 200 000 euro";"Nederland";"Totaal WOZ-objecten";"aantal";"346366";"357658";"369926";"381408";"1032631";"1054275";"1074918";"1094278";"1919241";"1934787";"1935999";"1864682";"1806430";"1786198";"1858908"
"150 000 tot 200 000 euro";"Nederland";"WOZ-objecten woningen";"aantal";"275521";"285174";"296487";"307124";"947175";"967647";"988160";"1007166";"1831886";"1847430";"1849102";"1776713";"1717935";"1700782";"1773166"
"150 000 tot 200 000 euro";"Nederland";"Recreatiewoningen en overige woningen";"aantal";"2085";"1816";"2093";"2316";"7252";"7692";"7930";"8446";"15546";"15868";"18193";"20385";"20854";"20637";"19915"
"150 000 tot 200 000 euro";"Nederland";"Niet-woningen; gedeeltelijk bewoond";"aantal";"29821";"30217";"29968";"29608";"28896";"28357";"27383";"26625";"16932";"16079";"11505";"8690";"7428";"6107";"5713"
"150 000 tot 200 000 euro";"Nederland";"Niet-woningen; niet bewoond";"aantal";"38939";"40451";"41378";"42360";"49308";"50579";"51445";"52041";"54877";"55410";"57199";"58894";"60213";"58672";"60114"
"150 000 tot 200 000 euro";"Groningen (PV)";"Totaal WOZ-objecten";"aantal";"5060";"5255";"5497";"5906";"18260";"19087";"19888";"20391";"42954";"43601";"49909";"59789";"63291";"63227";"61539"
"150 000 tot 200 000 euro";"Groningen (PV)";"WOZ-objecten woningen";"aantal";"3218";"3365";"3567";"3897";"14998";"15793";"16550";"17082";"39154";"39817";"45948";"55014";"58341";"58451";"56887"
"150 000 tot 200 000 euro";"Groningen (PV)";"Recreatiewoningen en overige woningen";"aantal";"34";"33";"35";"38";"218";"217";"235";"208";"491";"486";"881";"1776";"1995";"1973";"1985"
"150 000 tot 200 000 euro";"Groningen (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"613";"682";"683";"721";"1473";"1456";"1436";"1412";"1567";"1526";"1191";"1068";"951";"802";"698"
"150 000 tot 200 000 euro";"Groningen (PV)";"Niet-woningen; niet bewoond";"aantal";"1195";"1175";"1212";"1250";"1571";"1621";"1667";"1689";"1742";"1772";"1889";"1931";"2004";"2001";"1969"
"150 000 tot 200 000 euro";"Friesland (PV)";"Totaal WOZ-objecten";"aantal";"6620";"7026";"7445";"7981";"30030";"30973";"31928";"32826";"53081";"53689";"58411";"63182";"65573";"66314";"65244"
"150 000 tot 200 000 euro";"Friesland (PV)";"WOZ-objecten woningen";"aantal";"3072";"3461";"3766";"4182";"24351";"25271";"26142";"27012";"47846";"48518";"53563";"58645";"60857";"61776";"60582"
"150 000 tot 200 000 euro";"Friesland (PV)";"Recreatiewoningen en overige woningen";"aantal";"282";"299";"314";"328";"1509";"1535";"1607";"1656";"1250";"1323";"1302";"1254";"1454";"1371";"1500"
"150 000 tot 200 000 euro";"Friesland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1886";"1836";"1948";"1971";"2221";"2207";"2129";"2070";"1789";"1583";"1066";"728";"640";"565";"556"
"150 000 tot 200 000 euro";"Friesland (PV)";"Niet-woningen; niet bewoond";"aantal";"1380";"1430";"1417";"1500";"1949";"1960";"2050";"2088";"2196";"2265";"2480";"2555";"2622";"2602";"2606"
"150 000 tot 200 000 euro";"Drenthe (PV)";"Totaal WOZ-objecten";"aantal";"8314";"8690";"9049";"9460";"27497";"28094";"28896";"29479";"45585";"46239";"47866";"50695";"51756";"51784";"52366"
"150 000 tot 200 000 euro";"Drenthe (PV)";"WOZ-objecten woningen";"aantal";"6029";"6301";"6635";"7005";"24462";"25055";"25827";"26371";"41919";"42526";"44277";"47212";"48247";"48451";"49022"
"150 000 tot 200 000 euro";"Drenthe (PV)";"Recreatiewoningen en overige woningen";"aantal";"26";"23";"21";"22";"129";"124";"133";"183";"826";"902";"1020";"1119";"1302";"1194";"1217"
"150 000 tot 200 000 euro";"Drenthe (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1207";"1320";"1332";"1337";"1582";"1556";"1531";"1499";"1362";"1306";"942";"753";"580";"533";"494"
"150 000 tot 200 000 euro";"Drenthe (PV)";"Niet-woningen; niet bewoond";"aantal";"1052";"1046";"1061";"1096";"1324";"1359";"1405";"1426";"1478";"1505";"1627";"1611";"1627";"1606";"1633"
"150 000 tot 200 000 euro";"Overijssel (PV)";"Totaal WOZ-objecten";"aantal";"18363";"19169";"19926";"20631";"61170";"62381";"63962";"65059";"112814";"114340";"124534";"127613";"127214";"126307";"129145"
"150 000 tot 200 000 euro";"Overijssel (PV)";"WOZ-objecten woningen";"aantal";"12449";"13062";"13743";"14393";"54306";"55519";"57091";"58209";"106215";"107665";"117906";"121110";"120880";"120011";"122734"
"150 000 tot 200 000 euro";"Overijssel (PV)";"Recreatiewoningen en overige woningen";"aantal";"56";"44";"47";"47";"372";"392";"443";"459";"1032";"1157";"1423";"1441";"1443";"1562";"1661"
"150 000 tot 200 000 euro";"Overijssel (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"3291";"3283";"3262";"3254";"3252";"3199";"3050";"2975";"1955";"1871";"1461";"1203";"1021";"806";"721"
"150 000 tot 200 000 euro";"Overijssel (PV)";"Niet-woningen; niet bewoond";"aantal";"2567";"2780";"2874";"2937";"3240";"3271";"3378";"3416";"3612";"3647";"3744";"3859";"3870";"3928";"4029"
"150 000 tot 200 000 euro";"Flevoland (PV)";"Totaal WOZ-objecten";"aantal";"4285";"4622";"5068";"5419";"12574";"13959";"14763";"15578";"44379";"45038";"52353";"56468";"58432";"57940";"57673"
"150 000 tot 200 000 euro";"Flevoland (PV)";"WOZ-objecten woningen";"aantal";"2904";"3223";"3594";"3997";"11470";"12848";"13600";"14381";"43286";"43914";"51182";"55168";"57181";"56800";"56484"
"150 000 tot 200 000 euro";"Flevoland (PV)";"Recreatiewoningen en overige woningen";"aantal";"1";"1";"2";"3";"3";"13";"7";"22";"16";"33";"28";"89";"80";"31";"51"
"150 000 tot 200 000 euro";"Flevoland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"791";"775";"815";"716";"422";"405";"422";"394";"120";"120";"105";"89";"87";"85";"85"
"150 000 tot 200 000 euro";"Flevoland (PV)";"Niet-woningen; niet bewoond";"aantal";"589";"623";"657";"703";"679";"693";"734";"781";"957";"971";"1038";"1122";"1084";"1024";"1053"
"150 000 tot 200 000 euro";"Gelderland (PV)";"Totaal WOZ-objecten";"aantal";"52189";"53763";"55303";"56539";"130810";"132697";"134004";"135582";"251047";"251593";"248756";"229447";"218821";"216615";"225294"
"150 000 tot 200 000 euro";"Gelderland (PV)";"WOZ-objecten woningen";"aantal";"41890";"43375";"44730";"46022";"119824";"121678";"123053";"124647";"240852";"241358";"238880";"219800";"209194";"207699";"216462"
"150 000 tot 200 000 euro";"Gelderland (PV)";"Recreatiewoningen en overige woningen";"aantal";"431";"184";"221";"216";"600";"673";"695";"706";"1701";"1728";"1847";"1990";"2112";"1828";"1629"
"150 000 tot 200 000 euro";"Gelderland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"5398";"5585";"5601";"5473";"4859";"4622";"4470";"4399";"2408";"2295";"1744";"1293";"1130";"765";"680"
"150 000 tot 200 000 euro";"Gelderland (PV)";"Niet-woningen; niet bewoond";"aantal";"4470";"4619";"4751";"4828";"5527";"5724";"5786";"5830";"6086";"6212";"6285";"6364";"6385";"6323";"6523"
"150 000 tot 200 000 euro";"Utrecht (PV)";"Totaal WOZ-objecten";"aantal";"34642";"35438";"35974";"37064";"92485";"94733";"96508";"97869";"153038";"154084";"134078";"116263";"109961";"109943";"114322"
"150 000 tot 200 000 euro";"Utrecht (PV)";"WOZ-objecten woningen";"aantal";"29810";"30586";"31194";"32178";"87877";"89803";"91651";"92956";"148638";"149667";"129395";"111532";"105079";"105500";"109611"
"150 000 tot 200 000 euro";"Utrecht (PV)";"Recreatiewoningen en overige woningen";"aantal";"138";"171";"219";"195";"338";"513";"411";"416";"285";"289";"339";"378";"363";"341";"414"
"150 000 tot 200 000 euro";"Utrecht (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1669";"1630";"1478";"1513";"864";"868";"836";"833";"422";"404";"322";"207";"157";"103";"114"
"150 000 tot 200 000 euro";"Utrecht (PV)";"Niet-woningen; niet bewoond";"aantal";"3025";"3051";"3083";"3178";"3406";"3549";"3610";"3664";"3693";"3724";"4022";"4146";"4362";"3999";"4183"
"150 000 tot 200 000 euro";"Noord-Holland (PV)";"Totaal WOZ-objecten";"aantal";"53431";"54827";"56495";"57754";"203343";"207645";"210963";"214472";"354130";"356049";"353454";"334701";"310241";"309036";"328786"
"150 000 tot 200 000 euro";"Noord-Holland (PV)";"WOZ-objecten woningen";"aantal";"43887";"45063";"46599";"47748";"190009";"194068";"197389";"200739";"339612";"341640";"339314";"320014";"295754";"294845";"314470"
"150 000 tot 200 000 euro";"Noord-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"145";"117";"88";"92";"787";"844";"902";"1042";"2480";"2353";"2223";"2506";"2493";"2501";"2307"
"150 000 tot 200 000 euro";"Noord-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"2550";"2711";"2703";"2680";"2742";"2682";"2562";"2460";"1378";"1353";"1002";"769";"587";"455";"423"
"150 000 tot 200 000 euro";"Noord-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"6849";"6936";"7105";"7234";"9805";"10051";"10110";"10231";"10660";"10703";"10915";"11412";"11407";"11235";"11586"
"150 000 tot 200 000 euro";"Zuid-Holland (PV)";"Totaal WOZ-objecten";"aantal";"64293";"66438";"69393";"71445";"191451";"195253";"200431";"205258";"381802";"386362";"370405";"359408";"355875";"342574";"360829"
"150 000 tot 200 000 euro";"Zuid-Holland (PV)";"WOZ-objecten woningen";"aantal";"53289";"55185";"58004";"59957";"177861";"181299";"186422";"191025";"366970";"371474";"355064";"343915";"340174";"327319";"345871"
"150 000 tot 200 000 euro";"Zuid-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"470";"359";"359";"457";"1397";"1392";"1435";"1619";"2149";"2141";"2526";"2603";"2373";"2574";"2074"
"150 000 tot 200 000 euro";"Zuid-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"2236";"2281";"2257";"2163";"2324";"2332";"2265";"2179";"1187";"1102";"754";"606";"461";"453";"407"
"150 000 tot 200 000 euro";"Zuid-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"8298";"8613";"8773";"8868";"9869";"10230";"10309";"10435";"11496";"11645";"12061";"12284";"12867";"12228";"12477"
"150 000 tot 200 000 euro";"Zeeland (PV)";"Totaal WOZ-objecten";"aantal";"6665";"7121";"7678";"8263";"18027";"18401";"18947";"19554";"32461";"33000";"40191";"44493";"46232";"46566";"46229"
"150 000 tot 200 000 euro";"Zeeland (PV)";"WOZ-objecten woningen";"aantal";"4600";"4827";"5155";"5557";"14237";"14613";"15112";"15679";"27997";"28465";"35499";"40004";"41735";"42232";"41846"
"150 000 tot 200 000 euro";"Zeeland (PV)";"Recreatiewoningen en overige woningen";"aantal";"256";"422";"627";"762";"1272";"1275";"1296";"1340";"2133";"2221";"2677";"2695";"2686";"2609";"2551"
"150 000 tot 200 000 euro";"Zeeland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"841";"872";"871";"903";"1301";"1294";"1249";"1223";"924";"900";"526";"279";"234";"213";"219"
