"Waardeklasse WOZ-objecten";"Perioden";"Regio's";"Totaal WOZ-objecten (aantal)";"WOZ-objecten woningen (aantal)";"Recreatiewoningen en overige woningen (aantal)";"Niet-woningen; gedeeltelijk bewoond (aantal)";"Niet-woningen; niet bewoond (aantal)"
"250 000 tot 300 000 euro";"2006";"Drenthe (PV)";"   16897";"   15045";"      58";"     965";"     829"
"250 000 tot 300 000 euro";"2007";"Drenthe (PV)";"   19234";"   17218";"      79";"    1057";"     880"
"250 000 tot 300 000 euro";"2008";"Drenthe (PV)";"   21327";"   19302";"     148";"     947";"     930"
"250 000 tot 300 000 euro";"2009";"Drenthe (PV)";"   22671";"   20672";"     185";"     857";"     957"
"250 000 tot 300 000 euro";"2010*";"Drenthe (PV)";"   22484";"   20556";"     204";"     755";"     969"
"250 000 tot 300 000 euro";"2011*";"Drenthe (PV)";"   22271";"   20403";"     128";"     747";"     993"
"250 000 tot 300 000 euro";"1997";"Overijssel (PV)";"    2834";"     890";"       8";"     763";"    1173"
"250 000 tot 300 000 euro";"1998";"Overijssel (PV)";"    2898";"     884";"       6";"     757";"    1251"
"250 000 tot 300 000 euro";"1999";"Overijssel (PV)";"    2981";"     917";"       5";"     772";"    1287"
"250 000 tot 300 000 euro";"2000";"Overijssel (PV)";"    3131";"     979";"       6";"     818";"    1328"
"250 000 tot 300 000 euro";"2001";"Overijssel (PV)";"   14478";"   10646";"      27";"    2087";"    1718"
"250 000 tot 300 000 euro";"2002";"Overijssel (PV)";"   14850";"   10979";"      29";"    2104";"    1738"
"250 000 tot 300 000 euro";"2003";"Overijssel (PV)";"   15280";"   11369";"      30";"    2057";"    1824"
"250 000 tot 300 000 euro";"2004";"Overijssel (PV)";"   15778";"   11867";"      34";"    2032";"    1845"
"250 000 tot 300 000 euro";"2005";"Overijssel (PV)";"   36830";"   32455";"     153";"    2136";"    2086"
"250 000 tot 300 000 euro";"2006";"Overijssel (PV)";"   37403";"   33031";"     200";"    2062";"    2110"
"250 000 tot 300 000 euro";"2007";"Overijssel (PV)";"   43802";"   39412";"     227";"    1970";"    2193"
"250 000 tot 300 000 euro";"2008";"Overijssel (PV)";"   48993";"   44640";"     276";"    1839";"    2238"
"250 000 tot 300 000 euro";"2009";"Overijssel (PV)";"   50566";"   46388";"     258";"    1640";"    2280"
"250 000 tot 300 000 euro";"2010*";"Overijssel (PV)";"   51382";"   47250";"     221";"    1524";"    2387"
"250 000 tot 300 000 euro";"2011*";"Overijssel (PV)";"   49790";"   45759";"     183";"    1377";"    2471"
"250 000 tot 300 000 euro";"1997";"Flevoland (PV)";"     732";"     232";"       -";"     231";"     269"
"250 000 tot 300 000 euro";"1998";"Flevoland (PV)";"     767";"     256";"       -";"     227";"     284"
"250 000 tot 300 000 euro";"1999";"Flevoland (PV)";"     832";"     282";"       -";"     254";"     296"
"250 000 tot 300 000 euro";"2000";"Flevoland (PV)";"     887";"     308";"       1";"     264";"     314"
"250 000 tot 300 000 euro";"2001";"Flevoland (PV)";"    3193";"    2212";"       4";"     533";"     444"
"250 000 tot 300 000 euro";"2002";"Flevoland (PV)";"    3536";"    2526";"       -";"     538";"     472"
"250 000 tot 300 000 euro";"2003";"Flevoland (PV)";"    3818";"    2780";"       -";"     542";"     496"
"250 000 tot 300 000 euro";"2004";"Flevoland (PV)";"    3970";"    2913";"      13";"     531";"     513"
"250 000 tot 300 000 euro";"2005";"Flevoland (PV)";"    8123";"    7306";"       9";"     291";"     517"
"250 000 tot 300 000 euro";"2006";"Flevoland (PV)";"    8311";"    7412";"      49";"     302";"     548"
"250 000 tot 300 000 euro";"2007";"Flevoland (PV)";"    9857";"    9021";"      39";"     167";"     630"
"250 000 tot 300 000 euro";"2008";"Flevoland (PV)";"   11427";"   10598";"      66";"     116";"     647"
"250 000 tot 300 000 euro";"2009";"Flevoland (PV)";"   12655";"   11882";"      64";"      70";"     639"
"250 000 tot 300 000 euro";"2010*";"Flevoland (PV)";"   12131";"   11397";"      32";"      86";"     616"
"250 000 tot 300 000 euro";"2011*";"Flevoland (PV)";"   11910";"   11127";"      44";"      93";"     646"
"250 000 tot 300 000 euro";"1997";"Gelderland (PV)";"    6974";"    3545";"      47";"    1305";"    2077"
"250 000 tot 300 000 euro";"1998";"Gelderland (PV)";"    7164";"    3598";"      11";"    1385";"    2170"
"250 000 tot 300 000 euro";"1999";"Gelderland (PV)";"    7385";"    3708";"      18";"    1430";"    2229"
"250 000 tot 300 000 euro";"2000";"Gelderland (PV)";"    7658";"    3922";"      13";"    1437";"    2286"
"250 000 tot 300 000 euro";"2001";"Gelderland (PV)";"   41309";"   34965";"     116";"    3142";"    3086"
"250 000 tot 300 000 euro";"2002";"Gelderland (PV)";"   41959";"   35619";"     140";"    3043";"    3157"
"250 000 tot 300 000 euro";"2003";"Gelderland (PV)";"   42641";"   36237";"     150";"    2994";"    3260"
"250 000 tot 300 000 euro";"2004";"Gelderland (PV)";"   43274";"   36869";"     149";"    2967";"    3289"
"250 000 tot 300 000 euro";"2005";"Gelderland (PV)";"   78210";"   71263";"     266";"    2999";"    3682"
"250 000 tot 300 000 euro";"2006";"Gelderland (PV)";"   79455";"   72539";"     287";"    2900";"    3729"
"250 000 tot 300 000 euro";"2007";"Gelderland (PV)";"   86376";"   79888";"     245";"    2422";"    3821"
"250 000 tot 300 000 euro";"2008";"Gelderland (PV)";"   93665";"   87421";"     289";"    2023";"    3932"
"250 000 tot 300 000 euro";"2009";"Gelderland (PV)";"   99007";"   92606";"     461";"    1936";"    4004"
"250 000 tot 300 000 euro";"2010*";"Gelderland (PV)";"  100420";"   94198";"     529";"    1820";"    3873"
"250 000 tot 300 000 euro";"2011*";"Gelderland (PV)";"   97583";"   91490";"     394";"    1762";"    3937"
"250 000 tot 300 000 euro";"1997";"Utrecht (PV)";"    7214";"    4959";"      41";"     672";"    1542"
"250 000 tot 300 000 euro";"1998";"Utrecht (PV)";"    7404";"    5096";"      39";"     693";"    1576"
"250 000 tot 300 000 euro";"1999";"Utrecht (PV)";"    7450";"    5155";"      31";"     644";"    1620"
"250 000 tot 300 000 euro";"2000";"Utrecht (PV)";"    7637";"    5282";"      43";"     661";"    1651"
"250 000 tot 300 000 euro";"2001";"Utrecht (PV)";"   24614";"   21756";"      58";"     850";"    1950"
"250 000 tot 300 000 euro";"2002";"Utrecht (PV)";"   25123";"   22206";"      55";"     857";"    2005"
"250 000 tot 300 000 euro";"2003";"Utrecht (PV)";"   25613";"   22680";"      55";"     825";"    2053"
"250 000 tot 300 000 euro";"2004";"Utrecht (PV)";"   25899";"   22942";"      55";"     822";"    2080"
"250 000 tot 300 000 euro";"2005";"Utrecht (PV)";"   39153";"   35973";"     390";"     593";"    2197"
"250 000 tot 300 000 euro";"2006";"Utrecht (PV)";"   40004";"   36837";"     387";"     581";"    2199"
"250 000 tot 300 000 euro";"2007";"Utrecht (PV)";"   50039";"   46825";"     396";"     446";"    2372"
"250 000 tot 300 000 euro";"2008";"Utrecht (PV)";"   66116";"   62951";"     390";"     356";"    2419"
"250 000 tot 300 000 euro";"2009";"Utrecht (PV)";"   78319";"   75101";"     417";"     327";"    2474"
"250 000 tot 300 000 euro";"2010*";"Utrecht (PV)";"   83127";"   80078";"     423";"     289";"    2337"
"250 000 tot 300 000 euro";"2011*";"Utrecht (PV)";"   78355";"   75257";"     392";"     297";"    2409"
"250 000 tot 300 000 euro";"1997";"Noord-Holland (PV)";"   11604";"    7452";"      76";"     694";"    3382"
"250 000 tot 300 000 euro";"1998";"Noord-Holland (PV)";"   11761";"    7514";"      71";"     750";"    3426"
"250 000 tot 300 000 euro";"1999";"Noord-Holland (PV)";"   12089";"    7782";"      22";"     807";"    3478"
"250 000 tot 300 000 euro";"2000";"Noord-Holland (PV)";"   12283";"    7934";"      22";"     811";"    3516"
"250 000 tot 300 000 euro";"2001";"Noord-Holland (PV)";"   42428";"   35826";"      46";"    1494";"    5062"
"250 000 tot 300 000 euro";"2002";"Noord-Holland (PV)";"   43976";"   37259";"      49";"    1470";"    5198"
"250 000 tot 300 000 euro";"2003";"Noord-Holland (PV)";"   45065";"   38315";"      52";"    1448";"    5250"
"250 000 tot 300 000 euro";"2004";"Noord-Holland (PV)";"   45856";"   39107";"      66";"    1380";"    5303"
"250 000 tot 300 000 euro";"2005";"Noord-Holland (PV)";"  113518";"  106007";"     322";"    1474";"    5715"
"250 000 tot 300 000 euro";"2006";"Noord-Holland (PV)";"  115397";"  107885";"     323";"    1439";"    5750"
"250 000 tot 300 000 euro";"2007";"Noord-Holland (PV)";"  128189";"  120359";"     621";"    1185";"    6024"
"250 000 tot 300 000 euro";"2008";"Noord-Holland (PV)";"  154751";"  146785";"     628";"    1036";"    6302"
"250 000 tot 300 000 euro";"2009";"Noord-Holland (PV)";"  176610";"  168296";"    1013";"     903";"    6398"
"250 000 tot 300 000 euro";"2010*";"Noord-Holland (PV)";"  176314";"  168415";"     945";"     838";"    6116"
"250 000 tot 300 000 euro";"2011*";"Noord-Holland (PV)";"  166762";"  158996";"     919";"     772";"    6075"
"250 000 tot 300 000 euro";"1997";"Zuid-Holland (PV)";"   12682";"    7789";"      69";"     737";"    4087"
"250 000 tot 300 000 euro";"1998";"Zuid-Holland (PV)";"   13027";"    7966";"      56";"     778";"    4227"
"250 000 tot 300 000 euro";"1999";"Zuid-Holland (PV)";"   13297";"    8182";"      53";"     771";"    4291"
"250 000 tot 300 000 euro";"2000";"Zuid-Holland (PV)";"   13542";"    8463";"      59";"     690";"    4330"
"250 000 tot 300 000 euro";"2001";"Zuid-Holland (PV)";"   40229";"   33595";"     197";"    1253";"    5184"
"250 000 tot 300 000 euro";"2002";"Zuid-Holland (PV)";"   41320";"   34450";"     204";"    1259";"    5407"
"250 000 tot 300 000 euro";"2003";"Zuid-Holland (PV)";"   42516";"   35593";"     203";"    1257";"    5463"
"250 000 tot 300 000 euro";"2004";"Zuid-Holland (PV)";"   43978";"   36953";"     244";"    1230";"    5551"
"250 000 tot 300 000 euro";"2005";"Zuid-Holland (PV)";"   99629";"   91325";"     614";"    1360";"    6330"
"250 000 tot 300 000 euro";"2006";"Zuid-Holland (PV)";"  101613";"   93340";"     621";"    1294";"    6358"
"250 000 tot 300 000 euro";"2007";"Zuid-Holland (PV)";"  124757";"  115829";"     997";"    1167";"    6764"
"250 000 tot 300 000 euro";"2008";"Zuid-Holland (PV)";"  151666";"  142864";"     873";"    1035";"    6894"
"250 000 tot 300 000 euro";"2009";"Zuid-Holland (PV)";"  165676";"  157032";"     773";"     839";"    7032"
"250 000 tot 300 000 euro";"2010*";"Zuid-Holland (PV)";"  165081";"  156454";"    1070";"     854";"    6703"
"250 000 tot 300 000 euro";"2011*";"Zuid-Holland (PV)";"  158825";"  150443";"     903";"     746";"    6733"
"250 000 tot 300 000 euro";"1997";"Zeeland (PV)";"    1004";"     364";"      28";"     175";"     437"
"250 000 tot 300 000 euro";"1998";"Zeeland (PV)";"    1033";"     369";"      31";"     167";"     466"
"250 000 tot 300 000 euro";"1999";"Zeeland (PV)";"    1092";"     410";"      34";"     176";"     472"
"250 000 tot 300 000 euro";"2000";"Zeeland (PV)";"    1151";"     444";"      36";"     180";"     491"
"250 000 tot 300 000 euro";"2001";"Zeeland (PV)";"    3197";"    1997";"     172";"     388";"     640"
"250 000 tot 300 000 euro";"2002";"Zeeland (PV)";"    3318";"    2067";"     182";"     410";"     659"
"250 000 tot 300 000 euro";"2003";"Zeeland (PV)";"    3445";"    2160";"     181";"     406";"     698"
"250 000 tot 300 000 euro";"2004";"Zeeland (PV)";"    3558";"    2289";"     178";"     401";"     690"
"250 000 tot 300 000 euro";"2005";"Zeeland (PV)";"   12218";"   10061";"     654";"     766";"     737"
"250 000 tot 300 000 euro";"2006";"Zeeland (PV)";"   12401";"   10273";"     653";"     724";"     751"
"250 000 tot 300 000 euro";"2007";"Zeeland (PV)";"   15150";"   13062";"     755";"     507";"     826"
"250 000 tot 300 000 euro";"2008";"Zeeland (PV)";"   16681";"   14665";"     796";"     360";"     860"
"250 000 tot 300 000 euro";"2009";"Zeeland (PV)";"   17659";"   15527";"     875";"     346";"     911"
"250 000 tot 300 000 euro";"2010*";"Zeeland (PV)";"   17338";"   15310";"     842";"     323";"     863"
"250 000 tot 300 000 euro";"2011*";"Zeeland (PV)";"   17172";"   15104";"     826";"     331";"     911"
"250 000 tot 300 000 euro";"1997";"Noord-Brabant (PV)";"   10900";"    5568";"      13";"    2556";"    2763"
"250 000 tot 300 000 euro";"1998";"Noord-Brabant (PV)";"   11092";"    5647";"      11";"    2537";"    2897"
"250 000 tot 300 000 euro";"1999";"Noord-Brabant (PV)";"   11304";"    5784";"       9";"    2574";"    2937"
"250 000 tot 300 000 euro";"2000";"Noord-Brabant (PV)";"   11649";"    5988";"       9";"    2602";"    3050"
"250 000 tot 300 000 euro";"2001";"Noord-Brabant (PV)";"   51578";"   42957";"      48";"    4351";"    4222"
"250 000 tot 300 000 euro";"2002";"Noord-Brabant (PV)";"   52486";"   43898";"      48";"    4283";"    4257"
"250 000 tot 300 000 euro";"2003";"Noord-Brabant (PV)";"   53477";"   44955";"      51";"    4128";"    4343"
"250 000 tot 300 000 euro";"2004";"Noord-Brabant (PV)";"   54369";"   45936";"      56";"    4006";"    4371"
"250 000 tot 300 000 euro";"2005";"Noord-Brabant (PV)";"  102277";"   94107";"     234";"    3218";"    4718"
"250 000 tot 300 000 euro";"2006";"Noord-Brabant (PV)";"  103819";"   95746";"     239";"    3086";"    4748"
"250 000 tot 300 000 euro";"2007";"Noord-Brabant (PV)";"  112622";"  105166";"     422";"    2107";"    4927"
"250 000 tot 300 000 euro";"2008";"Noord-Brabant (PV)";"  123912";"  116531";"     556";"    1673";"    5152"
"250 000 tot 300 000 euro";"2009";"Noord-Brabant (PV)";"  131710";"  124203";"     687";"    1569";"    5251"
"250 000 tot 300 000 euro";"2010*";"Noord-Brabant (PV)";"  133217";"  125980";"     735";"    1396";"    5106"
"250 000 tot 300 000 euro";"2011*";"Noord-Brabant (PV)";"  130831";"  123744";"     606";"    1385";"    5096"
"250 000 tot 300 000 euro";"1997";"Limburg (PV)";"    3032";"    1061";"      13";"     841";"    1117"
"250 000 tot 300 000 euro";"1998";"Limburg (PV)";"    3117";"    1091";"       8";"     807";"    1211"
"250 000 tot 300 000 euro";"1999";"Limburg (PV)";"    3144";"    1116";"      12";"     749";"    1267"
"250 000 tot 300 000 euro";"2000";"Limburg (PV)";"    3238";"    1182";"      13";"     744";"    1299"
"250 000 tot 300 000 euro";"2001";"Limburg (PV)";"   17006";"   13816";"      26";"    1445";"    1719"
"250 000 tot 300 000 euro";"2002";"Limburg (PV)";"   17470";"   14246";"      22";"    1426";"    1776"
"250 000 tot 300 000 euro";"2003";"Limburg (PV)";"   17961";"   14723";"      21";"    1383";"    1834"
"250 000 tot 300 000 euro";"2004";"Limburg (PV)";"   18352";"   15127";"      23";"    1346";"    1856"
"250 000 tot 300 000 euro";"2005";"Limburg (PV)";"   37435";"   33821";"      40";"    1552";"    2022"
"250 000 tot 300 000 euro";"2006";"Limburg (PV)";"   37732";"   34174";"      37";"    1482";"    2039"
"250 000 tot 300 000 euro";"2007";"Limburg (PV)";"   43914";"   40376";"      61";"    1388";"    2089"
"250 000 tot 300 000 euro";"2008";"Limburg (PV)";"   46189";"   43016";"      80";"     991";"    2102"
"250 000 tot 300 000 euro";"2009";"Limburg (PV)";"   48262";"   44898";"      85";"    1128";"    2151"
"250 000 tot 300 000 euro";"2010*";"Limburg (PV)";"   47852";"   44677";"      98";"     924";"    2153"
"250 000 tot 300 000 euro";"2011*";"Limburg (PV)";"   45886";"   42705";"      58";"     913";"    2210"
"250 000 tot 300 000 euro";"1997";"Leeuwarden (SG)";"";"";"";"";""
"250 000 tot 300 000 euro";"1998";"Leeuwarden (SG)";"";"";"";"";""
"250 000 tot 300 000 euro";"1999";"Leeuwarden (SG)";"";"";"";"";""
"250 000 tot 300 000 euro";"2000";"Leeuwarden (SG)";"     248";"      24";"       -";"      63";"     161"
"250 000 tot 300 000 euro";"2001";"Leeuwarden (SG)";"     773";"     404";"       2";"     158";"     209"
"250 000 tot 300 000 euro";"2002";"Leeuwarden (SG)";"     825";"     442";"       2";"     164";"     217"
"250 000 tot 300 000 euro";"2003";"Leeuwarden (SG)";"     869";"     473";"       2";"     165";"     229"
"250 000 tot 300 000 euro";"2004";"Leeuwarden (SG)";"     928";"     511";"       2";"     169";"     246"
"250 000 tot 300 000 euro";"2005";"Leeuwarden (SG)";"    3480";"    3070";"       3";"     139";"     268"
"250 000 tot 300 000 euro";"2006";"Leeuwarden (SG)";"    3589";"    3197";"       3";"     109";"     280"
"250 000 tot 300 000 euro";"2007";"Leeuwarden (SG)";"    4552";"    4046";"       6";"     189";"     311"
"250 000 tot 300 000 euro";"2008";"Leeuwarden (SG)";"    5224";"    4691";"       4";"     175";"     354"
"250 000 tot 300 000 euro";"2009";"Leeuwarden (SG)";"    5395";"    4842";"      22";"     167";"     364"
"250 000 tot 300 000 euro";"2010*";"Leeuwarden (SG)";"    5517";"    4965";"      21";"     173";"     358"
"250 000 tot 300 000 euro";"2011*";"Leeuwarden (SG)";"    5357";"    4798";"      27";"     158";"     374"
"250 000 tot 300 000 euro";"1997";"Maastricht (SG)";"";"";"";"";""
"250 000 tot 300 000 euro";"1998";"Maastricht (SG)";"";"";"";"";""
"250 000 tot 300 000 euro";"1999";"Maastricht (SG)";"";"";"";"";""
"250 000 tot 300 000 euro";"2000";"Maastricht (SG)";"     606";"     291";"       2";"     104";"     209"
"250 000 tot 300 000 euro";"2001";"Maastricht (SG)";"    3252";"    2753";"       1";"     197";"     301"
"250 000 tot 300 000 euro";"2002";"Maastricht (SG)";"    3283";"    2781";"       1";"     193";"     308"
"250 000 tot 300 000 euro";"2003";"Maastricht (SG)";"    3384";"    2881";"       2";"     190";"     311"
"250 000 tot 300 000 euro";"2004";"Maastricht (SG)";"    3389";"    2894";"       3";"     180";"     312"
"250 000 tot 300 000 euro";"2005";"Maastricht (SG)";"    6866";"    6313";"       2";"     214";"     337"
"250 000 tot 300 000 euro";"2006";"Maastricht (SG)";"    6884";"    6354";"       2";"     175";"     353"
"250 000 tot 300 000 euro";"2007";"Maastricht (SG)";"    8533";"    8024";"       1";"     148";"     360"
"250 000 tot 300 000 euro";"2008";"Maastricht (SG)";"    9490";"    8990";"       1";"     151";"     348"
"250 000 tot 300 000 euro";"2009";"Maastricht (SG)";"    9754";"    9263";"       2";"     153";"     336"
"250 000 tot 300 000 euro";"2010*";"Maastricht (SG)";"    9584";"    9066";"       2";"     154";"     362"
"250 000 tot 300 000 euro";"2011*";"Maastricht (SG)";"    9124";"    8595";"       2";"     148";"     379"
"250 000 tot 300 000 euro";"1997";"Leeuwarden (GA)";"";"";"";"";""
"250 000 tot 300 000 euro";"1998";"Leeuwarden (GA)";"";"";"";"";""
"250 000 tot 300 000 euro";"1999";"Leeuwarden (GA)";"";"";"";"";""
"250 000 tot 300 000 euro";"2000";"Leeuwarden (GA)";"     128";"      16";"       -";"       2";"     110"
"250 000 tot 300 000 euro";"2001";"Leeuwarden (GA)";"     384";"     198";"       2";"      28";"     156"
"250 000 tot 300 000 euro";"2002";"Leeuwarden (GA)";"     420";"     228";"       2";"      28";"     162"
"250 000 tot 300 000 euro";"2003";"Leeuwarden (GA)";"     447";"     250";"       2";"      32";"     163"
"250 000 tot 300 000 euro";"2004";"Leeuwarden (GA)";"     481";"     271";"       2";"      33";"     175"
"250 000 tot 300 000 euro";"2005";"Leeuwarden (GA)";"    1320";"    1109";"       -";"      42";"     169"
"250 000 tot 300 000 euro";"2006";"Leeuwarden (GA)";"    1409";"    1192";"       -";"      42";"     175"
"250 000 tot 300 000 euro";"2007";"Leeuwarden (GA)";"    1862";"    1609";"       -";"      46";"     207"
"250 000 tot 300 000 euro";"2008";"Leeuwarden (GA)";"    2266";"    1973";"       1";"      48";"     244"
"250 000 tot 300 000 euro";"2009";"Leeuwarden (GA)";"    2319";"    2023";"       1";"      39";"     256"
"250 000 tot 300 000 euro";"2010*";"Leeuwarden (GA)";"    2401";"    2117";"       1";"      40";"     243"
"250 000 tot 300 000 euro";"2011*";"Leeuwarden (GA)";"    2322";"    2016";"       -";"      40";"     266"
"250 000 tot 300 000 euro";"1997";"Maastricht (GA)";"";"";"";"";""
"250 000 tot 300 000 euro";"1998";"Maastricht (GA)";"";"";"";"";""
"250 000 tot 300 000 euro";"1999";"Maastricht (GA)";"";"";"";"";""
"250 000 tot 300 000 euro";"2000";"Maastricht (GA)";"     384";"     178";"       1";"      49";"     156"
"250 000 tot 300 000 euro";"2001";"Maastricht (GA)";"    1529";"    1230";"       -";"      86";"     213"
"250 000 tot 300 000 euro";"2002";"Maastricht (GA)";"    1542";"    1240";"       -";"      85";"     217"
"250 000 tot 300 000 euro";"2003";"Maastricht (GA)";"    1600";"    1299";"       1";"      85";"     215"
"250 000 tot 300 000 euro";"2004";"Maastricht (GA)";"    1591";"    1292";"       2";"      74";"     223"
"250 000 tot 300 000 euro";"2005";"Maastricht (GA)";"    3720";"    3395";"       -";"      92";"     233"
"250 000 tot 300 000 euro";"2006";"Maastricht (GA)";"    3760";"    3431";"       -";"      89";"     240"
"250 000 tot 300 000 euro";"2007";"Maastricht (GA)";"    4793";"    4480";"       1";"      74";"     238"
"250 000 tot 300 000 euro";"2008";"Maastricht (GA)";"    5082";"    4775";"       -";"      78";"     229"
"250 000 tot 300 000 euro";"2009";"Maastricht (GA)";"    5205";"    4909";"       1";"      81";"     214"
"250 000 tot 300 000 euro";"2010*";"Maastricht (GA)";"    5158";"    4832";"       1";"      85";"     240"
"250 000 tot 300 000 euro";"2011*";"Maastricht (GA)";"    4893";"    4550";"       2";"      76";"     265"
"300 000 tot 400 000 euro";"1997";"Nederland";"   51539";"   20194";"     202";"    6847";"   24296"
"300 000 tot 400 000 euro";"1998";"Nederland";"   52790";"   20469";"     163";"    7086";"   25072"
"300 000 tot 400 000 euro";"1999";"Nederland";"   54148";"   20916";"     172";"    7384";"   25676"
"300 000 tot 400 000 euro";"2000";"Nederland";"   55540";"   21569";"     168";"    7409";"   26394"
"300 000 tot 400 000 euro";"2001";"Nederland";"  214010";"  159146";"     652";"   18964";"   35248"
"300 000 tot 400 000 euro";"2002";"Nederland";"  219471";"  163504";"     667";"   19008";"   36292"
"300 000 tot 400 000 euro";"2003";"Nederland";"  225307";"  168575";"     644";"   18919";"   37169"
"300 000 tot 400 000 euro";"2004";"Nederland";"  230589";"  173293";"     666";"   18913";"   37717"
"300 000 tot 400 000 euro";"2005";"Nederland";"  602986";"  530192";"    2976";"   26160";"   43658"
"300 000 tot 400 000 euro";"2006";"Nederland";"  613364";"  540964";"    3135";"   25332";"   43933"
"300 000 tot 400 000 euro";"2007";"Nederland";"  706639";"  631662";"    4390";"   24385";"   46202"
"300 000 tot 400 000 euro";"2008";"Nederland";"  803517";"  727920";"    5585";"   21782";"   48230"
"300 000 tot 400 000 euro";"2009";"Nederland";"  866715";"  790738";"    5752";"   20789";"   49436"
"300 000 tot 400 000 euro";"2010*";"Nederland";"  873140";"  799239";"    5866";"   20168";"   47867"
"300 000 tot 400 000 euro";"2011*";"Nederland";"  844065";"  770258";"    5570";"   19762";"   48475"
"300 000 tot 400 000 euro";"1997";"Groningen (PV)";"     998";"     141";"       4";"      99";"     754"
"300 000 tot 400 000 euro";"1998";"Groningen (PV)";"    1019";"     144";"       4";"     126";"     745"
"300 000 tot 400 000 euro";"1999";"Groningen (PV)";"    1051";"     156";"       4";"     132";"     759"
"300 000 tot 400 000 euro";"2000";"Groningen (PV)";"    1091";"     166";"       4";"     137";"     784"
"300 000 tot 400 000 euro";"2001";"Groningen (PV)";"    2645";"    1101";"      38";"     456";"    1050"
"300 000 tot 400 000 euro";"2002";"Groningen (PV)";"    2790";"    1171";"      39";"     478";"    1102"
"300 000 tot 400 000 euro";"2003";"Groningen (PV)";"    2917";"    1221";"      42";"     507";"    1147"
"300 000 tot 400 000 euro";"2004";"Groningen (PV)";"    3003";"    1273";"      38";"     515";"    1177"
"300 000 tot 400 000 euro";"2005";"Groningen (PV)";"    9188";"    7110";"      75";"     726";"    1277"
"300 000 tot 400 000 euro";"2006";"Groningen (PV)";"    9323";"    7228";"      78";"     740";"    1277"
"300 000 tot 400 000 euro";"2007";"Groningen (PV)";"   13822";"   11248";"     130";"    1056";"    1388"
"300 000 tot 400 000 euro";"2008";"Groningen (PV)";"   16905";"   14151";"     179";"    1141";"    1434"
"300 000 tot 400 000 euro";"2009";"Groningen (PV)";"   18786";"   15887";"     224";"    1206";"    1469"
"300 000 tot 400 000 euro";"2010*";"Groningen (PV)";"   19295";"   16437";"     215";"    1198";"    1445"
"300 000 tot 400 000 euro";"2011*";"Groningen (PV)";"   18626";"   15794";"     205";"    1151";"    1476"
"300 000 tot 400 000 euro";"1997";"Friesland (PV)";"     987";"      38";"       6";"     141";"     802"
"300 000 tot 400 000 euro";"1998";"Friesland (PV)";"    1027";"      44";"       5";"     152";"     826"
"300 000 tot 400 000 euro";"1999";"Friesland (PV)";"    1095";"      50";"       3";"     189";"     853"
"300 000 tot 400 000 euro";"2000";"Friesland (PV)";"    1181";"      61";"       4";"     209";"     907"
"300 000 tot 400 000 euro";"2001";"Friesland (PV)";"    3999";"    1554";"      99";"    1046";"    1300"
"300 000 tot 400 000 euro";"2002";"Friesland (PV)";"    4158";"    1638";"      99";"    1070";"    1351"
"300 000 tot 400 000 euro";"2003";"Friesland (PV)";"    4399";"    1773";"     103";"    1109";"    1414"
"300 000 tot 400 000 euro";"2004";"Friesland (PV)";"    4589";"    1892";"     103";"    1136";"    1458"
"300 000 tot 400 000 euro";"2005";"Friesland (PV)";"   18259";"   13777";"     840";"    1870";"    1772"
"300 000 tot 400 000 euro";"2006";"Friesland (PV)";"   18518";"   14124";"     877";"    1721";"    1796"
"300 000 tot 400 000 euro";"2007";"Friesland (PV)";"   25053";"   19763";"    1187";"    2081";"    2022"
"300 000 tot 400 000 euro";"2008";"Friesland (PV)";"   29504";"   24113";"    1437";"    1821";"    2133"
"300 000 tot 400 000 euro";"2009";"Friesland (PV)";"   31546";"   26007";"    1568";"    1766";"    2205"
"300 000 tot 400 000 euro";"2010*";"Friesland (PV)";"   31218";"   25850";"    1583";"    1648";"    2137"
"300 000 tot 400 000 euro";"2011*";"Friesland (PV)";"   30150";"   24911";"    1485";"    1656";"    2098"
"300 000 tot 400 000 euro";"1997";"Drenthe (PV)";"     841";"      58";"       -";"     155";"     628"
"300 000 tot 400 000 euro";"1998";"Drenthe (PV)";"     857";"      49";"       -";"     171";"     637"
"300 000 tot 400 000 euro";"1999";"Drenthe (PV)";"     911";"      63";"       -";"     190";"     658"
"300 000 tot 400 000 euro";"2000";"Drenthe (PV)";"     956";"      78";"       -";"     204";"     674"
"300 000 tot 400 000 euro";"2001";"Drenthe (PV)";"    3487";"    1788";"       5";"     744";"     950"
"300 000 tot 400 000 euro";"2002";"Drenthe (PV)";"    3630";"    1888";"       5";"     756";"     981"
"300 000 tot 400 000 euro";"2003";"Drenthe (PV)";"    3780";"    1998";"       5";"     768";"    1009"
"300 000 tot 400 000 euro";"2004";"Drenthe (PV)";"    3961";"    2143";"       6";"     766";"    1046"
"300 000 tot 400 000 euro";"2005";"Drenthe (PV)";"   17413";"   14995";"      45";"    1188";"    1185"
"300 000 tot 400 000 euro";"2006";"Drenthe (PV)";"   17590";"   15252";"      41";"    1114";"    1183"
"300 000 tot 400 000 euro";"2007";"Drenthe (PV)";"   21124";"   18387";"      51";"    1440";"    1246"
"300 000 tot 400 000 euro";"2008";"Drenthe (PV)";"   24158";"   21298";"      55";"    1523";"    1282"
