"Waardeklasse WOZ-objecten";"Perioden";"Regio's";"Totaal WOZ-objecten (aantal)";"WOZ-objecten woningen (aantal)";"Recreatiewoningen en overige woningen (aantal)";"Niet-woningen; gedeeltelijk bewoond (aantal)";"Niet-woningen; niet bewoond (aantal)"
"Totaal";"1997";"Nederland";" 7319130";" 6216391";"  287704";"  171839";"  643196"
"Totaal";"1998";"Nederland";" 7467080";" 6324240";"  325567";"  170744";"  646529"
"Totaal";"1999";"Nederland";" 7607508";" 6425332";"  351556";"  169041";"  661579"
"Totaal";"2000";"Nederland";" 7720019";" 6520910";"  350756";"  166448";"  681905"
"Totaal";"2001";"Nederland";" 7811179";" 6607835";"  372925";"  148088";"  682331"
"Totaal";"2002";"Nederland";" 7888733";" 6657513";"  389054";"  146556";"  695610"
"Totaal";"2003";"Nederland";" 7950128";" 6715556";"  391697";"  143115";"  699760"
"Totaal";"2004";"Nederland";" 8009421";" 6765031";"  396287";"  140416";"  707687"
"Totaal";"2005";"Nederland";" 8065373";" 6836397";"  400492";"  126222";"  702262"
"Totaal";"2006";"Nederland";" 8131187";" 6898824";"  406626";"  122039";"  703698"
"Totaal";"2007";"Nederland";" 8202867";" 6976078";"  408057";"  108674";"  710058"
"Totaal";"2008";"Nederland";" 8277360";" 7043736";"  412658";"   97363";"  723603"
"Totaal";"2009";"Nederland";" 8355947";" 7113370";"  411763";"   95490";"  735324"
"Totaal";"2010*";"Nederland";" 8402000";" 7149037";"  414609";"   94722";"  743632"
"Totaal";"2011*";"Nederland";" 8475939";" 7204367";"  418303";"   93487";"  759782"
"Totaal";"1997";"Groningen (PV)";"  277258";"  232838";"   12039";"    7390";"   24991"
"Totaal";"1998";"Groningen (PV)";"  281141";"  235926";"   13527";"    7627";"   24061"
"Totaal";"1999";"Groningen (PV)";"  285135";"  238103";"   13730";"    7572";"   25730"
"Totaal";"2000";"Groningen (PV)";"  290025";"  239286";"   13886";"    7597";"   29256"
"Totaal";"2001";"Groningen (PV)";"  289036";"  239935";"   17016";"    7772";"   24313"
"Totaal";"2002";"Groningen (PV)";"  290922";"  240664";"   17834";"    7725";"   24699"
"Totaal";"2003";"Groningen (PV)";"  291591";"  241120";"   17991";"    7607";"   24873"
"Totaal";"2004";"Groningen (PV)";"  291380";"  241827";"   18019";"    7464";"   24070"
"Totaal";"2005";"Groningen (PV)";"  292135";"  243872";"   17345";"    6845";"   24073"
"Totaal";"2006";"Groningen (PV)";"  292432";"  244466";"   16968";"    6765";"   24233"
"Totaal";"2007";"Groningen (PV)";"  293564";"  246494";"   16699";"    6443";"   23928"
"Totaal";"2008";"Groningen (PV)";"  294791";"  247378";"   16334";"    6508";"   24571"
"Totaal";"2009";"Groningen (PV)";"  297797";"  249319";"   16362";"    6417";"   25699"
"Totaal";"2010*";"Groningen (PV)";"  298368";"  250408";"   15961";"    6147";"   25852"
"Totaal";"2011*";"Groningen (PV)";"  299616";"  250861";"   16369";"    6017";"   26369"
"Totaal";"1997";"Friesland (PV)";"  292949";"  239101";"   14228";"   12494";"   27126"
"Totaal";"1998";"Friesland (PV)";"  300152";"  243639";"   15166";"   11829";"   29518"
"Totaal";"1999";"Friesland (PV)";"  305890";"  247138";"   16057";"   12553";"   30142"
"Totaal";"2000";"Friesland (PV)";"  310521";"  250289";"   16077";"   12495";"   31660"
"Totaal";"2001";"Friesland (PV)";"  313966";"  253822";"   16115";"   11511";"   32518"
"Totaal";"2002";"Friesland (PV)";"  317828";"  256460";"   17437";"   11388";"   32543"
"Totaal";"2003";"Friesland (PV)";"  321231";"  257774";"   17795";"   11152";"   34510"
"Totaal";"2004";"Friesland (PV)";"  324287";"  259874";"   18288";"   11016";"   35109"
"Totaal";"2005";"Friesland (PV)";"  325360";"  263207";"   17723";"    9910";"   34520"
"Totaal";"2006";"Friesland (PV)";"  327174";"  265418";"   18130";"    9048";"   34578"
"Totaal";"2007";"Friesland (PV)";"  330801";"  268995";"   17947";"    8327";"   35532"
"Totaal";"2008";"Friesland (PV)";"  333654";"  271503";"   18544";"    7026";"   36581"
"Totaal";"2009";"Friesland (PV)";"  336560";"  273794";"   18591";"    6734";"   37441"
"Totaal";"2010*";"Friesland (PV)";"  338533";"  274732";"   18794";"    6545";"   38462"
"Totaal";"2011*";"Friesland (PV)";"  341576";"  275686";"   19136";"    7517";"   39237"
"Totaal";"1997";"Drenthe (PV)";"  215229";"  177759";"    8845";"    8814";"   19811"
"Totaal";"1998";"Drenthe (PV)";"  219512";"  180354";"   12409";"    9255";"   17494"
"Totaal";"1999";"Drenthe (PV)";"  223934";"  183115";"   12603";"    9127";"   19089"
"Totaal";"2000";"Drenthe (PV)";"  226914";"  185528";"   13020";"    9055";"   19311"
"Totaal";"2001";"Drenthe (PV)";"  230141";"  187875";"   14034";"    7953";"   20279"
"Totaal";"2002";"Drenthe (PV)";"  233512";"  189615";"   14094";"    7825";"   21978"
"Totaal";"2003";"Drenthe (PV)";"  235112";"  191185";"   14318";"    7692";"   21917"
"Totaal";"2004";"Drenthe (PV)";"  237092";"  192948";"   14632";"    7563";"   21949"
"Totaal";"2005";"Drenthe (PV)";"  239780";"  195069";"   15497";"    7168";"   22046"
"Totaal";"2006";"Drenthe (PV)";"  242396";"  196975";"   15768";"    6754";"   22899"
"Totaal";"2007";"Drenthe (PV)";"  244746";"  198757";"   16107";"    6895";"   22987"
"Totaal";"2008";"Drenthe (PV)";"  248557";"  201376";"   16221";"    6595";"   24365"
"Totaal";"2009";"Drenthe (PV)";"  250514";"  202913";"   16004";"    6473";"   25124"
"Totaal";"2010*";"Drenthe (PV)";"  252333";"  204046";"   16361";"    6349";"   25577"
"Totaal";"2011*";"Drenthe (PV)";"  253450";"  204453";"   16684";"    6182";"   26131"
"Totaal";"1997";"Overijssel (PV)";"  477305";"  395917";"   15725";"   19260";"   46403"
"Totaal";"1998";"Overijssel (PV)";"  488579";"  401841";"   22152";"   18927";"   45659"
"Totaal";"1999";"Overijssel (PV)";"  504567";"  409817";"   22726";"   18650";"   53374"
"Totaal";"2000";"Overijssel (PV)";"  509146";"  413877";"   23090";"   18562";"   53617"
"Totaal";"2001";"Overijssel (PV)";"  514129";"  419941";"   26858";"   15819";"   51511"
"Totaal";"2002";"Overijssel (PV)";"  516962";"  425557";"   26337";"   16112";"   48956"
"Totaal";"2003";"Overijssel (PV)";"  524271";"  430033";"   26734";"   15690";"   51814"
"Totaal";"2004";"Overijssel (PV)";"  529892";"  434847";"   26818";"   15359";"   52868"
"Totaal";"2005";"Overijssel (PV)";"  533039";"  439646";"   26999";"   13580";"   52814"
"Totaal";"2006";"Overijssel (PV)";"  537994";"  443230";"   27619";"   13286";"   53859"
"Totaal";"2007";"Overijssel (PV)";"  542733";"  447895";"   27750";"   12291";"   54797"
"Totaal";"2008";"Overijssel (PV)";"  548679";"  453296";"   27684";"   12232";"   55467"
"Totaal";"2009";"Overijssel (PV)";"  553558";"  457188";"   27515";"   12069";"   56786"
"Totaal";"2010*";"Overijssel (PV)";"  556041";"  459441";"   27192";"   11792";"   57616"
"Totaal";"2011*";"Overijssel (PV)";"  559065";"  461500";"   27376";"   11728";"   58461"
"Totaal";"1997";"Flevoland (PV)";"  120132";"  105261";"    2244";"    3251";"    9376"
"Totaal";"1998";"Flevoland (PV)";"  126548";"  110777";"    2472";"    3216";"   10083"
"Totaal";"1999";"Flevoland (PV)";"  132742";"  116090";"    2474";"    3099";"   11079"
"Totaal";"2000";"Flevoland (PV)";"  140148";"  123076";"    2645";"    2997";"   11430"
"Totaal";"2001";"Flevoland (PV)";"  144026";"  126720";"    2877";"    2981";"   11448"
"Totaal";"2002";"Flevoland (PV)";"  149356";"  130984";"    3355";"    3029";"   11988"
"Totaal";"2003";"Flevoland (PV)";"  153221";"  134296";"    3366";"    3091";"   12468"
"Totaal";"2004";"Flevoland (PV)";"  156689";"  136870";"    3587";"    3011";"   13221"
"Totaal";"2005";"Flevoland (PV)";"  158736";"  138856";"    3483";"    2921";"   13476"
"Totaal";"2006";"Flevoland (PV)";"  161730";"  140813";"    3948";"    2997";"   13972"
"Totaal";"2007";"Flevoland (PV)";"  164892";"  143468";"    3963";"    2877";"   14584"
"Totaal";"2008";"Flevoland (PV)";"  167811";"  146152";"    4110";"    2347";"   15202"
"Totaal";"2009";"Flevoland (PV)";"  171241";"  149150";"    4062";"    2266";"   15763"
"Totaal";"2010*";"Flevoland (PV)";"  174396";"  151419";"    4542";"    2314";"   16121"
"Totaal";"2011*";"Flevoland (PV)";"  177665";"  154117";"    4305";"    2325";"   16918"
"Totaal";"1997";"Gelderland (PV)";"  824847";"  697390";"   31047";"   29743";"   66667"
"Totaal";"1998";"Gelderland (PV)";"  842444";"  712466";"   30661";"   27446";"   71871"
"Totaal";"1999";"Gelderland (PV)";"  864279";"  724576";"   34932";"   27308";"   77463"
"Totaal";"2000";"Gelderland (PV)";"  877019";"  738892";"   32813";"   27050";"   78264"
"Totaal";"2001";"Gelderland (PV)";"  889103";"  749959";"   32090";"   23413";"   83641"
"Totaal";"2002";"Gelderland (PV)";"  899795";"  755454";"   34079";"   22735";"   87527"
"Totaal";"2003";"Gelderland (PV)";"  909779";"  761944";"   34929";"   22316";"   90590"
"Totaal";"2004";"Gelderland (PV)";"  917100";"  768158";"   36194";"   21948";"   90800"
"Totaal";"2005";"Gelderland (PV)";"  922927";"  778442";"   37383";"   19596";"   87506"
"Totaal";"2006";"Gelderland (PV)";"  930603";"  785864";"   40307";"   19026";"   85406"
"Totaal";"2007";"Gelderland (PV)";"  937619";"  794344";"   40414";"   17025";"   85836"
"Totaal";"2008";"Gelderland (PV)";"  946298";"  801938";"   42108";"   15102";"   87150"
"Totaal";"2009";"Gelderland (PV)";"  957396";"  810363";"   42880";"   15229";"   88924"
"Totaal";"2010*";"Gelderland (PV)";"  965122";"  815998";"   43320";"   15198";"   90606"
"Totaal";"2011*";"Gelderland (PV)";"  972974";"  822529";"   43906";"   14678";"   91861"
"Totaal";"1997";"Utrecht (PV)";"  488589";"  420298";"   16628";"    7292";"   44371"
"Totaal";"1998";"Utrecht (PV)";"  494038";"  427374";"   18535";"    7657";"   40472"
"Totaal";"1999";"Utrecht (PV)";"  504866";"  435536";"   19450";"    7171";"   42709"
"Totaal";"2000";"Utrecht (PV)";"  518910";"  443865";"   19929";"    7410";"   47706"
"Totaal";"2001";"Utrecht (PV)";"  528009";"  454538";"   19478";"    6103";"   47890"
"Totaal";"2002";"Utrecht (PV)";"  537391";"  463667";"   19394";"    6081";"   48249"
"Totaal";"2003";"Utrecht (PV)";"  540752";"  469063";"   19415";"    5894";"   46380"
"Totaal";"2004";"Utrecht (PV)";"  545821";"  473159";"   19626";"    5934";"   47102"
"Totaal";"2005";"Utrecht (PV)";"  549616";"  478111";"   20322";"    5513";"   45670"
"Totaal";"2006";"Utrecht (PV)";"  555813";"  483132";"   21297";"    5433";"   45951"
"Totaal";"2007";"Utrecht (PV)";"  564006";"  492761";"   19875";"    4618";"   46752"
"Totaal";"2008";"Utrecht (PV)";"  571471";"  500063";"   20257";"    4016";"   47135"
"Totaal";"2009";"Utrecht (PV)";"  577206";"  505253";"   20473";"    3427";"   48053"
"Totaal";"2010*";"Utrecht (PV)";"  585178";"  511798";"   20278";"    3786";"   49316"
"Totaal";"2011*";"Utrecht (PV)";"  590839";"  516225";"   21579";"    3340";"   49695"
"Totaal";"1997";"Noord-Holland (PV)";" 1259019";" 1072472";"   45319";"   14495";"  126733"
"Totaal";"1998";"Noord-Holland (PV)";" 1280090";" 1090584";"   53395";"   15475";"  120636"
"Totaal";"1999";"Noord-Holland (PV)";" 1298567";" 1105468";"   63296";"   15693";"  114110"
"Totaal";"2000";"Noord-Holland (PV)";" 1314288";" 1116228";"   65307";"   15374";"  117379"
"Totaal";"2001";"Noord-Holland (PV)";" 1328078";" 1135194";"   67213";"   12741";"  112930"
"Totaal";"2002";"Noord-Holland (PV)";" 1344164";" 1145394";"   68689";"   12550";"  117531"
"Totaal";"2003";"Noord-Holland (PV)";" 1352436";" 1155267";"   69232";"   12140";"  115797"
"Totaal";"2004";"Noord-Holland (PV)";" 1360085";" 1161857";"   69716";"   11698";"  116814"
"Totaal";"2005";"Noord-Holland (PV)";" 1376784";" 1175582";"   74320";"   10351";"  116531"
"Totaal";"2006";"Noord-Holland (PV)";" 1385712";" 1183907";"   74885";"   10266";"  116654"
"Totaal";"2007";"Noord-Holland (PV)";" 1396075";" 1194341";"   74772";"    8538";"  118424"
"Totaal";"2008";"Noord-Holland (PV)";" 1409865";" 1205886";"   75276";"    7811";"  120892"
"Totaal";"2009";"Noord-Holland (PV)";" 1418423";" 1216360";"   75833";"    7227";"  119003"
"Totaal";"2010*";"Noord-Holland (PV)";" 1424506";" 1222736";"   75889";"    7161";"  118720"
"Totaal";"2011*";"Noord-Holland (PV)";" 1438924";" 1231246";"   76440";"    6778";"  124460"
"Totaal";"1997";"Zuid-Holland (PV)";" 1618251";" 1403239";"   65486";"   13377";"  136149"
"Totaal";"1998";"Zuid-Holland (PV)";" 1652411";" 1423052";"   73890";"   14237";"  141232"
"Totaal";"1999";"Zuid-Holland (PV)";" 1672860";" 1443312";"   74681";"   14158";"  140709"
"Totaal";"2000";"Zuid-Holland (PV)";" 1692045";" 1459049";"   76200";"   12839";"  143957"
"Totaal";"2001";"Zuid-Holland (PV)";" 1707725";" 1474340";"   74786";"   12313";"  146286"
"Totaal";"2002";"Zuid-Holland (PV)";" 1713045";" 1481126";"   75343";"   12013";"  144563"
"Totaal";"2003";"Zuid-Holland (PV)";" 1725956";" 1493558";"   75151";"   11961";"  145286"
"Totaal";"2004";"Zuid-Holland (PV)";" 1736349";" 1504655";"   75914";"   11925";"  143855"
"Totaal";"2005";"Zuid-Holland (PV)";" 1738415";" 1513875";"   74346";"   10560";"  139634"
"Totaal";"2006";"Zuid-Holland (PV)";" 1751760";" 1526829";"   74860";"   10070";"  140001"
"Totaal";"2007";"Zuid-Holland (PV)";" 1763812";" 1539853";"   76970";"    8215";"  138774"
"Totaal";"2008";"Zuid-Holland (PV)";" 1777274";" 1551905";"   77511";"    7970";"  139888"
"Totaal";"2009";"Zuid-Holland (PV)";" 1791925";" 1567133";"   76125";"    6987";"  141680"
"Totaal";"2010*";"Zuid-Holland (PV)";" 1797206";" 1567877";"   78666";"    7809";"  142854"
"Totaal";"2011*";"Zuid-Holland (PV)";" 1810543";" 1582642";"   77540";"    7112";"  143249"
"Totaal";"1997";"Zeeland (PV)";"  198321";"  153189";"   17483";"    7411";"   20238"
"Totaal";"1998";"Zeeland (PV)";"  200502";"  154229";"   18882";"    7297";"   20094"
"Totaal";"1999";"Zeeland (PV)";"  204828";"  156668";"   19494";"    7066";"   21600"
"Totaal";"2000";"Zeeland (PV)";"  208030";"  158728";"   22425";"    7066";"   19811"
"Totaal";"2001";"Zeeland (PV)";"  209300";"  158832";"   24121";"    6504";"   19843"
"Totaal";"2002";"Zeeland (PV)";"  210504";"  159688";"   24941";"    6559";"   19316"
"Totaal";"2003";"Zeeland (PV)";"  211827";"  162338";"   25070";"    6211";"   18208"
"Totaal";"2004";"Zeeland (PV)";"  214058";"  163821";"   25368";"    6097";"   18772"
"Totaal";"2005";"Zeeland (PV)";"  214187";"  166970";"   22997";"    5501";"   18719"
"Totaal";"2006";"Zeeland (PV)";"  215961";"  168498";"   23342";"    5163";"   18958"
"Totaal";"2007";"Zeeland (PV)";"  217223";"  170744";"   23237";"    4012";"   19230"
"Totaal";"2008";"Zeeland (PV)";"  218651";"  172393";"   23614";"    2940";"   19704"
"Totaal";"2009";"Zeeland (PV)";"  220538";"  174102";"   23199";"    2881";"   20356"
"Totaal";"2010*";"Zeeland (PV)";"  220494";"  174367";"   23066";"    2761";"   20300"
"Totaal";"2011*";"Zeeland (PV)";"  222422";"  175821";"   22813";"    2730";"   21058"
"Totaal";"1997";"Noord-Brabant (PV)";" 1031929";"  872980";"   43432";"   32171";"   83346"
"Totaal";"1998";"Noord-Brabant (PV)";" 1055902";"  890833";"   50150";"   32378";"   82541"
"Totaal";"1999";"Noord-Brabant (PV)";" 1078268";"  906794";"   53856";"   31829";"   85789"
"Totaal";"2000";"Noord-Brabant (PV)";" 1095103";"  929812";"   46097";"   31406";"   87788"
"Totaal";"2001";"Noord-Brabant (PV)";" 1113895";"  938523";"   57833";"   28457";"   89082"
"Totaal";"2002";"Noord-Brabant (PV)";" 1126365";"  937329";"   66914";"   28263";"   93859"
"Totaal";"2003";"Noord-Brabant (PV)";" 1130929";"  944656";"   67215";"   27476";"   91582"
"Totaal";"2004";"Noord-Brabant (PV)";" 1140206";"  950251";"   67603";"   27061";"   95291"
"Totaal";"2005";"Noord-Brabant (PV)";" 1152267";"  961167";"   69207";"   24141";"   97752"
"Totaal";"2006";"Noord-Brabant (PV)";" 1163351";"  973806";"   68527";"   23463";"   97555"
"Totaal";"2007";"Noord-Brabant (PV)";" 1175562";"  987932";"   68264";"   20390";"   98976"
"Totaal";"2008";"Noord-Brabant (PV)";" 1188367";"  998678";"   69008";"   18255";"  102426"
"Totaal";"2009";"Noord-Brabant (PV)";" 1202803";" 1011227";"   68593";"   18045";"  104938"
"Totaal";"2010*";"Noord-Brabant (PV)";" 1210550";" 1017599";"   69304";"   17922";"  105725"
"Totaal";"2011*";"Noord-Brabant (PV)";" 1224002";" 1027937";"   69466";"   17783";"  108816"
"Totaal";"1997";"Limburg (PV)";"  515301";"  445947";"   15228";"   16141";"   37985"
"Totaal";"1998";"Limburg (PV)";"  525761";"  453165";"   14328";"   15400";"   42868"
"Totaal";"1999";"Limburg (PV)";"  531572";"  458715";"   18257";"   14815";"   39785"
"Totaal";"2000";"Limburg (PV)";"  537870";"  462280";"   19267";"   14597";"   41726"
"Totaal";"2001";"Limburg (PV)";"  543771";"  468156";"   20504";"   12521";"   42590"
"Totaal";"2002";"Limburg (PV)";"  548889";"  471575";"   20637";"   12276";"   44401"
"Totaal";"2003";"Limburg (PV)";"  553023";"  474322";"   20481";"   11885";"   46335"
"Totaal";"2004";"Limburg (PV)";"  556462";"  476764";"   20522";"   11340";"   47836"
"Totaal";"2005";"Limburg (PV)";"  562127";"  481600";"   20870";"   10136";"   49521"
"Totaal";"2006";"Limburg (PV)";"  566261";"  485886";"   20975";"    9768";"   49632"
"Totaal";"2007";"Limburg (PV)";"  571834";"  490494";"   22059";"    9043";"   50238"
"Totaal";"2008";"Limburg (PV)";"  571942";"  493168";"   21991";"    6561";"   50222"
"Totaal";"2009";"Limburg (PV)";"  577986";"  496568";"   22126";"    7735";"   51557"
"Totaal";"2010*";"Limburg (PV)";"  579273";"  498616";"   21236";"    6938";"   52483"
"Totaal";"2011*";"Limburg (PV)";"  584863";"  501350";"   22689";"    7297";"   53527"
"Totaal";"1997";"Leeuwarden (SG)";"";"";"";"";""
"Totaal";"1998";"Leeuwarden (SG)";"";"";"";"";""
"Totaal";"1999";"Leeuwarden (SG)";"";"";"";"";""
"Totaal";"2000";"Leeuwarden (SG)";"   76379";"   65513";"    3464";"    1936";"    5466"
"Totaal";"2001";"Leeuwarden (SG)";"   76638";"   66058";"    3219";"    1653";"    5708"
"Totaal";"2002";"Leeuwarden (SG)";"   77806";"   66912";"    3172";"    1611";"    6111"
"Totaal";"2003";"Leeuwarden (SG)";"   78609";"   67327";"    3292";"    1552";"    6438"
"Totaal";"2004";"Leeuwarden (SG)";"   79227";"   67762";"    3309";"    1574";"    6582"
"Totaal";"2005";"Leeuwarden (SG)";"   80417";"   69214";"    3327";"    1133";"    6743"
"Totaal";"2006";"Leeuwarden (SG)";"   81138";"   69890";"    3354";"     923";"    6971"
"Totaal";"2007";"Leeuwarden (SG)";"   82799";"   70857";"    3355";"    1208";"    7379"
"Totaal";"2008";"Leeuwarden (SG)";"   84030";"   71662";"    3513";"    1178";"    7677"
"Totaal";"2009";"Leeuwarden (SG)";"   84717";"   72176";"    3521";"    1161";"    7859"
"Totaal";"2010*";"Leeuwarden (SG)";"   85579";"   72385";"    3576";"    1166";"    8452"
"Totaal";"2011*";"Leeuwarden (SG)";"   86305";"   72689";"    3596";"    1164";"    8856"
"Totaal";"1997";"Maastricht (SG)";"";"";"";"";""
"Totaal";"1998";"Maastricht (SG)";"";"";"";"";""
"Totaal";"1999";"Maastricht (SG)";"";"";"";"";""
"Totaal";"2000";"Maastricht (SG)";"   91187";"   78608";"    4956";"    1991";"    5632"
"Totaal";"2001";"Maastricht (SG)";"   91772";"   79099";"    5067";"    1817";"    5789"
"Totaal";"2002";"Maastricht (SG)";"   93200";"   79552";"    5055";"    1812";"    6781"
"Totaal";"2003";"Maastricht (SG)";"   93324";"   79930";"    4710";"    1792";"    6892"
"Totaal";"2004";"Maastricht (SG)";"   93619";"   80207";"    4517";"    1531";"    7364"
"Totaal";"2005";"Maastricht (SG)";"   94430";"   80728";"    4572";"    1408";"    7722"
"Totaal";"2006";"Maastricht (SG)";"   94088";"   81339";"    4568";"    1234";"    6947"
"Totaal";"2007";"Maastricht (SG)";"   95216";"   82188";"    4499";"    1098";"    7431"
"Totaal";"2008";"Maastricht (SG)";"   95386";"   82452";"    4436";"    1048";"    7450"
"Totaal";"2009";"Maastricht (SG)";"   96160";"   83062";"    4482";"    1027";"    7589"
"Totaal";"2010*";"Maastricht (SG)";"   96487";"   83364";"    4457";"    1072";"    7594"
"Totaal";"2011*";"Maastricht (SG)";"   96502";"   83742";"    4186";"    1061";"    7513"
"Totaal";"1997";"Leeuwarden (GA)";"";"";"";"";""
"Totaal";"1998";"Leeuwarden (GA)";"";"";"";"";""
"Totaal";"1999";"Leeuwarden (GA)";"";"";"";"";""
"Totaal";"2000";"Leeuwarden (GA)";"   47605";"   40974";"    2587";"     577";"    3467"
"Totaal";"2001";"Leeuwarden (GA)";"   47478";"   41003";"    2327";"     542";"    3606"
"Totaal";"2002";"Leeuwarden (GA)";"   48178";"   41595";"    2326";"     492";"    3765"
"Totaal";"2003";"Leeuwarden (GA)";"   48639";"   41793";"    2435";"     434";"    3977"
"Totaal";"2004";"Leeuwarden (GA)";"   49108";"   42154";"    2457";"     456";"    4041"
"Totaal";"2005";"Leeuwarden (GA)";"   50414";"   43330";"    2458";"     365";"    4261"
"Totaal";"2006";"Leeuwarden (GA)";"   51090";"   43815";"    2477";"     344";"    4454"
"Totaal";"2007";"Leeuwarden (GA)";"   52130";"   44636";"    2381";"     310";"    4803"
"Totaal";"2008";"Leeuwarden (GA)";"   52822";"   45154";"    2461";"     295";"    4912"
"Totaal";"2009";"Leeuwarden (GA)";"   53277";"   45565";"    2428";"     287";"    4997"
"Totaal";"2010*";"Leeuwarden (GA)";"   53736";"   45633";"    2438";"     292";"    5373"
"Totaal";"2011*";"Leeuwarden (GA)";"   54086";"   45830";"    2453";"     282";"    5521"
"Totaal";"1997";"Maastricht (GA)";"";"";"";"";""
"Totaal";"1998";"Maastricht (GA)";"";"";"";"";""
"Totaal";"1999";"Maastricht (GA)";"";"";"";"";""
"Totaal";"2000";"Maastricht (GA)";"   63298";"   54069";"    4492";"     967";"    3770"
"Totaal";"2001";"Maastricht (GA)";"   63736";"   54391";"    4565";"     930";"    3850"
"Totaal";"2002";"Maastricht (GA)";"   64125";"   54731";"    4553";"     923";"    3918"
"Totaal";"2003";"Maastricht (GA)";"   64076";"   55010";"    4206";"     908";"    3952"
"Totaal";"2004";"Maastricht (GA)";"   64597";"   55131";"    4023";"     641";"    4802"
"Totaal";"2005";"Maastricht (GA)";"   64852";"   55407";"    4078";"     608";"    4759"
"Totaal";"2006";"Maastricht (GA)";"   65049";"   55606";"    4066";"     595";"    4782"
"Totaal";"2007";"Maastricht (GA)";"   65558";"   56150";"    4021";"     567";"    4820"
"Totaal";"2008";"Maastricht (GA)";"   65616";"   56302";"    3977";"     526";"    4811"
"Totaal";"2009";"Maastricht (GA)";"   65898";"   56600";"    4027";"     516";"    4755"
"Totaal";"2010*";"Maastricht (GA)";"   66100";"   56801";"    3979";"     508";"    4812"
"Totaal";"2011*";"Maastricht (GA)";"   65875";"   57039";"    3720";"     498";"    4618"
"Minder dan 50 000 euro";"1997";"Nederland";" 2244884";" 1702148";"  244015";"   16862";"  281859"
"Minder dan 50 000 euro";"1998";"Nederland";" 2269664";" 1713598";"  279883";"   13565";"  262618"
"Minder dan 50 000 euro";"1999";"Nederland";" 2277343";" 1715544";"  299922";"   13077";"  248800"
"Minder dan 50 000 euro";"2000";"Nederland";" 2286139";" 1727683";"  296692";"   12698";"  249066"
"Minder dan 50 000 euro";"2001";"Nederland";"  855070";"  359595";"  295599";"    5309";"  194567"
"Minder dan 50 000 euro";"2002";"Nederland";"  871753";"  346889";"  310639";"    5661";"  208564"
"Minder dan 50 000 euro";"2003";"Nederland";"  876096";"  345157";"  310861";"    5556";"  214522"
"Minder dan 50 000 euro";"2004";"Nederland";"  878140";"  340359";"  313709";"    5321";"  218751"
"Minder dan 50 000 euro";"2005";"Nederland";"  564380";"   61671";"  305733";"    3710";"  193266"
"Minder dan 50 000 euro";"2006";"Nederland";"  569268";"   63485";"  310037";"    3655";"  192091"
"Minder dan 50 000 euro";"2007";"Nederland";"  557037";"   56977";"  307939";"    2788";"  189333"
"Minder dan 50 000 euro";"2008";"Nederland";"  548097";"   47969";"  307815";"    2523";"  189790"
"Minder dan 50 000 euro";"2009";"Nederland";"  547341";"   45638";"  308194";"    2401";"  191108"
"Minder dan 50 000 euro";"2010*";"Nederland";"  530803";"   39026";"  306739";"    1970";"  183068"
"Minder dan 50 000 euro";"2011*";"Nederland";"  543517";"   39230";"  310283";"    1981";"  192023"
"Minder dan 50 000 euro";"1997";"Groningen (PV)";"  146373";"  121692";"   10352";"    1233";"   13096"
"Minder dan 50 000 euro";"1998";"Groningen (PV)";"  146373";"  121590";"   11675";"    1239";"   11869"
"Minder dan 50 000 euro";"1999";"Groningen (PV)";"  146345";"  121449";"   11770";"    1264";"   11862"
"Minder dan 50 000 euro";"2000";"Groningen (PV)";"  144953";"  119985";"   11819";"    1267";"   11882"
"Minder dan 50 000 euro";"2001";"Groningen (PV)";"   63552";"   42124";"   12598";"     387";"    8443"
"Minder dan 50 000 euro";"2002";"Groningen (PV)";"   63693";"   41169";"   13514";"     384";"    8626"
"Minder dan 50 000 euro";"2003";"Groningen (PV)";"   61775";"   39579";"   13520";"     407";"    8269"
"Minder dan 50 000 euro";"2004";"Groningen (PV)";"   60954";"   38718";"   13531";"     392";"    8313"
"Minder dan 50 000 euro";"2005";"Groningen (PV)";"   24561";"    3057";"   13374";"     271";"    7859"
"Minder dan 50 000 euro";"2006";"Groningen (PV)";"   23713";"    2837";"   13029";"     277";"    7570"
"Minder dan 50 000 euro";"2007";"Groningen (PV)";"   21964";"    1767";"   12569";"     237";"    7391"
"Minder dan 50 000 euro";"2008";"Groningen (PV)";"   21323";"    1658";"   11840";"     208";"    7617"
"Minder dan 50 000 euro";"2009";"Groningen (PV)";"   21969";"    1957";"   11706";"     221";"    8085"
"Minder dan 50 000 euro";"2010*";"Groningen (PV)";"   20541";"    1313";"   11309";"     175";"    7744"
"Minder dan 50 000 euro";"2011*";"Groningen (PV)";"   20611";"    1012";"   11513";"     153";"    7933"
"Minder dan 50 000 euro";"1997";"Friesland (PV)";"  147085";"  122538";"    8802";"    1705";"   14040"
"Minder dan 50 000 euro";"1998";"Friesland (PV)";"  147306";"  122252";"    8772";"    1523";"   14759"
"Minder dan 50 000 euro";"1999";"Friesland (PV)";"  148511";"  122409";"    9818";"    1645";"   14639"
"Minder dan 50 000 euro";"2000";"Friesland (PV)";"  148673";"  121969";"    9908";"    1557";"   15239"
"Minder dan 50 000 euro";"2001";"Friesland (PV)";"   56839";"   32839";"    9411";"     359";"   14230"
"Minder dan 50 000 euro";"2002";"Friesland (PV)";"   57362";"   32978";"   10522";"     341";"   13521"
