2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01
0.9080438817446639,0.9073668735707285,0.9008296199108778,0.9048827643272573,0.909908771375538,0.9136701646001811,0.9230835157814362,0.9231362626511972,0.923974825899456,0.9224617328234803,0.9292220553401033,0.9334098142254459
0.9619284121284976,0.9630198872898328,0.9656151225948998,0.9602244714480439,0.9605885896222356,0.9606718383033236,0.9625400303387831,0.9634181909087122,0.9639544601389213,0.9656243190237525,0.9687394731523277,0.9652871913457194
0.8479136458836797,0.9284822543249509,0.9444195829231182,0.9461883408071748,0.951307160183272,0.951278600269179,0.9498432601880877,0.948387669894288,0.9626084622953752,0.9639511019898278,0.964802399435427,0.9592229611480574
0.9387712308660097,0.9359687049619106,0.9299939649969825,0.9344621513944223,0.9357980520771219,0.9384736738315914,0.9442160892542572,,,,,
0.9469307899241869,0.9479520802978793,0.941471048513302,0.9489182222916503,0.9543938571317769,0.9568852078334237,0.9634543761638734,0.9601252769077993,0.9595218279488538,0.9594248720264981,0.9627468581687613,0.9595096582466568
0.9401947148817803,0.9539778185311326,0.9448960383331907,0.9504883227176221,0.9565659131318263,0.9563679245283019,0.9551249790303641,0.9594854231058391,0.9678523714094857,0.9671599600931161,0.9684167011161637,0.9666228214403156
0.966903884077853,0.9695158398087268,0.9685555742391122,0.9711336745825292,0.9739661811485016,0.9699866977053542,0.9713457556935818,0.9702096055454695,0.9719680105532196,0.973893768984484,0.971542726679713,0.9708682561640491
0.9550909315848076,0.9615337196399951,0.9650332430435853,0.9669451953797001,0.9658150851581508,0.9649781871061561,0.9679797003383277,0.9668428640076886,0.96851430623728,0.9647954329210275,0.9674390968508616,0.9669783406320275
0.9619222154347383,0.9681876926135798,0.9619281849483522,0.9654765417527295,0.9673785266457681,0.9658759478903364,0.9648698345107907,0.9685899294481493,0.9661500427878673,0.9664239099593304,0.9678026736961024,0.9683131407269339
0.9633205958401025,0.9600671978932552,0.960208537563497,0.9605799185238437,0.9617844515949628,0.9652366717478669,0.9673027739523903,0.9663778434095488,0.9685229552581858,0.9671093387021836,0.9653576623033188,0.9675571447292061
0.9492733239568683,0.952735311517265,0.9512422649958021,0.9513026238344537,0.9523089736866459,0.9506984387838948,0.9565902752516067,0.956560707456979,0.9568690571999166,0.9559523457593047,0.9591355367514816,0.957495523527167
0.9711940590189564,0.970841010707521,0.9744542320949827,0.97573885076101,0.9782993188745751,0.9792881785014023,0.9785086014189912,0.9777450362994736,0.97505146725287,0.975291946962491,0.9775637419267728,0.9736023817399934
0.9658764715368489,0.9683503836317136,0.967402548808135,0.970952724411514,0.9723068221371389,0.9694582967703272,0.9722499416123485,0.9742215148786464,0.9746979949354477,0.9746794019593807,0.972630470869266,0.9729167915892147
0.9113313008130082,0.9234437751004017,0.9271604938271605,0.9303446613641841,0.9359278595158994,0.9351198871650211,0.9357476635514018,0.9362045140488254,0.9405170441546556,0.9444945848375451,0.9383318544809228,0.9462032322337834
,,,,,,,0.9598127897034336,0.9639269610250457,0.9645371231239208,0.9673903527969885,0.9628879310344828
0.8804137039431157,0.8832908163265306,0.8726614363307181,0.8694610778443114,0.8667861409796893,0.8766310794780545,0.8738317757009346,0.8694396302715194,0.869314910765688,0.8796349115801483,0.874578177727784,0.8708983324367939
0.9514832445383185,0.9609746930593837,0.9638817779846405,0.969352027516851,0.9717410283508707,0.9688493806221038,0.9714564857958815,0.9759158095294801,0.9764921295886123,0.9719804095394498,0.9723421285840885,0.9721585927999774
0.9376331590160759,0.9411284121491734,0.9342375280103786,0.9428116810183452,0.9485422232547334,0.9354126149487383,0.9316691398209755,0.9378375163554181,0.9360434885369889,0.9327589879529479,0.9418895335125702,0.9458022388059701
0.925209348281192,0.9291484139937294,0.9335649037822368,0.9363593194648964,0.9353283536369849,0.9361757800179892,0.935086604346972,0.9322181702869827,0.9351851230912639,0.9318183333370371,0.933614312484593,0.9382183605480283
0.947651836158192,0.9509360500007319,0.9553282403211187,0.958899203484041,0.9591871415421652,0.9596059113300492,0.9628526689595391,0.9623438470563876,0.9639697449620447,0.9624716920090586,0.9668914118735171,0.9675082560988602
0.9467899511514306,0.9384615384615385,0.9448630136986301,0.9528205128205128,0.9559598707702771,0.9572808950669605,0.9515611814345991,0.9318633952254642,0.9333002317113539,,,
0.9520867753753323,0.9498094117980473,0.9522878758050454,0.9520441344042689,0.9540647219815434,0.9557577403585008,0.9611373898086433,0.9624762005500317,0.9625343706425844,0.9619214018679583,0.9634730917599443,0.9628274678326673
0.964058417632478,0.9575920219991386,0.9566783457218638,0.9569248788105541,0.9664722557101431,0.9661235683174706,0.9613989307535642,0.9681659803611024,0.9670025502270324,0.9653635748970435,0.9697368421052631,0.9683011091581308
0.9668612908316238,0.9650371287128713,0.9668267787451216,0.9749178859361003,0.977817478040792,0.9778368794326241,0.9753050124944878,0.9753392674740989,0.9736193651253805,0.9667562597255623,0.9703330534564791,0.9714878892733564
0.9291309212980231,0.9223946784922394,0.9156582324899156,0.9194606413994169,0.9209759650400583,0.9191335740072202,0.9247881355932204,0.9309256661991585,0.9335652173913044,0.9310699588477366,0.9323181049069373,0.9429439567859554
0.9334296811489478,0.9183291770573566,0.9134539732494099,0.9161919558087347,0.9221474192991541,0.9169236039739637,0.9327222414389484,0.933459259895252,0.9384365099751691,0.941965811965812,0.9382967873533912,0.9375742154368109
0.9700342000977146,0.9697228144989339,0.9687333829628841,0.9716966131340435,0.9762659900623745,0.9765302388793058,0.9787322768974145,0.9791753219775654,0.9767717346518335,0.9772037256213657,0.9748392365009697,0.975746835443038
0.9502005177927814,0.9521552810688177,0.9522318321900786,0.9524711137003593,0.9579233928742,0.9584153774027192,0.9567636595822312,0.9568519933480156,0.9592525987981929,0.960036291367839,0.9616322340562042,0.960256192738378
0.961121157323689,0.9592293906810035,0.96,0.9556193420181055,0.9573304157549234,0.9682643904574305,0.9648894668400521,,,,,
0.9672554347826087,0.9632442696324427,0.9592827288661184,0.9650755124056095,0.9660148347943358,0.9653171390013495,0.9652478448275862,0.9656646626586506,0.9619391025641025,0.9665154749199573,0.9709526982011992,0.968331787465218
,,,,,,,0.9424706943192065,0.9480613165013526,0.9466219855185207,0.9488697524219591,0.948643006263048
0.9637638807714787,0.9685314685314685,0.9636863823933975,0.9651194726723428,0.9677331145747881,0.9651715039577836,0.9692387904066736,0.9680284191829485,0.9658077304261645,0.9661811898296717,,
0.9629567267216703,0.9625316455696202,0.9688346883468835,0.9653188969717476,0.9709282556953417,0.974014945652174,0.9734275142953246,0.9768417519718073,0.9773679798826488,0.9740066225165563,0.9779133014669523,0.9763740771123872
0.9309021113243762,0.941247582205029,0.9400386847195358,0.9401647286821705,0.9424198250728864,0.9465630313334953,,,,,,
,,,,0.9565530327815219,0.9633045398454244,0.965526129260906,0.9635666347075743,0.9669662068092646,0.9704806358016904,0.9696608040201005,0.9644944658624549
0.9322678843226788,0.9452600149290868,0.9396426846933849,,,,,,,,,
0.9464860515021459,0.9462564373431929,0.9473409120606299,0.9529886703997916,0.9520795660036167,0.9579150579150579,0.9596670934699104,0.9580686149936467,0.9583437892095358,0.9592624890992899,0.9591961769391006,0.9567173252279635
0.9631386861313869,0.9616154265963253,0.9623559077809798,0.959242045048266,0.9613810286527852,0.9610160522137943,0.9623438324828436,0.9654027607897956,0.9623263888888889,0.9611600207146557,0.9638055842812823,0.9640164496230295
