id,occurred_at,city,latitude,longitude,depth,magnitude,gasfield_id,created_at,updated_at,knmi_guid,region,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
458,2006-09-27 23:30:00,Eppenhuizen,53.367,6.687,3.0,1.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2006-10-06 00:10:00,Garrelsweer,53.302,6.79,3.0,1.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2006-10-15 20:18:00,Emmen,52.767,6.885,3.0,1.6,,,,,Emmen,69.0,69.0,70.0,70.0,100.0,100.0,101.0,102.0,151.0,152.0,167.0,178.0,185.0,185.0,177.0,173.0,164.0,153.0,147.0,148.0,147.0,150.0,163.0,174.0,186.0,208.0,240.0,251.0
461,2006-10-23 13:38:00,Garsthuizen,53.372,6.738,3.0,2.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2006-10-25 09:45:00,Delfzijl,53.325,6.923,3.0,1.4,1.0,,,,Delfzijl,47.0,47.0,48.0,49.0,77.0,77.0,78.0,78.0,116.0,118.0,133.0,144.0,148.0,148.0,145.0,142.0,138.0,131.0,124.0,121.0,121.0,126.0,131.0,138.0,,,,
463,2006-10-26 02:57:00,Laar (Duitsland),52.642,6.803,3.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2006-10-26 13:59:00,Oldenzijl,53.394,6.705,3.0,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2006-11-04 21:04:00,Ekehaar,52.934,6.578,3.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2006-11-05 15:00:00,Overschild,53.273,6.792,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2006-12-25 04:57:00,Leens,53.34,6.403,3.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,2007-01-10 18:36:00,Appingedam,53.34,6.883,3.0,1.5,1.0,,,,Appingedam,52.0,52.0,52.0,53.0,74.0,74.0,76.0,77.0,117.0,118.0,137.0,145.0,150.0,152.0,156.0,154.0,149.0,142.0,134.0,131.0,133.0,138.0,143.0,155.0,,,,
469,2007-01-18 22:29:00,Overschild,53.274,6.767,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2007-01-26 00:20:00,Zeerijp,53.352,6.755,3.0,2.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2007-01-31 01:03:00,Eppenhuizen,53.368,6.672,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,2007-02-04 04:47:00,Middelstum,53.346,6.658,3.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,2007-02-16 11:14:00,Harkstede,53.228,6.702,3.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,2007-02-17 01:41:00,Harkstede,53.227,6.703,3.0,2.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2007-02-17 02:21:00,Harkstede,53.228,6.683,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,2007-02-17 19:58:00,Krewerd,53.351,6.857,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,2007-03-03 06:43:00,Lageland,53.235,6.708,3.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2007-03-11 01:08:00,Wirdum,53.326,6.78,3.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2007-03-21 23:04:00,Lageland,53.24,6.722,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2007-03-29 20:28:00,Schipborg,53.068,6.693,3.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,2007-03-30 16:25:00,Lageland,53.236,6.707,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2007-04-01 15:42:00,Harkstede,53.23,6.69,3.0,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2007-04-13 14:57:00,Woudbloem,53.226,6.743,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2007-05-14 12:19:00,Westeremden,53.331,6.702,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2007-05-19 05:33:00,Zuidbroek,53.163,6.828,3.0,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,2007-06-09 20:07:00,Zeerijp,53.353,6.747,3.0,2.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2007-06-10 17:27:00,Middelstum,53.326,6.613,3.0,1.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2007-06-11 02:18:00,Westerwijtwerd,53.321,6.653,3.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,2007-06-23 02:01:00,Stedum,53.317,6.703,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,2007-07-02 20:57:00,Emmen,52.767,6.875,3.0,1.4,,,,,Emmen,69.0,69.0,70.0,70.0,100.0,100.0,101.0,102.0,151.0,152.0,167.0,178.0,185.0,185.0,177.0,173.0,164.0,153.0,147.0,148.0,147.0,150.0,163.0,174.0,186.0,208.0,240.0,251.0
491,2007-08-15 05:49:00,Garsthuizen,53.369,6.732,3.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2007-09-17 05:01:00,Leermens,53.344,6.8,3.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,2007-09-18 06:16:00,Schildwolde,53.236,6.8,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,2007-09-28 05:26:00,Middelstum,53.338,6.623,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2007-09-30 14:17:00,Froombosch,53.194,6.788,3.0,2.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,2007-10-27 01:57:00,Loppersum,53.333,6.748,3.0,2.0,1.0,,,,Loppersum,49.0,50.0,50.0,50.0,87.0,87.0,88.0,88.0,139.0,140.0,156.0,171.0,177.0,177.0,174.0,171.0,165.0,152.0,145.0,143.0,144.0,149.0,161.0,175.0,,,,
497,2007-11-13 10:26:00,Overschild,53.293,6.823,3.0,1.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,2007-11-30 21:37:00,Ubbena,53.053,6.568,3.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,2007-12-10 03:59:00,Sauwerd,53.297,6.535,3.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2008-01-02 03:36:00,Hooghalen,52.939,6.56,3.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,2008-01-05 20:31:00,Nieuw Annerveen,53.065,6.782,3.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,2008-01-07 21:53:00,Garmerwolde,53.243,6.658,3.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2008-01-24 19:21:00,Froombosch,53.196,6.773,3.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2008-02-12 02:48:00,Wirdum,53.311,6.783,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,2008-02-17 16:35:00,Zuidlaren,53.082,6.682,3.0,1.8,,,,,Zuidlaren,94.0,98.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
506,2008-02-19 15:44:00,Kolham,53.183,6.762,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,2008-03-19 17:02:00,Tinallinge,53.348,6.565,3.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,2008-03-29 16:57:00,Appingedam,53.292,6.842,3.0,1.4,1.0,,,,Appingedam,52.0,52.0,52.0,53.0,74.0,74.0,76.0,77.0,117.0,118.0,137.0,145.0,150.0,152.0,156.0,154.0,149.0,142.0,134.0,131.0,133.0,138.0,143.0,155.0,,,,
509,2008-03-31 07:06:00,Westeremden,53.346,6.7,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,2008-04-02 01:15:00,Ekehaar,52.946,6.592,3.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,2008-04-02 01:28:00,Ekehaar,52.947,6.595,3.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2008-04-07 04:32:00,Meedhuizen,53.294,6.897,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,2008-04-11 22:51:00,Tjuchem,53.283,6.875,3.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,2008-04-15 04:54:00,Wetsinge,53.312,6.557,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,2008-04-22 11:46:00,Nieuw Annerveen,53.068,6.77,3.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,2008-04-28 02:47:00,Siddeburen,53.258,6.86,3.0,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,2008-05-05 19:56:00,Onderdendam,53.333,6.59,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,2008-05-09 21:33:00,Ten Post,53.286,6.725,3.0,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,2008-05-10 23:20:00,Loppersum,53.327,6.728,3.0,1.2,1.0,,,,Loppersum,49.0,50.0,50.0,50.0,87.0,87.0,88.0,88.0,139.0,140.0,156.0,171.0,177.0,177.0,174.0,171.0,165.0,152.0,145.0,143.0,144.0,149.0,161.0,175.0,,,,
520,2008-05-18 13:23:00,Garsthuizen,53.375,6.728,2.8,2.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,2008-05-19 15:07:00,Loppersum,53.325,6.74,3.0,1.9,1.0,,,,Loppersum,49.0,50.0,50.0,50.0,87.0,87.0,88.0,88.0,139.0,140.0,156.0,171.0,177.0,177.0,174.0,171.0,165.0,152.0,145.0,143.0,144.0,149.0,161.0,175.0,,,,
522,2008-05-30 14:48:00,Usquert,53.408,6.633,3.0,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2008-06-01 11:00:00,Garrelsweer,53.308,6.782,3.0,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2008-06-10 20:51:00,Wirdum,53.31,6.785,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,2008-06-15 06:29:00,Noordzee,52.864,4.362,3.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2008-06-22 21:06:00,Hellum,53.248,6.842,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,2008-06-23 13:52:00,Veendam,53.109,6.855,3.0,1.1,,,,,Veendam,61.0,62.0,62.0,63.0,87.0,88.0,89.0,90.0,134.0,135.0,144.0,154.0,158.0,158.0,157.0,155.0,149.0,142.0,141.0,141.0,139.0,140.0,146.0,154.0,164.0,180.0,213.0,226.0
528,2008-07-10 06:57:00,Holwierde,53.35,6.882,3.0,2.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,2008-07-23 20:05:00,Harkstede,53.212,6.663,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,2008-08-05 02:35:00,Emmen,52.761,6.908,3.0,2.0,,,,,Emmen,69.0,69.0,70.0,70.0,100.0,100.0,101.0,102.0,151.0,152.0,167.0,178.0,185.0,185.0,177.0,173.0,164.0,153.0,147.0,148.0,147.0,150.0,163.0,174.0,186.0,208.0,240.0,251.0
531,2008-08-23 19:49:00,Loppersum,53.33,6.725,3.0,0.9,1.0,,,,Loppersum,49.0,50.0,50.0,50.0,87.0,87.0,88.0,88.0,139.0,140.0,156.0,171.0,177.0,177.0,174.0,171.0,165.0,152.0,145.0,143.0,144.0,149.0,161.0,175.0,,,,
532,2008-08-26 22:55:00,Geelbroek,52.949,6.565,3.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,2008-09-14 20:32:00,Middelstum,53.331,6.622,3.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,2008-09-15 22:26:00,Eexterveen,53.053,6.803,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,2008-09-20 08:45:00,Lageland,53.238,6.707,3.0,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,2008-09-29 10:20:00,Rottum,53.379,6.602,3.0,1.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,2008-10-11 08:19:00,Noordzee,52.7,4.372,3.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,2008-10-26 02:48:00,Schildwolde,53.243,6.805,3.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2008-10-26 07:49:00,Hooghalen,52.944,6.553,3.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,2008-10-29 16:36:00,Loppersum,53.33,6.71,3.0,1.4,1.0,,,,Loppersum,49.0,50.0,50.0,50.0,87.0,87.0,88.0,88.0,139.0,140.0,156.0,171.0,177.0,177.0,174.0,171.0,165.0,152.0,145.0,143.0,144.0,149.0,161.0,175.0,,,,
541,2008-10-30 05:54:00,Loppersum,53.337,6.72,3.0,3.2,1.0,,,,Loppersum,49.0,50.0,50.0,50.0,87.0,87.0,88.0,88.0,139.0,140.0,156.0,171.0,177.0,177.0,174.0,171.0,165.0,152.0,145.0,143.0,144.0,149.0,161.0,175.0,,,,
542,2008-11-07 16:40:00,Garsthuizen,53.381,6.735,3.0,2.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,2008-11-10 10:55:00,Oud Annerveen,53.083,6.763,3.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,2008-11-16 22:51:00,Eexterveen,53.048,6.792,3.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,2008-12-10 03:22:00,Overschild,53.279,6.828,3.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,2008-12-15 20:41:00,Middelstum,53.336,6.6,3.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,2008-12-23 15:16:00,Uithuizermeeden,53.403,6.71,3.0,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,2008-12-24 03:27:00,Vries,53.065,6.582,3.0,1.2,,,,,Vries,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,2009-01-01 08:34:00,Zuidlaren,53.095,6.718,3.0,1.5,,,,,Zuidlaren,94.0,98.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
550,2009-01-01 09:35:00,Delfzijl,53.33,6.902,3.0,1.2,1.0,,,,Delfzijl,47.0,47.0,48.0,49.0,77.0,77.0,78.0,78.0,116.0,118.0,133.0,144.0,148.0,148.0,145.0,142.0,138.0,131.0,124.0,121.0,121.0,126.0,131.0,138.0,,,,
551,2009-01-01 16:54:00,'t Zandt,53.366,6.772,3.0,1.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,2009-01-08 01:17:00,Westeremden,53.348,6.717,3.0,1.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,2009-01-09 20:16:00,Westeremden,53.341,6.713,3.0,1.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,2009-01-15 12:41:00,Appingedam,53.339,6.872,3.0,1.0,1.0,,,,Appingedam,52.0,52.0,52.0,53.0,74.0,74.0,76.0,77.0,117.0,118.0,137.0,145.0,150.0,152.0,156.0,154.0,149.0,142.0,134.0,131.0,133.0,138.0,143.0,155.0,,,,
555,2009-01-17 06:05:00,Sappemeer,53.17,6.795,3.0,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,2009-02-01 04:23:00,Zeerijp,53.36,6.74,3.0,2.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,2009-02-03 06:53:00,Appingedam,53.315,6.875,3.0,1.2,1.0,,,,Appingedam,52.0,52.0,52.0,53.0,74.0,74.0,76.0,77.0,117.0,118.0,137.0,145.0,150.0,152.0,156.0,154.0,149.0,142.0,134.0,131.0,133.0,138.0,143.0,155.0,,,,
558,2009-02-04 12:23:00,Garsthuizen,53.376,6.742,3.0,1.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,2009-02-05 11:56:00,Delfzijl,53.328,6.923,3.0,1.1,1.0,,,,Delfzijl,47.0,47.0,48.0,49.0,77.0,77.0,78.0,78.0,116.0,118.0,133.0,144.0,148.0,148.0,145.0,142.0,138.0,131.0,124.0,121.0,121.0,126.0,131.0,138.0,,,,
560,2009-02-16 09:24:00,Wirdum,53.298,6.8,3.0,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,2009-02-22 11:56:00,Noordlaren,53.118,6.647,3.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,2009-02-23 18:03:00,Tripscompagnie,53.132,6.83,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,2009-02-26 01:21:00,Noordlaren,53.119,6.65,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,2009-02-26 03:03:00,Noordlaren,53.118,6.647,3.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,2009-03-05 23:36:00,Noordlaren,53.119,6.647,3.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,2009-03-12 04:36:00,Noordlaren,53.117,6.645,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,2009-03-12 05:00:00,Noordlaren,53.117,6.645,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,2009-03-12 14:56:00,Noordlaren,53.117,6.647,3.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,2009-03-12 17:07:00,Noordlaren,53.117,6.647,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,2009-03-13 14:33:00,Holwierde,53.35,6.902,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,2009-03-14 15:32:00,Noordlaren,53.119,6.652,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,2009-03-14 15:32:00,Noordlaren,53.118,6.643,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,2009-03-14 20:10:00,Noordlaren,53.116,6.637,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,2009-03-17 00:06:00,Noordlaren,53.121,6.652,3.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,2009-03-17 03:34:00,Noordlaren,53.12,6.648,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2009-03-17 04:38:00,Noordlaren,53.119,6.648,3.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,2009-03-17 06:32:00,Noordlaren,53.12,6.648,3.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,2009-03-17 16:34:00,Noordlaren,53.118,6.652,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,2009-03-17 18:39:00,Noordlaren,53.119,6.653,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2009-03-17 18:40:00,Noordlaren,53.119,6.645,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,2009-03-17 19:10:00,Noordlaren,53.12,6.648,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,2009-03-17 19:10:00,Noordlaren,53.12,6.648,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,2009-03-17 19:10:00,Noordlaren,53.12,6.647,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,2009-03-17 19:11:00,Noordlaren,53.121,6.648,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,2009-03-17 19:15:00,Noordlaren,53.12,6.648,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2009-03-17 19:16:00,Noordlaren,53.12,6.648,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,2009-03-17 19:27:00,Noordlaren,53.12,6.65,3.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,2009-03-17 19:28:00,Noordlaren,53.12,6.65,3.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2009-03-17 21:28:00,Noordlaren,53.12,6.652,3.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2009-03-17 22:42:00,Noordlaren,53.119,6.652,3.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2009-03-18 14:26:00,Noordlaren,53.12,6.653,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2009-03-18 18:16:00,Noordlaren,53.119,6.65,3.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,2009-03-18 18:27:00,Noordlaren,53.12,6.652,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,2009-03-20 21:07:00,Noordlaren,53.119,6.642,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,2009-03-20 21:21:00,Noordlaren,53.118,6.645,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,2009-03-20 21:30:00,Noordlaren,53.12,6.647,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,2009-03-20 21:37:00,Noordlaren,53.12,6.648,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,2009-03-20 22:48:00,Noordlaren,53.12,6.655,3.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,2009-03-20 22:49:00,Noordlaren,53.117,6.638,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2009-03-21 04:31:00,Noordlaren,53.122,6.648,3.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2009-03-21 05:11:00,Noordlaren,53.12,6.652,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,2009-03-22 00:32:00,Noordlaren,53.12,6.648,3.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,2009-03-22 00:34:00,Noordlaren,53.119,6.648,3.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,2009-03-27 02:51:00,Wirdum,53.308,6.81,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,2009-04-14 21:05:00,Huizinge,53.345,6.68,3.0,2.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2009-04-14 23:35:00,'t Zandt,53.358,6.78,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,2009-04-16 17:12:00,Appingedam,53.313,6.845,3.0,2.6,1.0,,,,Appingedam,52.0,52.0,52.0,53.0,74.0,74.0,76.0,77.0,117.0,118.0,137.0,145.0,150.0,152.0,156.0,154.0,149.0,142.0,134.0,131.0,133.0,138.0,143.0,155.0,,,,
608,2009-04-20 14:42:00,Wirdum,53.296,6.808,3.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,2009-05-01 14:13:00,Scharmer,53.222,6.72,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,2009-05-04 11:31:00,'t Zandt,53.356,6.782,3.0,1.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,2009-05-07 01:20:00,'t Zandt,53.379,6.778,3.0,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,2009-05-07 03:42:00,Stedum,53.316,6.728,3.0,1.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2009-05-07 13:14:00,Lageland,53.253,6.723,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,2009-05-08 05:23:00,Zeerijp,53.354,6.762,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2009-05-08 15:54:00,Kropswolde,53.142,6.715,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2009-05-22 01:40:00,Wildervank,53.076,6.835,3.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,2009-05-26 00:08:00,Meedhuizen,53.302,6.93,3.0,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2009-05-26 11:00:00,Farmsum,53.314,6.928,3.0,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,2009-06-01 02:32:00,Siddeburen,53.23,6.878,3.0,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,2009-06-15 15:32:00,Overschild,53.286,6.813,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,2009-07-05 10:42:00,Garrelsweer,53.307,6.755,3.0,1.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,2009-07-05 18:52:00,Schildwolde,53.226,6.835,3.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,2009-07-14 16:11:00,Noordzee,52.773,4.308,3.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,2009-07-22 00:00:00,Ten Post,53.29,6.765,3.0,1.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,2009-08-19 01:49:00,Groningen,53.231,6.632,3.0,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,2009-09-14 00:32:00,Steendam,53.278,6.845,3.0,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,2009-09-29 02:23:00,Wirdum,53.314,6.802,3.0,1.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
