region,period,total,total_occupied,total_not_occupied,oppucation_ratio
Nederland,01/01/2012,7386743,6975208,411535,0.944287354
Nederland,01/01/2013,7449298,7055105,394193,0.947083202
Nederland,01/01/2014,7535315,7143163,392152,0.947958115
Nederland,01/01/2015,7587964,7211229,376735,0.950350977
Nederland,01/01/2016,7641323,7276184,365139,0.952215212
Nederland,01/01/2017,7686178,7331144,355034,0.953808772
Nederland,01/01/2018,7740984,7398054,342930,0.95569943
Nederland,01/01/2019,7814912,7469356,345556,0.955782484
Nederland,01/01/2020,7891786,7547587,344199,0.956385158
Nederland,01/01/2021,7966331,7615576,350755,0.955970321
Nederland,01/01/2022,8045580,7704623,340957,0.957621825
Nederland,01/01/2023,8125229,7777143,348086,0.957159854
Groningen (PV),01/01/2012,265332,250946,14386,0.945781135
Groningen (PV),01/01/2013,267466,253549,13917,0.947967218
Groningen (PV),01/01/2014,271087,257294,13793,0.949119655
Groningen (PV),01/01/2015,272774,259458,13316,0.951183031
Groningen (PV),01/01/2016,274719,261641,13078,0.952394993
Groningen (PV),01/01/2017,276728,263918,12810,0.953709057
Groningen (PV),01/01/2018,277113,264623,12490,0.954928134
Groningen (PV),01/01/2019,279662,266736,12926,0.95377992
Groningen (PV),01/01/2020,282047,269174,12873,0.954358671
Groningen (PV),01/01/2021,285012,272092,12920,0.954668575
Groningen (PV),01/01/2022,287568,274319,13249,0.953927419
Groningen (PV),01/01/2023,290562,276283,14279,0.950857304
Fryslân (PV),01/01/2012,287340,270451,16889,0.941222941
Fryslân (PV),01/01/2013,289380,273618,15762,0.945531827
Fryslân (PV),01/01/2014,292180,276925,15255,0.947789034
Fryslân (PV),01/01/2015,294169,279129,15040,0.948872927
Fryslân (PV),01/01/2016,295540,280642,14898,0.94959058
Fryslân (PV),01/01/2017,296463,282194,14269,0.951869205
Fryslân (PV),01/01/2018,298425,284229,14196,0.952430259
Fryslân (PV),01/01/2019,300238,286136,14102,0.953030596
Fryslân (PV),01/01/2020,302578,288553,14025,0.953648315
Fryslân (PV),01/01/2021,304693,290482,14211,0.953359611
Fryslân (PV),01/01/2022,306633,293094,13539,0.95584624
Fryslân (PV),01/01/2023,308768,295028,13740,0.95550057
Drenthe (PV),01/01/2012,219432,202528,16904,0.922964745
Drenthe (PV),01/01/2013,214890,203396,11494,0.946512169
Drenthe (PV),01/01/2014,218025,206059,11966,0.945116386
Drenthe (PV),01/01/2015,218383,207047,11336,0.948091198
Drenthe (PV),01/01/2016,218625,208139,10486,0.952036592
Drenthe (PV),01/01/2017,219240,209596,9644,0.956011677
Drenthe (PV),01/01/2018,220818,211271,9547,0.9567653
Drenthe (PV),01/01/2019,222197,212724,9473,0.957366661
Drenthe (PV),01/01/2020,223251,214405,8846,0.960376437
Drenthe (PV),01/01/2021,224556,215801,8755,0.961011952
Drenthe (PV),01/01/2022,226319,217950,8369,0.963021222
Drenthe (PV),01/01/2023,227907,219060,8847,0.961181535
Overijssel (PV),01/01/2012,482572,457187,25385,0.947396451
Overijssel (PV),01/01/2013,485391,461190,24201,0.950141226
Overijssel (PV),01/01/2014,487577,464438,23139,0.95254288
Overijssel (PV),01/01/2015,490227,468017,22210,0.954694458
Overijssel (PV),01/01/2016,493757,472295,21462,0.956533274
Overijssel (PV),01/01/2017,497361,476750,20611,0.958559276
Overijssel (PV),01/01/2018,499951,480112,19839,0.960318111
Overijssel (PV),01/01/2019,505343,484918,20425,0.959581908
Overijssel (PV),01/01/2020,510296,490153,20143,0.960526831
Overijssel (PV),01/01/2021,514993,494815,20178,0.960818885
Overijssel (PV),01/01/2022,518558,499102,19456,0.962480571
Overijssel (PV),01/01/2023,522916,502424,20492,0.960812062
Flevoland (PV),01/01/2012,158061,151636,6425,0.959351137
Flevoland (PV),01/01/2013,159496,153058,6438,0.959635351
Flevoland (PV),01/01/2014,161512,155257,6255,0.961272227
Flevoland (PV),01/01/2015,162731,156665,6066,0.962723759
Flevoland (PV),01/01/2016,162918,158004,4914,0.969837587
Flevoland (PV),01/01/2017,164229,159477,4752,0.971064794
Flevoland (PV),01/01/2018,166487,161787,4700,0.971769568
Flevoland (PV),01/01/2019,169237,164338,4899,0.971052429
Flevoland (PV),01/01/2020,172227,166839,5388,0.968715707
Flevoland (PV),01/01/2021,174659,169308,5351,0.969363159
Flevoland (PV),01/01/2022,178000,172943,5057,0.971589888
Flevoland (PV),01/01/2023,181165,175639,5526,0.969497419
Gelderland (PV),01/01/2012,845193,802258,42935,0.949200952
Gelderland (PV),01/01/2013,859847,817374,42473,0.950604003
Gelderland (PV),01/01/2014,869410,828566,40844,0.953021014
Gelderland (PV),01/01/2015,877662,837595,40067,0.954348029
Gelderland (PV),01/01/2016,885679,846204,39475,0.955429676
Gelderland (PV),01/01/2017,888062,850558,37504,0.957768714
Gelderland (PV),01/01/2018,893989,860082,33907,0.96207224
Gelderland (PV),01/01/2019,903256,869823,33433,0.96298613
Gelderland (PV),01/01/2020,912372,879751,32621,0.964245944
Gelderland (PV),01/01/2021,922524,889354,33170,0.964044296
Gelderland (PV),01/01/2022,932116,899901,32215,0.965438851
Gelderland (PV),01/01/2023,940858,906538,34320,0.963522657
Utrecht (PV),01/01/2012,528124,501543,26581,0.949669017
Utrecht (PV),01/01/2013,534592,508502,26090,0.951196426
Utrecht (PV),01/01/2014,539078,514964,24114,0.955268069
Utrecht (PV),01/01/2015,543473,520785,22688,0.958253676
Utrecht (PV),01/01/2016,548114,525923,22191,0.959513897
Utrecht (PV),01/01/2017,554305,531228,23077,0.958367686
Utrecht (PV),01/01/2018,557564,535827,21737,0.961014341
Utrecht (PV),01/01/2019,578906,556706,22200,0.961651805
Utrecht (PV),01/01/2020,585924,564280,21644,0.963060056
Utrecht (PV),01/01/2021,593799,570582,23217,0.960900911
Utrecht (PV),01/01/2022,601096,578357,22739,0.962170768
Utrecht (PV),01/01/2023,608195,584776,23419,0.961494258
Noord-Holland (PV),01/01/2012,1253521,1183925,69596,0.94447959
Noord-Holland (PV),01/01/2013,1262787,1194196,68591,0.945682843
Noord-Holland (PV),01/01/2014,1278533,1210593,67940,0.946860973
Noord-Holland (PV),01/01/2015,1287671,1222844,64827,0.949655619
Noord-Holland (PV),01/01/2016,1300094,1236224,63870,0.950872783
Noord-Holland (PV),01/01/2017,1307353,1244490,62863,0.951915818
Noord-Holland (PV),01/01/2018,1318336,1254690,63646,0.951722474
Noord-Holland (PV),01/01/2019,1334099,1268101,65998,0.950529908
Noord-Holland (PV),01/01/2020,1348750,1282812,65938,0.95111177
Noord-Holland (PV),01/01/2021,1359800,1291510,68290,0.949779379
Noord-Holland (PV),01/01/2022,1376949,1309388,67561,0.950934276
Noord-Holland (PV),01/01/2023,1392040,1325701,66339,0.952344042
Zuid-Holland (PV),01/01/2012,1605446,1508405,97041,0.939555114
Zuid-Holland (PV),01/01/2013,1618645,1524334,94311,0.941734599
Zuid-Holland (PV),01/01/2014,1636097,1540552,95545,0.941601873
Zuid-Holland (PV),01/01/2015,1647422,1555103,92319,0.943961535
Zuid-Holland (PV),01/01/2016,1657234,1569603,87631,0.947122132
Zuid-Holland (PV),01/01/2017,1666690,1582126,84564,0.94926231
Zuid-Holland (PV),01/01/2018,1677634,1597559,80075,0.952269088
Zuid-Holland (PV),01/01/2019,1675517,1596204,79313,0.952663566
Zuid-Holland (PV),01/01/2020,1692888,1612387,80501,0.952447533
Zuid-Holland (PV),01/01/2021,1709692,1626964,82728,0.951612337
Zuid-Holland (PV),01/01/2022,1724095,1644444,79651,0.95380127
Zuid-Holland (PV),01/01/2023,1739207,1660105,79102,0.954518352
Zeeland (PV),01/01/2012,181244,162746,18498,0.89793869
Zeeland (PV),01/01/2013,180369,164359,16010,0.911237519
Zeeland (PV),01/01/2014,182368,166065,16303,0.910603834
Zeeland (PV),01/01/2015,182668,167067,15601,0.914593689
Zeeland (PV),01/01/2016,183611,167939,15672,0.914645637
Zeeland (PV),01/01/2017,184354,168800,15554,0.915629712
Zeeland (PV),01/01/2018,185264,169774,15490,0.916389585
Zeeland (PV),01/01/2019,186528,170805,15723,0.915707025
Zeeland (PV),01/01/2020,187611,171471,16140,0.913970929
Zeeland (PV),01/01/2021,188560,173241,15319,0.918757955
Zeeland (PV),01/01/2022,189397,174415,14982,0.920896318
Zeeland (PV),01/01/2023,190577,175930,14647,0.923143926
Noord-Brabant (PV),01/01/2012,1050418,1004985,45433,0.956747695
Noord-Brabant (PV),01/01/2013,1062383,1018080,44303,0.958298467
Noord-Brabant (PV),01/01/2014,1078782,1033135,45647,0.957686539
Noord-Brabant (PV),01/01/2015,1087416,1043904,43512,0.959985875
Noord-Brabant (PV),01/01/2016,1096399,1053306,43093,0.960695878
Noord-Brabant (PV),01/01/2017,1104296,1062773,41523,0.962398668
Noord-Brabant (PV),01/01/2018,1116102,1075779,40323,0.963871582
Noord-Brabant (PV),01/01/2019,1128847,1088147,40700,0.963945513
Noord-Brabant (PV),01/01/2020,1140611,1100330,40281,0.964684717
Noord-Brabant (PV),01/01/2021,1151426,1111215,40211,0.965077217
Noord-Brabant (PV),01/01/2022,1164414,1125444,38970,0.966532522
Noord-Brabant (PV),01/01/2023,1178274,1137172,41102,0.965116772
Limburg (PV),01/01/2012,510025,478598,31427,0.938381452
Limburg (PV),01/01/2013,514028,483449,30579,0.940511023
Limburg (PV),01/01/2014,520664,489315,31349,0.939790345
Limburg (PV),01/01/2015,523368,493615,29753,0.9431509
Limburg (PV),01/01/2016,524633,496264,28369,0.945926009
Limburg (PV),01/01/2017,527097,499234,27863,0.947138762
Limburg (PV),01/01/2018,529301,502321,26980,0.949027113
Limburg (PV),01/01/2019,531082,504718,26364,0.950357948
Limburg (PV),01/01/2020,533231,507432,25799,0.951617592
Limburg (PV),01/01/2021,536617,510212,26405,0.950793583
Limburg (PV),01/01/2022,540435,515266,25169,0.953428257
Limburg (PV),01/01/2023,544760,518487,26273,0.951771422
Aa en Hunze,01/01/2012,12414,10526,1888,0.847913646
Aa en Hunze,01/01/2013,11214,10412,802,0.928482254
Aa en Hunze,01/01/2014,11173,10552,621,0.944419583
Aa en Hunze,01/01/2015,11150,10550,600,0.946188341
Aa en Hunze,01/01/2016,11131,10589,542,0.95130716
Aa en Hunze,01/01/2017,11145,10602,543,0.9512786
Aa en Hunze,01/01/2018,11165,10605,560,0.94984326
Aa en Hunze,01/01/2019,11257,10676,581,0.94838767
Aa en Hunze,01/01/2020,11179,10761,418,0.962608462
Aa en Hunze,01/01/2021,11207,10803,404,0.963951102
Aa en Hunze,01/01/2022,11336,10937,399,0.964802399
Aa en Hunze,01/01/2023,11428,10962,466,0.959222961
Aalburg,01/01/2012,4769,4477,292,0.938771231
Aalburg,01/01/2013,4857,4546,311,0.935968705
Aalburg,01/01/2014,4971,4623,348,0.929993965
Aalburg,01/01/2015,5020,4691,329,0.934462151
Aalburg,01/01/2016,5031,4708,323,0.935798052
Aalburg,01/01/2017,5071,4759,312,0.938473674
Aalburg,01/01/2018,5109,4824,285,0.944216089
Aalburg,01/01/2019,,,,
Aalburg,01/01/2020,,,,
Aalburg,01/01/2021,,,,
Aalburg,01/01/2022,,,,
Aalburg,01/01/2023,,,,
Aalsmeer,01/01/2012,12267,11616,651,0.94693079
Aalsmeer,01/01/2013,12354,11711,643,0.94795208
Aalsmeer,01/01/2014,12780,12032,748,0.941471049
Aalsmeer,01/01/2015,12803,12149,654,0.948918222
Aalsmeer,01/01/2016,12893,12305,588,0.954393857
Aalsmeer,01/01/2017,12919,12362,557,0.956885208
Aalsmeer,01/01/2018,12888,12417,471,0.963454376
Aalsmeer,01/01/2019,13091,12569,522,0.960125277
Aalsmeer,01/01/2020,13217,12682,535,0.959521828
Aalsmeer,01/01/2021,13284,12745,539,0.959424872
Aalsmeer,01/01/2022,13368,12870,498,0.962746858
Aalsmeer,01/01/2023,13460,12915,545,0.959509658
Aalten,01/01/2012,11504,10816,688,0.940194715
Aalten,01/01/2013,11451,10924,527,0.953977819
Aalten,01/01/2014,11687,11043,644,0.944896038
Aalten,01/01/2015,11775,11192,583,0.950488323
Aalten,01/01/2016,11811,11298,513,0.956565913
Aalten,01/01/2017,11872,11354,518,0.956367925
Aalten,01/01/2018,11922,11387,535,0.955124979
Aalten,01/01/2019,11971,11486,485,0.959485423
Aalten,01/01/2020,11976,11591,385,0.967852371
Aalten,01/01/2021,12028,11633,395,0.96715996
Aalten,01/01/2022,12095,11713,382,0.968416701
Aalten,01/01/2023,12164,11758,406,0.966622821
Achtkarspelen,01/01/2012,11663,11277,386,0.966903884
Achtkarspelen,01/01/2013,11711,11354,357,0.96951584
Achtkarspelen,01/01/2014,11894,11520,374,0.968555574
Achtkarspelen,01/01/2015,11917,11573,344,0.971133675
Achtkarspelen,01/01/2016,11946,11635,311,0.973966181
Achtkarspelen,01/01/2017,12028,11667,361,0.969986698
Achtkarspelen,01/01/2018,12075,11729,346,0.971345756
Achtkarspelen,01/01/2019,12118,11757,361,0.970209606
Achtkarspelen,01/01/2020,12129,11789,340,0.971968011
Achtkarspelen,01/01/2021,12181,11863,318,0.973893769
Achtkarspelen,01/01/2022,12264,11915,349,0.971542727
Achtkarspelen,01/01/2023,12289,11931,358,0.970868256
Alblasserdam,01/01/2012,8083,7720,363,0.955090932
Alblasserdam,01/01/2013,8111,7799,312,0.96153372
Alblasserdam,01/01/2014,8122,7838,284,0.965033243
Alblasserdam,01/01/2015,8138,7869,269,0.966945195
Alblasserdam,01/01/2016,8220,7939,281,0.965815085
Alblasserdam,01/01/2017,8252,7963,289,0.964978187
Alblasserdam,01/01/2018,8276,8011,265,0.9679797
Alblasserdam,01/01/2019,8324,8048,276,0.966842864
Alblasserdam,01/01/2020,8353,8090,263,0.968514306
Alblasserdam,01/01/2021,8408,8112,296,0.964795433
Alblasserdam,01/01/2022,8415,8141,274,0.967439097
Alblasserdam,01/01/2023,8449,8170,279,0.966978341
Albrandswaard,01/01/2012,9822,9448,374,0.961922215
Albrandswaard,01/01/2013,10059,9739,320,0.968187693
Albrandswaard,01/01/2014,10165,9778,387,0.961928185
Albrandswaard,01/01/2015,10167,9816,351,0.965476542
Albrandswaard,01/01/2016,10208,9875,333,0.967378527
Albrandswaard,01/01/2017,10286,9935,351,0.965875948
Albrandswaard,01/01/2018,10333,9970,363,0.964869835
Albrandswaard,01/01/2019,10347,10022,325,0.968589929
Albrandswaard,01/01/2020,10517,10161,356,0.966150043
Albrandswaard,01/01/2021,10573,10218,355,0.96642391
Albrandswaard,01/01/2022,10622,10280,342,0.967802674
Albrandswaard,01/01/2023,10730,10390,340,0.968313141
Alkmaar,01/01/2012,43703,42100,1603,0.963320596
Alkmaar,01/01/2013,44049,42290,1759,0.960067198
Alkmaar,01/01/2014,44884,43098,1786,0.960208538
Alkmaar,01/01/2015,50076,48102,1974,0.960579919
Alkmaar,01/01/2016,50346,48422,1924,0.961784452
Alkmaar,01/01/2017,50513,48757,1756,0.965236672
Alkmaar,01/01/2018,50830,49168,1662,0.967302774
Alkmaar,01/01/2019,51127,49408,1719,0.966377843
Alkmaar,01/01/2020,51339,49723,1616,0.968522955
Alkmaar,01/01/2021,51656,49957,1699,0.967109339
Alkmaar,01/01/2022,52941,51107,1834,0.965357662
Alkmaar,01/01/2023,53417,51684,1733,0.967557145
Almelo,01/01/2012,31995,30372,1623,0.949273324
Almelo,01/01/2013,32117,30599,1518,0.952735312
Almelo,01/01/2014,32159,30591,1568,0.951242265
Almelo,01/01/2015,32281,30709,1572,0.951302624
Almelo,01/01/2016,32417,30871,1546,0.952308974
Almelo,01/01/2017,32859,31239,1620,0.950698439
Almelo,01/01/2018,32988,31556,1432,0.956590275
Almelo,01/01/2019,33472,32018,1454,0.956560707
Almelo,01/01/2020,33549,32102,1447,0.956869057
Almelo,01/01/2021,33827,32337,1490,0.955952346
Almelo,01/01/2022,33917,32531,1386,0.959135537
Almelo,01/01/2023,34067,32619,1448,0.957495524
Almere,01/01/2012,76755,74544,2211,0.971194059
Almere,01/01/2013,77609,75346,2263,0.970841011
Almere,01/01/2014,78330,76329,2001,0.974454232
Almere,01/01/2015,78974,77058,1916,0.975738851
Almere,01/01/2016,79721,77991,1730,0.978299319
Almere,01/01/2017,80582,78913,1669,0.979288179
Almere,01/01/2018,82312,80543,1769,0.978508601
Almere,01/01/2019,84161,82288,1873,0.977745036
Almere,01/01/2020,85977,83832,2145,0.975051467
Almere,01/01/2021,87259,85103,2156,0.975291947
Almere,01/01/2022,88874,86880,1994,0.977563742
Almere,01/01/2023,90690,88296,2394,0.973602382
Alphen aan den Rijn,01/01/2012,31005,29947,1058,0.965876472
Alphen aan den Rijn,01/01/2013,31280,30290,990,0.968350384
Alphen aan den Rijn,01/01/2014,45433,43952,1481,0.967402549
Alphen aan den Rijn,01/01/2015,45753,44424,1329,0.970952724
Alphen aan den Rijn,01/01/2016,45968,44695,1273,0.972306822
Alphen aan den Rijn,01/01/2017,46723,45296,1427,0.969458297
Alphen aan den Rijn,01/01/2018,47099,45792,1307,0.972249942
Alphen aan den Rijn,01/01/2019,47753,46522,1231,0.974221515
Alphen aan den Rijn,01/01/2020,48178,46959,1219,0.974697995
Alphen aan den Rijn,01/01/2021,48893,47655,1238,0.974679402
Alphen aan den Rijn,01/01/2022,49398,48046,1352,0.972630471
Alphen aan den Rijn,01/01/2023,50031,48676,1355,0.972916792
Alphen-Chaam,01/01/2012,3936,3587,349,0.911331301
Alphen-Chaam,01/01/2013,3984,3679,305,0.923443775
Alphen-Chaam,01/01/2014,4050,3755,295,0.927160494
Alphen-Chaam,01/01/2015,4149,3860,289,0.930344661
Alphen-Chaam,01/01/2016,4214,3944,270,0.93592786
Alphen-Chaam,01/01/2017,4254,3978,276,0.935119887
Alphen-Chaam,01/01/2018,4280,4005,275,0.935747664
Alphen-Chaam,01/01/2019,4342,4065,277,0.936204514
Alphen-Chaam,01/01/2020,4371,4111,260,0.940517044
Alphen-Chaam,01/01/2021,4432,4186,246,0.944494585
Alphen-Chaam,01/01/2022,4508,4230,278,0.938331854
Alphen-Chaam,01/01/2023,4517,4274,243,0.946203232
Altena,01/01/2012,,,,
Altena,01/01/2013,,,,
Altena,01/01/2014,,,,
Altena,01/01/2015,,,,
Altena,01/01/2016,,,,
Altena,01/01/2017,,,,
Altena,01/01/2018,,,,
Altena,01/01/2019,22221,21328,893,0.95981279
Altena,01/01/2020,22399,21591,808,0.963926961
Altena,01/01/2021,22587,21786,801,0.964537123
Altena,01/01/2022,22846,22101,745,0.967390353
Altena,01/01/2023,23200,22339,861,0.962887931
Ameland,01/01/2012,1547,1362,185,0.880413704
Ameland,01/01/2013,1568,1385,183,0.883290816
Ameland,01/01/2014,1657,1446,211,0.872661436
Ameland,01/01/2015,1670,1452,218,0.869461078
Ameland,01/01/2016,1674,1451,223,0.866786141
Ameland,01/01/2017,1686,1478,208,0.876631079
Ameland,01/01/2018,1712,1496,216,0.873831776
Ameland,01/01/2019,1731,1505,226,0.86943963
Ameland,01/01/2020,1737,1510,227,0.869314911
Ameland,01/01/2021,1753,1542,211,0.879634912
Ameland,01/01/2022,1778,1555,223,0.874578178
Ameland,01/01/2023,1859,1619,240,0.870898332
Amersfoort,01/01/2012,63442,60364,3078,0.951483245
Amersfoort,01/01/2013,63856,61364,2492,0.960974693
Amersfoort,01/01/2014,64455,62127,2328,0.963881778
Amersfoort,01/01/2015,64833,62846,1987,0.969352028
Amersfoort,01/01/2016,65289,63444,1845,0.971741028
Amersfoort,01/01/2017,66034,63977,2057,0.968849381
Amersfoort,01/01/2018,66530,64631,1899,0.971456486
Amersfoort,01/01/2019,67181,65563,1618,0.97591581
Amersfoort,01/01/2020,67722,66130,1592,0.97649213
Amersfoort,01/01/2021,68809,66881,1928,0.97198041
Amersfoort,01/01/2022,69962,68027,1935,0.972342129
Amersfoort,01/01/2023,70722,68753,1969,0.972158593
Amstelveen,01/01/2012,41304,38728,2576,0.937633159
Amstelveen,01/01/2013,41616,39166,2450,0.941128412
Amstelveen,01/01/2014,42395,39607,2788,0.934237528
Amstelveen,01/01/2015,42736,40292,2444,0.942811681
Amstelveen,01/01/2016,43045,40830,2215,0.948542223
Amstelveen,01/01/2017,41649,38959,2690,0.935412615
Amstelveen,01/01/2018,41782,38927,2855,0.93166914
Amstelveen,01/01/2019,42035,39422,2613,0.937837516
Amstelveen,01/01/2020,42310,39604,2706,0.936043489
Amstelveen,01/01/2021,42251,39410,2841,0.932758988
Amstelveen,01/01/2022,42402,39938,2464,0.941889534
Amstelveen,01/01/2023,42880,40556,2324,0.945802239
Amsterdam,01/01/2012,408888,378307,30581,0.925209348
Amsterdam,01/01/2013,411127,381998,29129,0.929148414
Amsterdam,01/01/2014,413697,386213,27484,0.933564904
Amsterdam,01/01/2015,416966,390430,26536,0.936359319
Amsterdam,01/01/2016,424390,396944,27446,0.935328354
Amsterdam,01/01/2017,428035,400716,27319,0.93617578
Amsterdam,01/01/2018,432715,404626,28089,0.935086604
Amsterdam,01/01/2019,441490,411565,29925,0.93221817
Amsterdam,01/01/2020,447351,418356,28995,0.935185123
Amsterdam,01/01/2021,449989,419308,30681,0.931818333
Amsterdam,01/01/2022,458397,427966,30431,0.933614312
Amsterdam,01/01/2023,474866,445528,29338,0.938218361
Apeldoorn,01/01/2012,67968,64410,3558,0.947651836
Apeldoorn,01/01/2013,68319,64967,3352,0.95093605
Apeldoorn,01/01/2014,69507,66402,3105,0.95532824
Apeldoorn,01/01/2015,69804,66935,2869,0.958899203
Apeldoorn,01/01/2016,70615,67733,2882,0.959187142
Apeldoorn,01/01/2017,71050,68180,2870,0.959605911
Apeldoorn,01/01/2018,71526,68869,2657,0.962852669
Apeldoorn,01/01/2019,72445,69717,2728,0.962343847
Apeldoorn,01/01/2020,73244,70605,2639,0.963969745
Apeldoorn,01/01/2021,74184,71400,2784,0.962471692
Apeldoorn,01/01/2022,74603,72133,2470,0.966891412
Apeldoorn,01/01/2023,75096,72656,2440,0.967508256
Appingedam,01/01/2012,5732,5427,305,0.946789951
Appingedam,01/01/2013,5785,5429,356,0.938461538
Appingedam,01/01/2014,5840,5518,322,0.944863014
Appingedam,01/01/2015,5850,5574,276,0.952820513
Appingedam,01/01/2016,5881,5622,259,0.955959871
Appingedam,01/01/2017,5899,5647,252,0.957280895
Appingedam,01/01/2018,5925,5638,287,0.951561181
Appingedam,01/01/2019,6032,5621,411,0.931863395
Appingedam,01/01/2020,6042,5639,403,0.933300232
Appingedam,01/01/2021,6050,5680,370,0.938842975
Appingedam,01/01/2022,6080,5700,380,0.9375
Appingedam,01/01/2023,6120,5735,385,0.937091503
Arnhem,01/01/2012,69605,66270,3335,0.952086775
Arnhem,01/01/2013,70571,67029,3542,0.949809412
Arnhem,01/01/2014,71114,67721,3393,0.952287876
Arnhem,01/01/2015,71962,68511,3451,0.952044134
Arnhem,01/01/2016,72711,69371,3340,0.954064722
Arnhem,01/01/2017,73640,70382,3258,0.95575774
Arnhem,01/01/2018,74416,71524,2892,0.96113739
Arnhem,01/01/2019,75632,72794,2838,0.962476201
Arnhem,01/01/2020,76737,73862,2875,0.962534371
Arnhem,01/01/2021,77839,74875,2964,0.961921402
Arnhem,01/01/2022,79065,76177,2888,0.963473092
Arnhem,01/01/2023,79817,76850,2967,0.962827468
Assen,01/01/2012,29854,28781,1073,0.964058418
Assen,01/01/2013,30183,28903,1280,0.957592022
Assen,01/01/2014,30539,29216,1323,0.956678346
Assen,01/01/2015,30737,29413,1324,0.956924879
Assen,01/01/2016,30691,29662,1029,0.966472256
Assen,01/01/2017,30995,29945,1050,0.966123568
Assen,01/01/2018,31424,30211,1213,0.961398931
Assen,01/01/2019,31570,30565,1005,0.96816598
Assen,01/01/2020,32154,31093,1061,0.96700255
Assen,01/01/2021,32538,31411,1127,0.965363575
Assen,01/01/2022,32680,31691,989,0.969736842
Assen,01/01/2023,32998,31952,1046,0.968301109
Asten,01/01/2012,6337,6127,210,0.966861291
Asten,01/01/2013,6464,6238,226,0.965037129
Asten,01/01/2014,6662,6441,221,0.966826779
Asten,01/01/2015,6698,6530,168,0.974917886
Asten,01/01/2016,6717,6568,149,0.977817478
Asten,01/01/2017,6768,6618,150,0.977836879
Asten,01/01/2018,6803,6635,168,0.975305012
Asten,01/01/2019,6853,6684,169,0.975339267
Asten,01/01/2020,6899,6717,182,0.973619365
Asten,01/01/2021,7069,6834,235,0.96675626
Asten,01/01/2022,7146,6934,212,0.970333053
Asten,01/01/2023,7225,7019,206,0.971487889
Baarle-Nassau,01/01/2012,2681,2491,190,0.929130921
Baarle-Nassau,01/01/2013,2706,2496,210,0.922394678
Baarle-Nassau,01/01/2014,2727,2497,230,0.915658232
Baarle-Nassau,01/01/2015,2744,2523,221,0.919460641
Baarle-Nassau,01/01/2016,2746,2529,217,0.920975965
Baarle-Nassau,01/01/2017,2770,2546,224,0.919133574
Baarle-Nassau,01/01/2018,2832,2619,213,0.924788136
Baarle-Nassau,01/01/2019,2852,2655,197,0.930925666
Baarle-Nassau,01/01/2020,2875,2684,191,0.933565217
Baarle-Nassau,01/01/2021,2916,2715,201,0.931069959
Baarle-Nassau,01/01/2022,2955,2755,200,0.932318105
Baarle-Nassau,01/01/2023,2962,2793,169,0.942943957
Baarn,01/01/2012,11071,10334,737,0.933429681
Baarn,01/01/2013,11228,10311,917,0.918329177
Baarn,01/01/2014,11439,10449,990,0.913453973
Baarn,01/01/2015,11586,10615,971,0.916191956
Baarn,01/01/2016,11586,10684,902,0.922147419
Baarn,01/01/2017,11676,10706,970,0.916923604
Baarn,01/01/2018,11564,10786,778,0.932722241
Baarn,01/01/2019,11647,10872,775,0.93345926
Baarn,01/01/2020,11679,10960,719,0.93843651
Baarn,01/01/2021,11700,11021,679,0.941965812
Baarn,01/01/2022,11766,11040,726,0.938296787
Baarn,01/01/2023,11790,11054,736,0.937574215
Barendrecht,01/01/2012,18421,17869,552,0.9700342
Barendrecht,01/01/2013,18760,18192,568,0.969722814
Barendrecht,01/01/2014,18806,18218,588,0.968733383
Barendrecht,01/01/2015,18867,18333,534,0.971696613
Barendrecht,01/01/2016,18918,18469,449,0.97626599
Barendrecht,01/01/2017,19131,18682,449,0.976530239
Barendrecht,01/01/2018,19184,18776,408,0.978732277
Barendrecht,01/01/2019,19256,18855,401,0.979175322
Barendrecht,01/01/2020,19416,18965,451,0.976771735
Barendrecht,01/01/2021,19433,18990,443,0.977203726
Barendrecht,01/01/2022,19594,19101,493,0.974839237
Barendrecht,01/01/2023,19750,19271,479,0.975746835
Barneveld,01/01/2012,19699,18718,981,0.950200518
Barneveld,01/01/2013,19835,18886,949,0.952155281
Barneveld,01/01/2014,20118,19157,961,0.952231832
Barneveld,01/01/2015,20598,19619,979,0.952471114
Barneveld,01/01/2016,20938,20057,881,0.957923393
Barneveld,01/01/2017,21330,20443,887,0.958415377
Barneveld,01/01/2018,21926,20978,948,0.95676366
Barneveld,01/01/2019,22249,21289,960,0.956851993
Barneveld,01/01/2020,22799,21870,929,0.959252599
Barneveld,01/01/2021,23146,22221,925,0.960036291
Barneveld,01/01/2022,23379,22482,897,0.961632234
Barneveld,01/01/2023,23576,22639,937,0.960256193
Bedum,01/01/2012,4424,4252,172,0.961121157
Bedum,01/01/2013,4464,4282,182,0.959229391
Bedum,01/01/2014,4500,4320,180,0.96
Bedum,01/01/2015,4529,4328,201,0.955619342
Bedum,01/01/2016,4570,4375,195,0.957330416
Bedum,01/01/2017,4569,4424,145,0.96826439
Bedum,01/01/2018,4614,4452,162,0.964889467
Bedum,01/01/2019,,,,
Bedum,01/01/2020,,,,
Bedum,01/01/2021,,,,
Bedum,01/01/2022,,,,
Bedum,01/01/2023,,,,
Beek (L.),01/01/2012,7360,7119,241,0.967255435
Beek (L.),01/01/2013,7373,7102,271,0.96324427
