region,period,total,total_occupied,total_not_occupied,oppucation_ratio
Leeuwarden,01/01/2018,60905,58204,2701,0.955652245
Leeuwarden,01/01/2019,61492,58930,2562,0.958336044
Leeuwarden,01/01/2020,62599,59863,2736,0.956293232
Leeuwarden,01/01/2021,63066,60378,2688,0.957377985
Leeuwarden,01/01/2022,63988,61346,2642,0.958711008
Leeuwarden,01/01/2023,64684,61944,2740,0.95764022
Leeuwarderadeel,01/01/2012,4256,4135,121,0.971569549
Leeuwarderadeel,01/01/2013,4267,4153,114,0.973283337
Leeuwarderadeel,01/01/2014,4325,4214,111,0.97433526
Leeuwarderadeel,01/01/2015,4341,4237,104,0.976042387
Leeuwarderadeel,01/01/2016,4352,4252,100,0.977022059
Leeuwarderadeel,01/01/2017,4353,4244,109,0.974959798
Leeuwarderadeel,01/01/2018,,,,
Leeuwarderadeel,01/01/2019,,,,
Leeuwarderadeel,01/01/2020,,,,
Leeuwarderadeel,01/01/2021,,,,
Leeuwarderadeel,01/01/2022,,,,
Leeuwarderadeel,01/01/2023,,,,
Leiden,01/01/2012,53611,50783,2828,0.947249632
Leiden,01/01/2013,54400,51671,2729,0.949834559
Leiden,01/01/2014,55202,52410,2792,0.949422122
Leiden,01/01/2015,55231,52685,2546,0.9539027
Leiden,01/01/2016,56636,53791,2845,0.949766933
Leiden,01/01/2017,57476,55050,2426,0.957791078
Leiden,01/01/2018,58079,55829,2250,0.961259664
Leiden,01/01/2019,59088,56604,2484,0.957961007
Leiden,01/01/2020,59832,57156,2676,0.955274769
Leiden,01/01/2021,60538,57716,2822,0.953384651
Leiden,01/01/2022,61605,59068,2537,0.958818278
Leiden,01/01/2023,62598,59989,2609,0.958321352
Leiderdorp,01/01/2012,11838,11382,456,0.96147998
Leiderdorp,01/01/2013,11843,11436,407,0.965633708
Leiderdorp,01/01/2014,11891,11545,346,0.970902363
Leiderdorp,01/01/2015,11958,11611,347,0.97098177
Leiderdorp,01/01/2016,12016,11644,372,0.969041278
Leiderdorp,01/01/2017,12068,11748,320,0.973483593
Leiderdorp,01/01/2018,12118,11842,276,0.977223964
Leiderdorp,01/01/2019,12121,11835,286,0.976404587
Leiderdorp,01/01/2020,12119,11822,297,0.975493027
Leiderdorp,01/01/2021,12379,12079,300,0.975765409
Leiderdorp,01/01/2022,12525,12232,293,0.976606786
Leiderdorp,01/01/2023,12700,12263,437,0.965590551
Leidschendam-Voorburg,01/01/2012,35969,33789,2180,0.939392254
Leidschendam-Voorburg,01/01/2013,35868,33938,1930,0.946191591
Leidschendam-Voorburg,01/01/2014,36175,34462,1713,0.952646856
Leidschendam-Voorburg,01/01/2015,36383,34690,1693,0.953467279
Leidschendam-Voorburg,01/01/2016,36398,34823,1575,0.956728392
Leidschendam-Voorburg,01/01/2017,36444,34943,1501,0.958813522
Leidschendam-Voorburg,01/01/2018,36481,35028,1453,0.960171048
Leidschendam-Voorburg,01/01/2019,36781,35129,1652,0.955085506
Leidschendam-Voorburg,01/01/2020,36944,35438,1506,0.9592356
Leidschendam-Voorburg,01/01/2021,36955,35469,1486,0.959788932
Leidschendam-Voorburg,01/01/2022,37202,35695,1507,0.959491425
Leidschendam-Voorburg,01/01/2023,37690,36144,1546,0.958981162
Lelystad,01/01/2012,32216,30684,1532,0.95244599
Lelystad,01/01/2013,32379,30924,1455,0.955063467
Lelystad,01/01/2014,32578,31213,1365,0.958100559
Lelystad,01/01/2015,32658,31429,1229,0.962367567
Lelystad,01/01/2016,32755,31641,1114,0.965989925
Lelystad,01/01/2017,32895,31712,1183,0.964037088
Lelystad,01/01/2018,32767,31928,839,0.974394971
Lelystad,01/01/2019,32893,32122,771,0.976560362
Lelystad,01/01/2020,33385,32484,901,0.973011832
Lelystad,01/01/2021,33734,32883,851,0.974773226
Lelystad,01/01/2022,34531,33672,859,0.975123802
Lelystad,01/01/2023,35058,34029,1029,0.970648639
Lemsterland,01/01/2012,6315,5467,848,0.865716548
Lemsterland,01/01/2013,6435,5590,845,0.868686869
Lemsterland,01/01/2014,,,,
Lemsterland,01/01/2015,,,,
Lemsterland,01/01/2016,,,,
Lemsterland,01/01/2017,,,,
Lemsterland,01/01/2018,,,,
Lemsterland,01/01/2019,,,,
Lemsterland,01/01/2020,,,,
Lemsterland,01/01/2021,,,,
Lemsterland,01/01/2022,,,,
Lemsterland,01/01/2023,,,,
Leudal,01/01/2012,15231,14560,671,0.955945112
Leudal,01/01/2013,15327,14688,639,0.958308867
Leudal,01/01/2014,15520,14729,791,0.949033505
Leudal,01/01/2015,15669,14813,856,0.945369839
Leudal,01/01/2016,15718,15010,708,0.954956101
Leudal,01/01/2017,15735,15100,635,0.959644105
Leudal,01/01/2018,15745,15164,581,0.963099397
Leudal,01/01/2019,15832,15225,607,0.961659929
Leudal,01/01/2020,15992,15378,614,0.961605803
Leudal,01/01/2021,16157,15476,681,0.957851086
Leudal,01/01/2022,16210,15584,626,0.961381863
Leudal,01/01/2023,16312,15684,628,0.961500736
Leusden,01/01/2012,12133,11725,408,0.966372703
Leusden,01/01/2013,12415,11924,491,0.960451067
Leusden,01/01/2014,12389,12018,371,0.97005408
Leusden,01/01/2015,12400,12085,315,0.974596774
Leusden,01/01/2016,12425,12148,277,0.977706237
Leusden,01/01/2017,12495,12260,235,0.981192477
Leusden,01/01/2018,12637,12397,240,0.981008151
Leusden,01/01/2019,12905,12588,317,0.975435878
Leusden,01/01/2020,13043,12745,298,0.977152496
Leusden,01/01/2021,13229,12950,279,0.978909971
Leusden,01/01/2022,13345,13045,300,0.97751967
Leusden,01/01/2023,13637,13322,315,0.976901078
Liesveld,01/01/2012,3762,3599,163,0.956671983
Liesveld,01/01/2013,,,,
Liesveld,01/01/2014,,,,
Liesveld,01/01/2015,,,,
Liesveld,01/01/2016,,,,
Liesveld,01/01/2017,,,,
Liesveld,01/01/2018,,,,
Liesveld,01/01/2019,,,,
Liesveld,01/01/2020,,,,
Liesveld,01/01/2021,,,,
Liesveld,01/01/2022,,,,
Liesveld,01/01/2023,,,,
Lingewaal,01/01/2012,4288,4132,156,0.963619403
Lingewaal,01/01/2013,4409,4222,187,0.957586754
Lingewaal,01/01/2014,4467,4337,130,0.970897694
Lingewaal,01/01/2015,4501,4333,168,0.962674961
Lingewaal,01/01/2016,4538,4379,159,0.964962539
Lingewaal,01/01/2017,4532,4404,128,0.971756399
Lingewaal,01/01/2018,4594,4431,163,0.964518938
Lingewaal,01/01/2019,,,,
Lingewaal,01/01/2020,,,,
Lingewaal,01/01/2021,,,,
Lingewaal,01/01/2022,,,,
Lingewaal,01/01/2023,,,,
Lingewaard,01/01/2012,18539,18066,473,0.974486218
Lingewaard,01/01/2013,18781,18267,514,0.972631915
Lingewaard,01/01/2014,18884,18366,518,0.972569371
Lingewaard,01/01/2015,19214,18710,504,0.973769127
Lingewaard,01/01/2016,19423,18866,557,0.971322659
Lingewaard,01/01/2017,19638,19091,547,0.97214584
Lingewaard,01/01/2018,19646,19209,437,0.977756286
Lingewaard,01/01/2019,19783,19307,476,0.975938937
Lingewaard,01/01/2020,19872,19368,504,0.974637681
Lingewaard,01/01/2021,20056,19552,504,0.974870363
Lingewaard,01/01/2022,20183,19713,470,0.976713075
Lingewaard,01/01/2023,20320,19767,553,0.972785433
Lisse,01/01/2012,9637,9347,290,0.969907648
Lisse,01/01/2013,9653,9344,309,0.967989226
Lisse,01/01/2014,9782,9433,349,0.964322224
Lisse,01/01/2015,9935,9578,357,0.964066432
Lisse,01/01/2016,10080,9715,365,0.963789683
Lisse,01/01/2017,10183,9781,402,0.960522439
Lisse,01/01/2018,10049,9794,255,0.974624341
Lisse,01/01/2019,10217,9891,326,0.968092395
Lisse,01/01/2020,10330,9994,336,0.967473379
Lisse,01/01/2021,10411,10076,335,0.967822495
Lisse,01/01/2022,10430,10139,291,0.972099712
Lisse,01/01/2023,10490,10229,261,0.975119161
Littenseradiel,01/01/2012,4496,4242,254,0.943505338
Littenseradiel,01/01/2013,4531,4296,235,0.94813507
Littenseradiel,01/01/2014,4551,4336,215,0.952757636
Littenseradiel,01/01/2015,4527,4334,193,0.95736691
Littenseradiel,01/01/2016,4515,4354,161,0.964341085
Littenseradiel,01/01/2017,4528,4352,176,0.961130742
Littenseradiel,01/01/2018,,,,
Littenseradiel,01/01/2019,,,,
Littenseradiel,01/01/2020,,,,
Littenseradiel,01/01/2021,,,,
Littenseradiel,01/01/2022,,,,
Littenseradiel,01/01/2023,,,,
Lochem,01/01/2012,14113,13421,692,0.950967193
Lochem,01/01/2013,14265,13549,716,0.94980722
Lochem,01/01/2014,14396,13679,717,0.950194498
Lochem,01/01/2015,14519,13823,696,0.952062814
Lochem,01/01/2016,14624,13926,698,0.952270241
Lochem,01/01/2017,14778,14164,614,0.958451753
Lochem,01/01/2018,14916,14280,636,0.957361223
Lochem,01/01/2019,14997,14351,646,0.956924718
Lochem,01/01/2020,15096,14407,689,0.954358771
Lochem,01/01/2021,15165,14525,640,0.95779756
Lochem,01/01/2022,15305,14676,629,0.95890232
Lochem,01/01/2023,15446,14786,660,0.957270491
Loon op Zand,01/01/2012,9864,9411,453,0.954075426
Loon op Zand,01/01/2013,9961,9506,455,0.954321855
Loon op Zand,01/01/2014,10033,9604,429,0.957241104
Loon op Zand,01/01/2015,10025,9624,401,0.96
Loon op Zand,01/01/2016,10110,9665,445,0.955984174
Loon op Zand,01/01/2017,10169,9722,447,0.956042875
Loon op Zand,01/01/2018,10209,9807,402,0.96062298
Loon op Zand,01/01/2019,10317,9915,402,0.961035185
Loon op Zand,01/01/2020,10409,9985,424,0.95926602
Loon op Zand,01/01/2021,10478,10058,420,0.959916015
Loon op Zand,01/01/2022,10491,10196,295,0.97188066
Loon op Zand,01/01/2023,10516,10231,285,0.97289844
Lopik,01/01/2012,5315,5075,240,0.954844779
Lopik,01/01/2013,5347,5090,257,0.951935665
Lopik,01/01/2014,5364,5107,257,0.952087994
Lopik,01/01/2015,5383,5149,234,0.956529816
Lopik,01/01/2016,5488,5236,252,0.954081633
Lopik,01/01/2017,5526,5270,256,0.953673543
Lopik,01/01/2018,5581,5329,252,0.954846802
Lopik,01/01/2019,5660,5446,214,0.962190813
Lopik,01/01/2020,5741,5512,229,0.960111479
Lopik,01/01/2021,5838,5576,262,0.955121617
Lopik,01/01/2022,5848,5626,222,0.962038304
Lopik,01/01/2023,5879,5653,226,0.961558088
Loppersum,01/01/2012,4478,4266,212,0.952657436
Loppersum,01/01/2013,4508,4309,199,0.955856256
Loppersum,01/01/2014,4621,4319,302,0.93464618
Loppersum,01/01/2015,4657,4350,307,0.934077732
Loppersum,01/01/2016,4648,4340,308,0.93373494
Loppersum,01/01/2017,4627,4330,297,0.935811541
Loppersum,01/01/2018,4687,4280,407,0.913164071
Loppersum,01/01/2019,4698,4283,415,0.911664538
Loppersum,01/01/2020,4687,4299,388,0.917217837
Loppersum,01/01/2021,,,,
Loppersum,01/01/2022,,,,
Loppersum,01/01/2023,,,,
Losser,01/01/2012,9291,8898,393,0.957701001
Losser,01/01/2013,9429,8936,493,0.947714498
Losser,01/01/2014,9462,9010,452,0.952229973
Losser,01/01/2015,9497,9072,425,0.955249026
Losser,01/01/2016,9559,9179,380,0.960246888
Losser,01/01/2017,9626,9210,416,0.956783711
Losser,01/01/2018,9712,9310,402,0.958607908
Losser,01/01/2019,9733,9368,365,0.962498716
Losser,01/01/2020,9789,9404,385,0.96067014
Losser,01/01/2021,9863,9462,401,0.959342999
Losser,01/01/2022,9969,9610,359,0.963988364
Losser,01/01/2023,10067,9685,382,0.962054237
Maasdonk,01/01/2012,4553,4066,487,0.893037558
Maasdonk,01/01/2013,4589,4123,466,0.898452822
Maasdonk,01/01/2014,4559,4151,408,0.91050669
Maasdonk,01/01/2015,,,,
Maasdonk,01/01/2016,,,,
Maasdonk,01/01/2017,,,,
Maasdonk,01/01/2018,,,,
Maasdonk,01/01/2019,,,,
Maasdonk,01/01/2020,,,,
Maasdonk,01/01/2021,,,,
Maasdonk,01/01/2022,,,,
Maasdonk,01/01/2023,,,,
Maasdriel,01/01/2012,9484,9030,454,0.952129903
Maasdriel,01/01/2013,9531,9151,380,0.960130102
Maasdriel,01/01/2014,9566,9201,365,0.961844031
Maasdriel,01/01/2015,9639,9245,394,0.95912439
Maasdriel,01/01/2016,9695,9307,388,0.959979371
Maasdriel,01/01/2017,9749,9360,389,0.960098472
Maasdriel,01/01/2018,9830,9466,364,0.962970498
Maasdriel,01/01/2019,9947,9576,371,0.962702322
Maasdriel,01/01/2020,10115,9738,377,0.962728621
Maasdriel,01/01/2021,10207,9874,333,0.967375331
Maasdriel,01/01/2022,10242,9937,305,0.97022066
Maasdriel,01/01/2023,10377,10008,369,0.96444059
Maasgouw,01/01/2012,10280,9821,459,0.955350195
Maasgouw,01/01/2013,10298,9858,440,0.957273257
Maasgouw,01/01/2014,10559,10148,411,0.961075859
Maasgouw,01/01/2015,10599,10188,411,0.961222757
Maasgouw,01/01/2016,10601,10215,386,0.963588341
Maasgouw,01/01/2017,10641,10209,432,0.959402312
Maasgouw,01/01/2018,10678,10227,451,0.957763626
Maasgouw,01/01/2019,10702,10272,430,0.959820594
Maasgouw,01/01/2020,10856,10438,418,0.961495947
Maasgouw,01/01/2021,10965,10531,434,0.960419517
Maasgouw,01/01/2022,11061,10635,426,0.961486303
Maasgouw,01/01/2023,11262,10819,443,0.96066418
Maashorst,01/01/2012,,,,
Maashorst,01/01/2013,,,,
Maashorst,01/01/2014,,,,
Maashorst,01/01/2015,,,,
Maashorst,01/01/2016,,,,
Maashorst,01/01/2017,,,,
Maashorst,01/01/2018,,,,
Maashorst,01/01/2019,,,,
Maashorst,01/01/2020,,,,
Maashorst,01/01/2021,,,,
Maashorst,01/01/2022,25800,24989,811,0.968565891
Maashorst,01/01/2023,26012,25152,860,0.966938336
Maassluis,01/01/2012,14511,13798,713,0.950864861
Maassluis,01/01/2013,14459,13926,533,0.963137146
Maassluis,01/01/2014,14805,14064,741,0.949949341
Maassluis,01/01/2015,14846,14237,609,0.95897885
Maassluis,01/01/2016,14938,14360,578,0.961306735
Maassluis,01/01/2017,14943,14398,545,0.963528073
Maassluis,01/01/2018,15058,14437,621,0.958759463
Maassluis,01/01/2019,15127,14529,598,0.960468037
Maassluis,01/01/2020,15186,14632,554,0.963519031
Maassluis,01/01/2021,15389,14772,617,0.959906427
Maassluis,01/01/2022,15975,14991,984,0.938403756
Maassluis,01/01/2023,16055,15416,639,0.960199315
Maastricht,01/01/2012,59234,52942,6292,0.893777223
Maastricht,01/01/2013,60360,54646,5714,0.905334659
Maastricht,01/01/2014,61021,55497,5524,0.909473788
Maastricht,01/01/2015,60764,55732,5032,0.917187809
Maastricht,01/01/2016,60948,56041,4907,0.919488745
Maastricht,01/01/2017,61485,56195,5290,0.913962755
Maastricht,01/01/2018,61955,56773,5182,0.916358647
Maastricht,01/01/2019,61884,56874,5010,0.919042079
Maastricht,01/01/2020,61833,57177,4656,0.924700403
Maastricht,01/01/2021,62839,58076,4763,0.924203122
Maastricht,01/01/2022,63277,58945,4332,0.931539106
Maastricht,01/01/2023,64382,59644,4738,0.926408002
De Marne,01/01/2012,5218,4570,648,0.875814488
De Marne,01/01/2013,5205,4578,627,0.879538905
De Marne,01/01/2014,5263,4585,678,0.871176135
De Marne,01/01/2015,5280,4596,684,0.870454545
De Marne,01/01/2016,5260,4606,654,0.875665399
De Marne,01/01/2017,5227,4589,638,0.877941458
De Marne,01/01/2018,5208,4602,606,0.883640553
De Marne,01/01/2019,,,,
De Marne,01/01/2020,,,,
De Marne,01/01/2021,,,,
De Marne,01/01/2022,,,,
De Marne,01/01/2023,,,,
Marum,01/01/2012,4113,3967,146,0.964502796
Marum,01/01/2013,4156,4019,137,0.967035611
Marum,01/01/2014,4241,4108,133,0.968639472
Marum,01/01/2015,4254,4115,139,0.967324871
Marum,01/01/2016,4291,4137,154,0.96411093
Marum,01/01/2017,4351,4208,143,0.967133992
Marum,01/01/2018,4396,4276,120,0.972702457
Marum,01/01/2019,,,,
Marum,01/01/2020,,,,
Marum,01/01/2021,,,,
Marum,01/01/2022,,,,
Marum,01/01/2023,,,,
Medemblik,01/01/2012,17346,16752,594,0.965755794
Medemblik,01/01/2013,17528,16923,605,0.965483797
Medemblik,01/01/2014,18124,17397,727,0.959887442
Medemblik,01/01/2015,18237,17548,689,0.962219663
Medemblik,01/01/2016,18402,17693,709,0.961471579
Medemblik,01/01/2017,18607,17888,719,0.961358628
Medemblik,01/01/2018,18774,18089,685,0.96351337
Medemblik,01/01/2019,18957,18255,702,0.962968824
Medemblik,01/01/2020,19100,18422,678,0.964502618
Medemblik,01/01/2021,19211,18563,648,0.966269325
Medemblik,01/01/2022,19387,18726,661,0.965904988
Medemblik,01/01/2023,19454,18788,666,0.965765395
Meerssen,01/01/2012,8345,8018,327,0.960814859
Meerssen,01/01/2013,8360,8025,335,0.95992823
Meerssen,01/01/2014,8385,8086,299,0.964341085
Meerssen,01/01/2015,8445,8151,294,0.965186501
Meerssen,01/01/2016,8569,8202,367,0.957171199
Meerssen,01/01/2017,8590,8231,359,0.958207218
Meerssen,01/01/2018,8587,8271,316,0.963200186
Meerssen,01/01/2019,8603,8283,320,0.962803673
Meerssen,01/01/2020,8629,8302,327,0.962104531
Meerssen,01/01/2021,8640,8314,326,0.962268519
Meerssen,01/01/2022,8677,8341,336,0.961276939
Meerssen,01/01/2023,8684,8357,327,0.962344542
Meierijstad,01/01/2012,,,,
Meierijstad,01/01/2013,,,,
Meierijstad,01/01/2014,,,,
Meierijstad,01/01/2015,,,,
Meierijstad,01/01/2016,,,,
Meierijstad,01/01/2017,33148,32160,988,0.97019428
Meierijstad,01/01/2018,33475,32391,1084,0.967617625
Meierijstad,01/01/2019,34102,32973,1129,0.966893437
Meierijstad,01/01/2020,34544,33341,1203,0.965174849
Meierijstad,01/01/2021,34895,33676,1219,0.965066628
Meierijstad,01/01/2022,35406,34307,1099,0.968960063
Meierijstad,01/01/2023,35758,34635,1123,0.96859444
Menameradiel,01/01/2012,5630,5426,204,0.963765542
Menameradiel,01/01/2013,5668,5476,192,0.966125618
Menameradiel,01/01/2014,5831,5635,196,0.966386555
Menameradiel,01/01/2015,5840,5623,217,0.962842466
Menameradiel,01/01/2016,5851,5641,210,0.964108699
Menameradiel,01/01/2017,5849,5655,194,0.966831937
Menameradiel,01/01/2018,,,,
Menameradiel,01/01/2019,,,,
Menameradiel,01/01/2020,,,,
Menameradiel,01/01/2021,,,,
Menameradiel,01/01/2022,,,,
Menameradiel,01/01/2023,,,,
Menterwolde,01/01/2012,5370,5147,223,0.958472998
Menterwolde,01/01/2013,5369,5165,204,0.962004098
Menterwolde,01/01/2014,5411,5227,184,0.965995195
Menterwolde,01/01/2015,5406,5216,190,0.964853866
Menterwolde,01/01/2016,5408,5239,169,0.96875
Menterwolde,01/01/2017,5407,5249,158,0.97077862
Menterwolde,01/01/2018,,,,
Menterwolde,01/01/2019,,,,
Menterwolde,01/01/2020,,,,
Menterwolde,01/01/2021,,,,
Menterwolde,01/01/2022,,,,
Menterwolde,01/01/2023,,,,
Meppel,01/01/2012,14352,13555,797,0.94446767
Meppel,01/01/2013,14686,13985,701,0.952267466
Meppel,01/01/2014,15101,14382,719,0.952387259
Meppel,01/01/2015,15076,14400,676,0.95516052
Meppel,01/01/2016,15177,14479,698,0.954009356
Meppel,01/01/2017,15388,14686,702,0.954380036
Meppel,01/01/2018,15586,14940,646,0.958552547
Meppel,01/01/2019,15658,15059,599,0.961744795
Meppel,01/01/2020,15851,15225,626,0.960507224
Meppel,01/01/2021,16106,15465,641,0.960201167
Meppel,01/01/2022,16297,15762,535,0.967171872
Meppel,01/01/2023,16390,15796,594,0.963758389
Middelburg (Z.),01/01/2012,22576,21313,1263,0.944055634
Middelburg (Z.),01/01/2013,22739,21505,1234,0.945732002
Middelburg (Z.),01/01/2014,23169,21922,1247,0.946178083
Middelburg (Z.),01/01/2015,23008,21839,1169,0.949191586
Middelburg (Z.),01/01/2016,23004,21881,1123,0.951182403
Middelburg (Z.),01/01/2017,23167,22087,1080,0.953381966
Middelburg (Z.),01/01/2018,23349,22220,1129,0.951646751
Middelburg (Z.),01/01/2019,23532,22446,1086,0.953850076
Middelburg (Z.),01/01/2020,23683,22593,1090,0.953975425
Middelburg (Z.),01/01/2021,23906,22781,1125,0.952940684
Middelburg (Z.),01/01/2022,24059,22930,1129,0.953073694
Middelburg (Z.),01/01/2023,24458,23311,1147,0.953103279
Middelharnis,01/01/2012,7586,7243,343,0.954785131
Middelharnis,01/01/2013,,,,
Middelharnis,01/01/2014,,,,
Middelharnis,01/01/2015,,,,
Middelharnis,01/01/2016,,,,
Middelharnis,01/01/2017,,,,
Middelharnis,01/01/2018,,,,
Middelharnis,01/01/2019,,,,
Middelharnis,01/01/2020,,,,
Middelharnis,01/01/2021,,,,
Middelharnis,01/01/2022,,,,
Middelharnis,01/01/2023,,,,
Midden-Delfland,01/01/2012,7195,6948,247,0.965670605
Midden-Delfland,01/01/2013,7281,7006,275,0.962230463
Midden-Delfland,01/01/2014,7449,7183,266,0.964290509
Midden-Delfland,01/01/2015,7578,7333,245,0.96766957
Midden-Delfland,01/01/2016,7649,7419,230,0.96993071
Midden-Delfland,01/01/2017,7727,7495,232,0.969975411
Midden-Delfland,01/01/2018,7836,7645,191,0.975625319
Midden-Delfland,01/01/2019,7883,7699,184,0.976658633
Midden-Delfland,01/01/2020,7904,7701,203,0.974316802
Midden-Delfland,01/01/2021,7996,7777,219,0.972611306
Midden-Delfland,01/01/2022,8052,7860,192,0.976154993
Midden-Delfland,01/01/2023,8058,7851,207,0.974311243
Midden-Drenthe,01/01/2012,13950,13343,607,0.956487455
Midden-Drenthe,01/01/2013,13986,13356,630,0.954954955
Midden-Drenthe,01/01/2014,13976,13356,620,0.955638237
Midden-Drenthe,01/01/2015,14045,13384,661,0.952936988
Midden-Drenthe,01/01/2016,14030,13423,607,0.956735567
Midden-Drenthe,01/01/2017,14156,13585,571,0.959663747
Midden-Drenthe,01/01/2018,14304,13738,566,0.960430649
Midden-Drenthe,01/01/2019,14313,13799,514,0.964088591
Midden-Drenthe,01/01/2020,14378,13834,544,0.962164418
Midden-Drenthe,01/01/2021,14413,13892,521,0.963852078
Midden-Drenthe,01/01/2022,14674,14122,552,0.962382445
Midden-Drenthe,01/01/2023,14704,14168,536,0.963547334
Midden-Groningen,01/01/2012,,,,
Midden-Groningen,01/01/2013,,,,
Midden-Groningen,01/01/2014,,,,
Midden-Groningen,01/01/2015,,,,
Midden-Groningen,01/01/2016,,,,
Midden-Groningen,01/01/2017,,,,
Midden-Groningen,01/01/2018,28025,26899,1126,0.959821588
Midden-Groningen,01/01/2019,28074,27118,956,0.96594714
Midden-Groningen,01/01/2020,28167,27212,955,0.966095076
Midden-Groningen,01/01/2021,28154,27236,918,0.967393621
Midden-Groningen,01/01/2022,28313,27407,906,0.968000565
Midden-Groningen,01/01/2023,28587,27529,1058,0.96299017
Mill en Sint Hubert,01/01/2012,4378,4186,192,0.956144358
Mill en Sint Hubert,01/01/2013,4437,4235,202,0.954473744
Mill en Sint Hubert,01/01/2014,4514,4311,203,0.955028799
Mill en Sint Hubert,01/01/2015,4511,4327,184,0.959210818
Mill en Sint Hubert,01/01/2016,4440,4298,142,0.968018018
Mill en Sint Hubert,01/01/2017,4494,4354,140,0.968847352
Mill en Sint Hubert,01/01/2018,4531,4392,139,0.969322445
Mill en Sint Hubert,01/01/2019,4569,4421,148,0.967607792
Mill en Sint Hubert,01/01/2020,4627,4472,155,0.966500973
Mill en Sint Hubert,01/01/2021,4658,4536,122,0.973808502
Mill en Sint Hubert,01/01/2022,,,,
Mill en Sint Hubert,01/01/2023,,,,
Millingen aan de Rijn,01/01/2012,2486,2403,83,0.966613033
Millingen aan de Rijn,01/01/2013,2528,2448,80,0.96835443
Millingen aan de Rijn,01/01/2014,2564,2471,93,0.963728549
Millingen aan de Rijn,01/01/2015,,,,
Millingen aan de Rijn,01/01/2016,,,,
Millingen aan de Rijn,01/01/2017,,,,
Millingen aan de Rijn,01/01/2018,,,,
Millingen aan de Rijn,01/01/2019,,,,
Millingen aan de Rijn,01/01/2020,,,,
Millingen aan de Rijn,01/01/2021,,,,
Millingen aan de Rijn,01/01/2022,,,,
Millingen aan de Rijn,01/01/2023,,,,
Moerdijk,01/01/2012,15708,14916,792,0.949579832
Moerdijk,01/01/2013,15812,15096,716,0.954717936
Moerdijk,01/01/2014,15970,15318,652,0.95917345
Moerdijk,01/01/2015,16077,15491,586,0.963550414
Moerdijk,01/01/2016,16116,15522,594,0.963142219
Moerdijk,01/01/2017,16315,15673,642,0.960649709
Moerdijk,01/01/2018,16340,15829,511,0.96872705
Moerdijk,01/01/2019,16407,15895,512,0.968793808
Moerdijk,01/01/2020,16501,15996,505,0.969395794
Moerdijk,01/01/2021,16629,16123,506,0.969571231
Moerdijk,01/01/2022,16672,16196,476,0.971449136
Moerdijk,01/01/2023,16783,16294,489,0.970863374
Molenlanden,01/01/2012,,,,
Molenlanden,01/01/2013,,,,
Molenlanden,01/01/2014,,,,
Molenlanden,01/01/2015,,,,
Molenlanden,01/01/2016,,,,
Molenlanden,01/01/2017,,,,
Molenlanden,01/01/2018,,,,
Molenlanden,01/01/2019,17159,16491,668,0.961069992
Molenlanden,01/01/2020,17205,16538,667,0.9612322
Molenlanden,01/01/2021,17340,16674,666,0.961591696
Molenlanden,01/01/2022,17625,16976,649,0.963177305
Molenlanden,01/01/2023,17852,17143,709,0.960284562
Molenwaard,01/01/2012,,,,
Molenwaard,01/01/2013,10840,10375,465,0.957103321
Molenwaard,01/01/2014,10938,10463,475,0.956573414
Molenwaard,01/01/2015,10941,10442,499,0.954391738
Molenwaard,01/01/2016,11021,10529,492,0.955357953
Molenwaard,01/01/2017,11109,10630,479,0.956881808
Molenwaard,01/01/2018,11206,10723,483,0.95689809
Molenwaard,01/01/2019,,,,
Molenwaard,01/01/2020,,,,
Molenwaard,01/01/2021,,,,
Molenwaard,01/01/2022,,,,
Molenwaard,01/01/2023,,,,
Montferland,01/01/2012,14625,13857,768,0.947487179
Montferland,01/01/2013,14738,13994,744,0.949518252
Montferland,01/01/2014,14933,14236,697,0.953324851
Montferland,01/01/2015,15170,14560,610,0.959789057
Montferland,01/01/2016,15281,14738,543,0.964465676
Montferland,01/01/2017,15385,14872,513,0.966655834
Montferland,01/01/2018,15525,15060,465,0.970048309
Montferland,01/01/2019,15727,15294,433,0.972467731
Montferland,01/01/2020,15917,15418,499,0.968649871
Montferland,01/01/2021,16016,15540,476,0.97027972
Montferland,01/01/2022,16086,15670,416,0.974139003
Montferland,01/01/2023,16226,15778,448,0.972389991
Montfoort,01/01/2012,5350,5125,225,0.957943925
Montfoort,01/01/2013,5443,5215,228,0.958111336
Montfoort,01/01/2014,5483,5267,216,0.960605508
Montfoort,01/01/2015,5506,5314,192,0.96512895
Montfoort,01/01/2016,5572,5374,198,0.964465183
Montfoort,01/01/2017,5667,5426,241,0.95747309
Montfoort,01/01/2018,5730,5490,240,0.958115183
Montfoort,01/01/2019,5733,5551,182,0.968253968
Montfoort,01/01/2020,5740,5538,202,0.964808362
Montfoort,01/01/2021,5756,5554,202,0.964906185
Montfoort,01/01/2022,5775,5578,197,0.965887446
Montfoort,01/01/2023,5799,5606,193,0.9667184
Mook en Middelaar,01/01/2012,3476,3247,229,0.934119678
Mook en Middelaar,01/01/2013,3489,3267,222,0.936371453
Mook en Middelaar,01/01/2014,3518,3293,225,0.936043206
Mook en Middelaar,01/01/2015,3544,3334,210,0.940744921
Mook en Middelaar,01/01/2016,3560,3367,193,0.945786517
Mook en Middelaar,01/01/2017,3563,3370,193,0.945832164
Mook en Middelaar,01/01/2018,3617,3413,204,0.943599668
