id,occurred_at,city,latitude,longitude,depth,magnitude,gasfield_id,year,magnitude_category
305,2003-04-01 00:25:00,Krewerd,53.364,6.852,3.0,0.3,1.0,2003,0
306,2003-04-02 20:19:00,Westeremden,53.34,6.718,3.0,1.9,1.0,2003,1
307,2003-04-05 16:49:00,Groningen,53.209,6.63,3.0,0.3,1.0,2003,0
308,2003-04-06 00:07:00,Overschild,53.272,6.795,3.0,0.1,1.0,2003,0
309,2003-04-06 00:57:00,Froombosch,53.205,6.75,3.0,1.0,1.0,2003,1
310,2003-04-06 23:02:00,Froombosch,53.206,6.763,3.0,0.7,1.0,2003,0
311,2003-04-16 16:20:00,Overschild,53.281,6.775,3.0,0.7,1.0,2003,0
312,2003-04-18 23:59:00,Slochteren,53.238,6.753,3.0,0.0,1.0,2003,0
313,2003-04-20 00:19:00,Overschild,53.246,6.75,3.0,0.1,1.0,2003,0
314,2003-04-28 21:56:00,Woltersum,53.283,6.727,3.0,1.0,1.0,2003,1
315,2003-04-29 02:55:00,Woltersum,53.284,6.73,3.0,1.3,1.0,2003,1
316,2003-05-14 20:52:00,Siddeburen,53.254,6.865,3.0,0.8,1.0,2003,0
317,2003-05-14 22:23:00,Hellum,53.257,6.847,3.0,0.8,1.0,2003,0
318,2003-05-21 04:57:00,Annen,53.072,6.765,3.0,1.1,,2003,1
319,2003-05-23 02:59:00,Wildervank,53.084,6.823,3.0,0.6,,2003,0
320,2003-05-31 23:12:00,Siddeburen,53.247,6.875,3.0,0.8,1.0,2003,0
321,2003-06-03 16:15:00,Westeremden,53.337,6.683,3.0,1.5,1.0,2003,1
322,2003-06-06 14:27:00,Harkstede,53.225,6.682,3.0,0.7,1.0,2003,0
323,2003-06-08 05:30:00,Froombosch,53.192,6.788,3.0,1.0,1.0,2003,1
324,2003-06-08 08:14:00,Woltersum,53.271,6.737,3.0,1.5,1.0,2003,1
325,2003-06-16 00:44:00,Ravenswoud,52.963,6.407,2.6,2.3,,2003,2
326,2003-08-05 18:45:00,Assen,52.975,6.558,3.0,1.1,,2003,1
327,2003-08-07 08:24:00,Zeerijp,53.349,6.758,3.0,1.7,1.0,2003,1
328,2003-08-07 10:56:00,Zeerijp,53.345,6.748,3.0,1.3,1.0,2003,1
329,2003-08-20 08:46:00,Borgercompagnie,53.106,6.815,3.0,0.5,,2003,0
330,2003-08-25 04:24:00,Kiel-Windeweer,53.108,6.792,3.0,0.7,,2003,0
331,2003-08-25 10:05:00,Hoogezand,53.108,6.795,3.0,0.9,,2003,0
332,2003-09-22 17:50:00,Uithuizen,53.395,6.688,3.0,2.4,1.0,2003,2
333,2003-09-27 13:57:00,Westeremden,53.348,6.697,3.0,2.7,1.0,2003,2
334,2003-10-11 11:44:00,Roswinkel,52.835,7.055,2.0,1.6,,2003,1
335,2003-10-24 01:52:00,Garrelsweer,53.295,6.792,3.0,3.0,1.0,2003,3
336,2003-10-26 09:17:00,Garrelsweer,53.304,6.788,3.0,1.2,1.0,2003,1
337,2003-10-29 14:30:00,Froombosch,53.192,6.783,3.0,1.0,1.0,2003,1
338,2003-11-10 00:22:00,Stedum,53.325,6.69,3.0,3.0,1.0,2003,3
339,2003-11-10 02:40:00,Westeremden,53.349,6.71,3.0,1.4,1.0,2003,1
340,2003-11-16 20:04:00,Westeremden,53.344,6.702,3.0,2.7,1.0,2003,2
341,2003-12-26 10:09:00,Wirdum,53.32,6.802,3.0,1.4,1.0,2003,1
342,2003-12-26 17:05:00,Oud Annerveen,53.084,6.755,3.0,-0.6,,2003,0
343,2003-12-28 04:29:00,Oud Annerveen,53.08,6.762,3.0,-0.3,,2003,0
344,2003-12-29 13:09:00,Delfzijl,53.343,6.938,3.0,1.5,1.0,2003,1
345,2004-01-12 01:05:00,Kolham,53.189,6.745,3.0,1.6,1.0,2004,1
346,2004-01-24 13:53:00,Woltersum,53.271,6.72,3.0,1.0,1.0,2004,1
347,2004-01-30 11:47:00,Appingedam,53.314,6.868,3.0,1.2,1.0,2004,1
348,2004-03-07 07:18:00,Veendam,53.103,6.845,3.0,0.2,,2004,0
349,2004-03-08 01:41:00,Meedhuizen,53.292,6.895,3.0,0.4,1.0,2004,0
350,2004-03-16 23:49:00,Veendam,53.09,6.88,3.0,1.0,,2004,1
351,2004-03-21 17:05:00,Wagenborgen,53.255,6.918,3.0,1.4,1.0,2004,1
352,2004-03-26 02:32:00,Siddeburen,53.273,6.862,3.0,0.5,1.0,2004,0
353,2004-04-15 04:50:00,Eexterzandvoort,53.041,6.8,3.0,1.0,,2004,1
354,2004-04-30 22:12:00,Scharmer,53.23,6.712,3.0,0.5,1.0,2004,0
355,2004-05-24 05:03:00,Wetsinge,53.31,6.525,3.0,1.4,,2004,1
356,2004-05-29 21:06:00,Winsum,53.308,6.508,3.0,0.8,,2004,0
357,2004-05-31 00:59:00,Winsum,53.313,6.518,3.0,0.3,,2004,0
358,2004-06-10 01:13:00,Zandeweer,53.391,6.663,3.0,2.1,1.0,2004,2
359,2004-06-21 23:32:00,Geelbroek,52.944,6.568,3.0,2.8,,2004,2
360,2004-07-27 22:49:00,Appingedam,53.343,6.875,3.0,1.2,1.0,2004,1
361,2004-08-21 01:06:00,Sappemeer,53.163,6.793,3.0,1.8,1.0,2004,1
362,2004-08-22 02:56:00,Ekehaar,52.946,6.585,3.0,1.0,,2004,1
363,2004-09-06 20:31:00,Roswinkel,52.834,7.048,2.0,1.0,,2004,1
364,2004-09-10 01:56:00,Schipborg,53.064,6.67,3.0,0.4,,2004,0
365,2004-09-18 03:33:00,Uithuizermeeden,53.416,6.703,3.0,1.2,,2004,1
366,2004-09-22 12:44:00,Winneweer,53.311,6.743,3.0,1.5,1.0,2004,1
367,2004-10-08 13:23:00,Wildervank,53.076,6.833,2.5,1.3,,2004,1
368,2004-10-30 11:40:00,'t Zandt,53.356,6.778,3.0,1.4,1.0,2004,1
369,2004-10-31 17:27:00,Marwijksoord,52.952,6.633,3.0,0.9,,2004,0
370,2004-11-13 12:15:00,Overschild,53.291,6.802,3.0,1.2,1.0,2004,1
371,2004-11-23 22:13:00,Borgercompagnie,53.116,6.82,3.0,0.3,,2004,0
372,2004-11-24 18:18:00,Ten Post,53.289,6.753,3.0,1.9,1.0,2004,1
373,2004-11-25 14:25:00,Froombosch,53.194,6.772,3.0,0.6,1.0,2004,0
374,2004-11-26 06:58:00,Loppersum,53.314,6.737,3.0,1.6,1.0,2004,1
375,2004-12-16 21:14:00,Harkstede,53.231,6.652,3.0,0.8,1.0,2004,0
376,2005-01-09 23:59:00,Wirdum,53.323,6.797,3.0,1.7,1.0,2005,1
377,2005-01-17 00:00:00,Appingedam,53.317,6.808,3.0,1.1,1.0,2005,1
378,2005-01-30 02:31:00,Ten Boer,53.277,6.692,3.0,1.0,1.0,2005,1
379,2005-02-08 13:20:00,Middelstum,53.316,6.638,3.0,2.3,1.0,2005,2
380,2005-02-15 19:21:00,Ekehaar,52.955,6.605,3.0,1.0,,2005,1
381,2005-02-16 10:46:00,Roodeschool,53.404,6.793,3.0,1.3,1.0,2005,1
382,2005-02-18 11:26:00,Zuidlaren,53.081,6.673,3.0,0.6,,2005,0
383,2005-02-18 12:55:00,Loppersum,53.34,6.735,3.0,1.3,1.0,2005,1
384,2005-02-18 18:49:00,Woudbloem,53.231,6.75,3.0,0.5,1.0,2005,0
385,2005-02-18 22:05:00,Lageland,53.239,6.727,3.0,1.6,1.0,2005,1
386,2005-02-20 06:03:00,Sappemeer,53.176,6.795,3.0,0.0,1.0,2005,0
387,2005-02-25 03:46:00,Oosterwijtwerd,53.336,6.812,3.0,1.6,1.0,2005,1
388,2005-03-01 16:31:00,Delfzijl,53.326,6.922,3.0,1.2,1.0,2005,1
389,2005-03-08 23:00:00,Wagenborgen,53.261,6.915,3.0,0.9,1.0,2005,0
390,2005-03-10 02:04:00,Oosterwijtwerd,53.342,6.81,3.0,2.0,1.0,2005,2
391,2005-03-21 10:58:00,Overschild,53.257,6.767,3.0,0.9,1.0,2005,0
392,2005-03-21 23:21:00,Buren,53.457,5.85,3.0,1.8,,2005,1
393,2005-04-02 23:21:00,Overschild,53.27,6.798,3.0,1.2,1.0,2005,1
394,2005-04-18 19:11:00,Schildwolde,53.264,6.803,3.0,1.0,1.0,2005,1
395,2005-04-21 20:49:00,Tjuchem,53.291,6.885,3.0,0.9,1.0,2005,0
396,2005-04-22 00:14:00,Appingedam,53.334,6.858,3.0,0.8,1.0,2005,0
397,2005-04-30 19:28:00,Huizinge,53.359,6.7,3.0,1.0,1.0,2005,1
398,2005-05-17 08:50:00,Siddeburen,53.232,6.893,3.0,1.0,1.0,2005,1
399,2005-05-25 21:33:00,Noordbroek,53.194,6.85,3.0,1.1,1.0,2005,1
400,2005-05-28 19:57:00,Morra,53.374,6.088,3.0,1.4,,2005,1
401,2005-05-30 15:36:00,Westeremden,53.343,6.71,3.0,2.3,1.0,2005,2
402,2005-06-22 16:02:00,Oosterwijtwerd,53.33,6.818,3.0,1.5,1.0,2005,1
403,2005-07-09 17:01:00,Lageland,53.238,6.685,3.0,1.1,1.0,2005,1
404,2005-07-17 18:07:00,Garrelsweer,53.319,6.747,3.0,1.8,1.0,2005,1
405,2005-07-25 03:21:00,Scharmer,53.212,6.712,3.0,0.8,1.0,2005,0
406,2005-08-05 19:23:00,Sappemeer,53.17,6.81,3.0,2.2,1.0,2005,2
407,2005-09-10 02:05:00,Garrelsweer,53.316,6.772,3.0,1.2,1.0,2005,1
408,2005-10-05 09:16:00,Westerwijtwerd,53.331,6.642,3.0,1.7,1.0,2005,1
409,2005-10-12 16:06:00,Smilde,52.963,6.45,3.0,2.5,,2005,2
410,2005-10-23 17:03:00,Middelstum,53.366,6.675,3.0,1.9,1.0,2005,1
411,2005-11-11 17:02:00,Harkstede,53.224,6.697,3.0,1.4,1.0,2005,1
412,2006-01-02 12:00:00,Lageland,53.236,6.695,3.0,1.1,1.0,2006,1
413,2006-01-10 23:41:00,Eleveld,52.956,6.572,3.0,2.6,,2006,2
414,2006-01-14 22:29:00,Sappemeer,53.177,6.767,3.0,0.3,1.0,2006,0
415,2006-01-18 08:12:00,Ten Post,53.29,6.765,3.0,1.5,1.0,2006,1
416,2006-01-18 22:08:00,Overschild,53.274,6.773,3.0,1.6,1.0,2006,1
417,2006-01-20 20:22:00,Loppersum,53.336,6.74,3.0,1.3,1.0,2006,1
418,2006-01-23 11:17:00,Lageland,53.237,6.697,3.0,1.9,1.0,2006,1
419,2006-01-28 03:00:00,Godlinze,53.38,6.818,3.0,1.1,1.0,2006,1
420,2006-01-29 18:26:00,Eleveld,52.952,6.58,3.0,1.1,,2006,1
421,2006-02-11 20:01:00,Hellum,53.256,6.847,3.0,1.3,1.0,2006,1
422,2006-02-12 14:36:00,Garrelsweer,53.297,6.795,3.0,1.5,1.0,2006,1
423,2006-02-24 04:50:00,Wirdum,53.312,6.788,3.0,1.3,1.0,2006,1
424,2006-03-04 04:32:00,Hoogezand,53.144,6.742,3.0,1.8,1.0,2006,1
425,2006-03-21 14:50:00,Garrelsweer,53.302,6.755,3.0,2.4,1.0,2006,2
426,2006-03-23 03:12:00,Overschild,53.283,6.778,3.0,2.2,1.0,2006,2
427,2006-03-25 13:54:00,Roswinkel,52.834,7.045,2.0,2.1,,2006,2
428,2006-03-25 13:55:00,Roswinkel,52.834,7.043,2.0,1.7,,2006,1
429,2006-04-05 01:41:00,Delfzijl,53.344,6.89,3.0,1.4,1.0,2006,1
430,2006-04-12 05:20:00,Steendam,53.27,6.837,3.0,1.2,1.0,2006,1
431,2006-04-13 07:38:00,Garmerwolde,53.24,6.647,3.0,1.5,1.0,2006,1
432,2006-04-16 13:51:00,Wirdum,53.31,6.783,3.0,1.9,1.0,2006,1
433,2006-04-16 18:44:00,Garrelsweer,53.313,6.77,3.0,1.1,1.0,2006,1
434,2006-04-19 17:39:00,Westeremden,53.336,6.685,3.0,1.6,1.0,2006,1
435,2006-04-22 03:41:00,Loppersum,53.325,6.752,3.0,1.5,1.0,2006,1
436,2006-04-22 17:03:00,Rottum,53.382,6.598,3.0,0.4,1.0,2006,0
437,2006-04-23 01:18:00,Delfzijl,53.338,6.883,3.0,0.9,1.0,2006,0
438,2006-04-23 15:02:00,Warffum,53.389,6.537,3.0,1.1,,2006,1
439,2006-05-02 16:52:00,Wirdum,53.314,6.797,3.0,1.0,1.0,2006,1
440,2006-05-03 19:16:00,Ten Post,53.29,6.767,3.0,1.2,1.0,2006,1
441,2006-05-07 16:11:00,Westeremden,53.345,6.717,3.0,1.4,1.0,2006,1
442,2006-05-22 20:23:00,Lageland,53.241,6.698,3.0,0.9,1.0,2006,0
443,2006-06-06 03:17:00,Schildwolde,53.238,6.81,3.0,1.4,1.0,2006,1
444,2006-06-08 23:31:00,Lageland,53.24,6.69,3.0,0.8,1.0,2006,0
445,2006-06-16 21:06:00,Ten Post,53.292,6.77,3.0,1.6,1.0,2006,1
446,2006-06-17 02:43:00,Garrelsweer,53.297,6.768,3.0,1.2,1.0,2006,1
447,2006-06-17 13:16:00,Appingedam,53.33,6.852,3.0,1.4,1.0,2006,1
448,2006-06-23 22:35:00,Garrelsweer,53.317,6.763,3.0,1.7,1.0,2006,1
449,2006-06-24 16:42:00,Oosterwijtwerd,53.341,6.823,3.0,1.2,1.0,2006,1
450,2006-07-12 00:13:00,Godlinze,53.369,6.813,3.0,0.9,1.0,2006,0
451,2006-07-12 22:56:00,Appingedam,53.309,6.868,3.0,1.3,1.0,2006,1
452,2006-07-16 08:10:00,Appingedam,53.303,6.867,3.0,1.5,1.0,2006,1
453,2006-08-08 05:04:00,Westeremden,53.35,6.697,3.0,3.5,1.0,2006,3
454,2006-08-08 09:49:00,Westeremden,53.349,6.707,3.0,2.5,1.0,2006,2
455,2006-08-11 06:21:00,Harkstede,53.219,6.672,3.0,1.1,1.0,2006,1
456,2006-08-26 22:41:00,Westeremden,53.343,6.712,3.0,2.3,1.0,2006,2
457,2006-09-06 01:37:00,Eelderwolde,53.189,6.522,3.0,1.8,,2006,1
458,2006-09-27 23:30:00,Eppenhuizen,53.367,6.687,3.0,1.6,1.0,2006,1
459,2006-10-06 00:10:00,Garrelsweer,53.302,6.79,3.0,1.6,1.0,2006,1
460,2006-10-15 20:18:00,Emmen,52.767,6.885,3.0,1.6,,2006,1
461,2006-10-23 13:38:00,Garsthuizen,53.372,6.738,3.0,2.3,1.0,2006,2
462,2006-10-25 09:45:00,Delfzijl,53.325,6.923,3.0,1.4,1.0,2006,1
463,2006-10-26 02:57:00,Laar (Duitsland),52.642,6.803,3.0,0.8,,2006,0
464,2006-10-26 13:59:00,Oldenzijl,53.394,6.705,3.0,1.4,1.0,2006,1
465,2006-11-04 21:04:00,Ekehaar,52.934,6.578,3.0,1.3,,2006,1
466,2006-11-05 15:00:00,Overschild,53.273,6.792,3.0,1.2,1.0,2006,1
467,2006-12-25 04:57:00,Leens,53.34,6.403,3.0,1.3,,2006,1
468,2007-01-10 18:36:00,Appingedam,53.34,6.883,3.0,1.5,1.0,2007,1
469,2007-01-18 22:29:00,Overschild,53.274,6.767,3.0,0.9,1.0,2007,0
470,2007-01-26 00:20:00,Zeerijp,53.352,6.755,3.0,2.3,1.0,2007,2
471,2007-01-31 01:03:00,Eppenhuizen,53.368,6.672,3.0,1.2,1.0,2007,1
472,2007-02-04 04:47:00,Middelstum,53.346,6.658,3.0,0.6,1.0,2007,0
473,2007-02-16 11:14:00,Harkstede,53.228,6.702,3.0,1.5,1.0,2007,1
474,2007-02-17 01:41:00,Harkstede,53.227,6.703,3.0,2.6,1.0,2007,2
475,2007-02-17 02:21:00,Harkstede,53.228,6.683,3.0,0.9,1.0,2007,0
476,2007-02-17 19:58:00,Krewerd,53.351,6.857,3.0,0.9,1.0,2007,0
477,2007-03-03 06:43:00,Lageland,53.235,6.708,3.0,1.1,1.0,2007,1
478,2007-03-11 01:08:00,Wirdum,53.326,6.78,3.0,1.1,1.0,2007,1
479,2007-03-21 23:04:00,Lageland,53.24,6.722,3.0,1.2,1.0,2007,1
480,2007-03-29 20:28:00,Schipborg,53.068,6.693,3.0,0.7,,2007,0
481,2007-03-30 16:25:00,Lageland,53.236,6.707,3.0,1.2,1.0,2007,1
482,2007-04-01 15:42:00,Harkstede,53.23,6.69,3.0,0.7,1.0,2007,0
483,2007-04-13 14:57:00,Woudbloem,53.226,6.743,3.0,1.2,1.0,2007,1
484,2007-05-14 12:19:00,Westeremden,53.331,6.702,3.0,2.0,1.0,2007,2
485,2007-05-19 05:33:00,Zuidbroek,53.163,6.828,3.0,0.4,1.0,2007,0
486,2007-06-09 20:07:00,Zeerijp,53.353,6.747,3.0,2.1,1.0,2007,2
487,2007-06-10 17:27:00,Middelstum,53.326,6.613,3.0,1.7,1.0,2007,1
488,2007-06-11 02:18:00,Westerwijtwerd,53.321,6.653,3.0,1.1,1.0,2007,1
489,2007-06-23 02:01:00,Stedum,53.317,6.703,3.0,1.2,1.0,2007,1
490,2007-07-02 20:57:00,Emmen,52.767,6.875,3.0,1.4,,2007,1
491,2007-08-15 05:49:00,Garsthuizen,53.369,6.732,3.0,1.5,1.0,2007,1
492,2007-09-17 05:01:00,Leermens,53.344,6.8,3.0,1.5,1.0,2007,1
493,2007-09-18 06:16:00,Schildwolde,53.236,6.8,3.0,0.9,1.0,2007,0
494,2007-09-28 05:26:00,Middelstum,53.338,6.623,3.0,1.2,1.0,2007,1
495,2007-09-30 14:17:00,Froombosch,53.194,6.788,3.0,2.1,1.0,2007,2
496,2007-10-27 01:57:00,Loppersum,53.333,6.748,3.0,2.0,1.0,2007,2
497,2007-11-13 10:26:00,Overschild,53.293,6.823,3.0,1.7,1.0,2007,1
498,2007-11-30 21:37:00,Ubbena,53.053,6.568,3.0,1.5,,2007,1
499,2007-12-10 03:59:00,Sauwerd,53.297,6.535,3.0,0.7,,2007,0
500,2008-01-02 03:36:00,Hooghalen,52.939,6.56,3.0,1.4,,2008,1
501,2008-01-05 20:31:00,Nieuw Annerveen,53.065,6.782,3.0,1.7,,2008,1
502,2008-01-07 21:53:00,Garmerwolde,53.243,6.658,3.0,1.1,1.0,2008,1
503,2008-01-24 19:21:00,Froombosch,53.196,6.773,3.0,1.5,1.0,2008,1
504,2008-02-12 02:48:00,Wirdum,53.311,6.783,3.0,0.9,1.0,2008,0
505,2008-02-17 16:35:00,Zuidlaren,53.082,6.682,3.0,1.8,,2008,1
506,2008-02-19 15:44:00,Kolham,53.183,6.762,3.0,0.9,1.0,2008,0
507,2008-03-19 17:02:00,Tinallinge,53.348,6.565,3.0,1.2,,2008,1
508,2008-03-29 16:57:00,Appingedam,53.292,6.842,3.0,1.4,1.0,2008,1
509,2008-03-31 07:06:00,Westeremden,53.346,6.7,3.0,1.2,1.0,2008,1
510,2008-04-02 01:15:00,Ekehaar,52.946,6.592,3.0,1.9,,2008,1
511,2008-04-02 01:28:00,Ekehaar,52.947,6.595,3.0,2.5,,2008,2
512,2008-04-07 04:32:00,Meedhuizen,53.294,6.897,3.0,1.2,1.0,2008,1
513,2008-04-11 22:51:00,Tjuchem,53.283,6.875,3.0,1.1,1.0,2008,1
514,2008-04-15 04:54:00,Wetsinge,53.312,6.557,3.0,0.9,,2008,0
515,2008-04-22 11:46:00,Nieuw Annerveen,53.068,6.77,3.0,1.8,,2008,1
516,2008-04-28 02:47:00,Siddeburen,53.258,6.86,3.0,1.3,1.0,2008,1
517,2008-05-05 19:56:00,Onderdendam,53.333,6.59,3.0,1.0,,2008,1
518,2008-05-09 21:33:00,Ten Post,53.286,6.725,3.0,1.3,1.0,2008,1
519,2008-05-10 23:20:00,Loppersum,53.327,6.728,3.0,1.2,1.0,2008,1
520,2008-05-18 13:23:00,Garsthuizen,53.375,6.728,2.8,2.2,1.0,2008,2
521,2008-05-19 15:07:00,Loppersum,53.325,6.74,3.0,1.9,1.0,2008,1
522,2008-05-30 14:48:00,Usquert,53.408,6.633,3.0,1.3,1.0,2008,1
523,2008-06-01 11:00:00,Garrelsweer,53.308,6.782,3.0,1.3,1.0,2008,1
524,2008-06-10 20:51:00,Wirdum,53.31,6.785,3.0,0.9,1.0,2008,0
525,2008-06-15 06:29:00,Noordzee,52.864,4.362,3.5,2.1,,2008,2
526,2008-06-22 21:06:00,Hellum,53.248,6.842,3.0,0.9,1.0,2008,0
527,2008-06-23 13:52:00,Veendam,53.109,6.855,3.0,1.1,,2008,1
528,2008-07-10 06:57:00,Holwierde,53.35,6.882,3.0,2.5,1.0,2008,2
529,2008-07-23 20:05:00,Harkstede,53.212,6.663,3.0,1.2,1.0,2008,1
530,2008-08-05 02:35:00,Emmen,52.761,6.908,3.0,2.0,,2008,2
531,2008-08-23 19:49:00,Loppersum,53.33,6.725,3.0,0.9,1.0,2008,0
532,2008-08-26 22:55:00,Geelbroek,52.949,6.565,3.0,2.3,,2008,2
533,2008-09-14 20:32:00,Middelstum,53.331,6.622,3.0,1.1,1.0,2008,1
534,2008-09-15 22:26:00,Eexterveen,53.053,6.803,3.0,1.0,,2008,1
535,2008-09-20 08:45:00,Lageland,53.238,6.707,3.0,1.3,1.0,2008,1
536,2008-09-29 10:20:00,Rottum,53.379,6.602,3.0,1.8,1.0,2008,1
537,2008-10-11 08:19:00,Noordzee,52.7,4.372,3.0,2.6,,2008,2
538,2008-10-26 02:48:00,Schildwolde,53.243,6.805,3.0,1.1,1.0,2008,1
539,2008-10-26 07:49:00,Hooghalen,52.944,6.553,3.0,1.7,,2008,1
540,2008-10-29 16:36:00,Loppersum,53.33,6.71,3.0,1.4,1.0,2008,1
541,2008-10-30 05:54:00,Loppersum,53.337,6.72,3.0,3.2,1.0,2008,3
542,2008-11-07 16:40:00,Garsthuizen,53.381,6.735,3.0,2.2,1.0,2008,2
543,2008-11-10 10:55:00,Oud Annerveen,53.083,6.763,3.0,0.7,,2008,0
544,2008-11-16 22:51:00,Eexterveen,53.048,6.792,3.0,1.2,,2008,1
545,2008-12-10 03:22:00,Overschild,53.279,6.828,3.0,1.1,1.0,2008,1
546,2008-12-15 20:41:00,Middelstum,53.336,6.6,3.0,1.5,1.0,2008,1
547,2008-12-23 15:16:00,Uithuizermeeden,53.403,6.71,3.0,1.4,1.0,2008,1
548,2008-12-24 03:27:00,Vries,53.065,6.582,3.0,1.2,,2008,1
549,2009-01-01 08:34:00,Zuidlaren,53.095,6.718,3.0,1.5,,2009,1
550,2009-01-01 09:35:00,Delfzijl,53.33,6.902,3.0,1.2,1.0,2009,1
551,2009-01-01 16:54:00,'t Zandt,53.366,6.772,3.0,1.7,1.0,2009,1
552,2009-01-08 01:17:00,Westeremden,53.348,6.717,3.0,1.7,1.0,2009,1
553,2009-01-09 20:16:00,Westeremden,53.341,6.713,3.0,1.9,1.0,2009,1
554,2009-01-15 12:41:00,Appingedam,53.339,6.872,3.0,1.0,1.0,2009,1
555,2009-01-17 06:05:00,Sappemeer,53.17,6.795,3.0,1.1,1.0,2009,1
556,2009-02-01 04:23:00,Zeerijp,53.36,6.74,3.0,2.2,1.0,2009,2
557,2009-02-03 06:53:00,Appingedam,53.315,6.875,3.0,1.2,1.0,2009,1
558,2009-02-04 12:23:00,Garsthuizen,53.376,6.742,3.0,1.7,1.0,2009,1
559,2009-02-05 11:56:00,Delfzijl,53.328,6.923,3.0,1.1,1.0,2009,1
560,2009-02-16 09:24:00,Wirdum,53.298,6.8,3.0,1.4,1.0,2009,1
561,2009-02-22 11:56:00,Noordlaren,53.118,6.647,3.0,0.8,,2009,0
562,2009-02-23 18:03:00,Tripscompagnie,53.132,6.83,3.0,1.0,,2009,1
563,2009-02-26 01:21:00,Noordlaren,53.119,6.65,3.0,0.5,,2009,0
564,2009-02-26 03:03:00,Noordlaren,53.118,6.647,3.0,1.1,,2009,1
565,2009-03-05 23:36:00,Noordlaren,53.119,6.647,3.0,0.8,,2009,0
566,2009-03-12 04:36:00,Noordlaren,53.117,6.645,3.0,0.6,,2009,0
567,2009-03-12 05:00:00,Noordlaren,53.117,6.645,3.0,0.5,,2009,0
568,2009-03-12 14:56:00,Noordlaren,53.117,6.647,3.0,0.8,,2009,0
569,2009-03-12 17:07:00,Noordlaren,53.117,6.647,3.0,0.6,,2009,0
570,2009-03-13 14:33:00,Holwierde,53.35,6.902,3.0,1.2,1.0,2009,1
571,2009-03-14 15:32:00,Noordlaren,53.119,6.652,3.0,1.0,,2009,1
572,2009-03-14 15:32:00,Noordlaren,53.118,6.643,3.0,1.0,,2009,1
573,2009-03-14 20:10:00,Noordlaren,53.116,6.637,3.0,0.5,,2009,0
574,2009-03-17 00:06:00,Noordlaren,53.121,6.652,3.0,0.4,,2009,0
575,2009-03-17 03:34:00,Noordlaren,53.12,6.648,3.0,0.5,,2009,0
576,2009-03-17 04:38:00,Noordlaren,53.119,6.648,3.0,1.4,,2009,1
577,2009-03-17 06:32:00,Noordlaren,53.12,6.648,3.0,1.1,,2009,1
578,2009-03-17 16:34:00,Noordlaren,53.118,6.652,3.0,0.5,,2009,0
579,2009-03-17 18:39:00,Noordlaren,53.119,6.653,3.0,0.5,,2009,0
580,2009-03-17 18:40:00,Noordlaren,53.119,6.645,3.0,0.6,,2009,0
581,2009-03-17 19:10:00,Noordlaren,53.12,6.648,3.0,0.9,,2009,0
582,2009-03-17 19:10:00,Noordlaren,53.12,6.648,3.0,0.9,,2009,0
583,2009-03-17 19:10:00,Noordlaren,53.12,6.647,3.0,0.9,,2009,0
584,2009-03-17 19:11:00,Noordlaren,53.121,6.648,3.0,1.0,,2009,1
585,2009-03-17 19:15:00,Noordlaren,53.12,6.648,3.0,1.0,,2009,1
586,2009-03-17 19:16:00,Noordlaren,53.12,6.648,3.0,1.0,,2009,1
587,2009-03-17 19:27:00,Noordlaren,53.12,6.65,3.0,0.7,,2009,0
588,2009-03-17 19:28:00,Noordlaren,53.12,6.65,3.0,0.7,,2009,0
589,2009-03-17 21:28:00,Noordlaren,53.12,6.652,3.0,1.1,,2009,1
590,2009-03-17 22:42:00,Noordlaren,53.119,6.652,3.0,0.8,,2009,0
591,2009-03-18 14:26:00,Noordlaren,53.12,6.653,3.0,0.9,,2009,0
592,2009-03-18 18:16:00,Noordlaren,53.119,6.65,3.0,0.9,,2009,0
593,2009-03-18 18:27:00,Noordlaren,53.12,6.652,3.0,0.6,,2009,0
594,2009-03-20 21:07:00,Noordlaren,53.119,6.642,3.0,0.5,,2009,0
595,2009-03-20 21:21:00,Noordlaren,53.118,6.645,3.0,0.6,,2009,0
596,2009-03-20 21:30:00,Noordlaren,53.12,6.647,3.0,0.5,,2009,0
597,2009-03-20 21:37:00,Noordlaren,53.12,6.648,3.0,0.6,,2009,0
598,2009-03-20 22:48:00,Noordlaren,53.12,6.655,3.0,0.4,,2009,0
599,2009-03-20 22:49:00,Noordlaren,53.117,6.638,3.0,0.5,,2009,0
600,2009-03-21 04:31:00,Noordlaren,53.122,6.648,3.0,0.2,,2009,0
601,2009-03-21 05:11:00,Noordlaren,53.12,6.652,3.0,0.5,,2009,0
602,2009-03-22 00:32:00,Noordlaren,53.12,6.648,3.0,1.2,,2009,1
603,2009-03-22 00:34:00,Noordlaren,53.119,6.648,3.0,0.6,,2009,0
604,2009-03-27 02:51:00,Wirdum,53.308,6.81,3.0,1.0,1.0,2009,1
605,2009-04-14 21:05:00,Huizinge,53.345,6.68,3.0,2.6,1.0,2009,2
606,2009-04-14 23:35:00,'t Zandt,53.358,6.78,3.0,0.9,1.0,2009,0
607,2009-04-16 17:12:00,Appingedam,53.313,6.845,3.0,2.6,1.0,2009,2
608,2009-04-20 14:42:00,Wirdum,53.296,6.808,3.0,1.5,1.0,2009,1
609,2009-05-01 14:13:00,Scharmer,53.222,6.72,3.0,1.2,1.0,2009,1
610,2009-05-04 11:31:00,'t Zandt,53.356,6.782,3.0,1.8,1.0,2009,1
